amphiprion_percula ENSAPEG00000023295
amphiprion_ocellaris ENSAOCG00000022560
acanthochromis_polyacanthus ENSAPOG00000019860
amphilophus_citrinellus ENSACIG00000024207
xiphophorus_maculatus ENSXMAG00000024363
xiphophorus_couchianus ENSXCOG00000014699
gambusia_affinis ENSGAFG00000009753
fundulus_heteroclitus ENSFHEG00000007252
cyprinodon_variegatus ENSCVAG00000008503
cynoglossus_semilaevis ENSCSEG00000015477
periophthalmus_magnuspinnatus ENSPMGG00000012539
paramormyrops_kingsleyae ENSPKIG00000019644
