pan_paniscus ENSPPAG00000039033
pan_troglodytes ENSPTRG00000003560
homo_sapiens ENSG00000025434
gorilla_gorilla ENSGGOG00000008583
pongo_abelii ENSPPYG00000003309
nomascus_leucogenys ENSNLEG00000014458
rhinopithecus_roxellana ENSRROG00000045605
rhinopithecus_bieti ENSRBIG00000002426
piliocolobus_tephrosceles ENSPTEG00000033507
colobus_angolensis_palliatus ENSCANG00000012994
macaca_mulatta ENSMMUG00000015598
macaca_fascicularis ENSMFAG00000002014
macaca_nemestrina ENSMNEG00000032200
cercocebus_atys ENSCATG00000031838
papio_anubis ENSPANG00000016658
theropithecus_gelada ENSTGEG00000026188
mandrillus_leucophaeus ENSMLEG00000044270
chlorocebus_sabaeus ENSCSAG00000005699
cebus_capucinus_imitator ENSCCAG00000024854
saimiri_boliviensis_boliviensis ENSSBOG00000027982
callithrix_jacchus ENSCJAG00000020019
aotus_nancymaae ENSANAG00000037990
carlito_syrichta ENSTSYG00000001532
prolemur_simus ENSPSMG00000022646
propithecus_coquereli ENSPCOG00000023831
microcebus_murinus ENSMICG00000007066
otolemur_garnettii ENSOGAG00000012410
castor_canadensis ENSCCNG00000019730
dipodomys_ordii ENSDORG00000007747
mus_spicilegus ENSMSIG00000020950
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024866
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002108
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023955
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025392
rattus_norvegicus ENSRNOG00000013172
meriones_unguiculatus ENSMUGG00000018302
peromyscus_maniculatus_bairdii ENSPEMG00000018824
microtus_ochrogaster ENSMOCG00000010671
cricetulus_griseus_crigri_1.0 ENSCGRG00000016392
cricetulus_griseus_crigri-picr ENSCGRG00015015900
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022656
mesocricetus_auratus ENSMAUG00000008657
nannospalax_galili ENSNGAG00000015402
jaculus_jaculus ENSJJAG00000020697
ictidomys_tridecemlineatus ENSSTOG00000007611
spermophilus_dauricus ENSSDAG00000003201
urocitellus_parryii ENSUPAG00010011188
marmota_marmota_marmota ENSMMMG00000014541
chinchilla_lanigera ENSCLAG00000013563
octodon_degus ENSODEG00000016180
cavia_porcellus ENSCPOG00000013362
cavia_aperea ENSCAPG00000017371
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014541
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012648
fukomys_damarensis ENSFDAG00000015057
tupaia_belangeri ENSTBEG00000000492
equus_asinus_asinus ENSEASG00005001479
equus_caballus ENSECAG00000015726
myotis_lucifugus ENSMLUG00000017646
sus_scrofa ENSSSCG00000013241
tursiops_truncatus ENSTTRG00000014149
ovis_aries ENSOARG00000005858
capra_hircus ENSCHIG00000013751
bos_taurus ENSBTAG00000010681
bos_mutus ENSBMUG00000023834
bison_bison_bison ENSBBBG00000013293
vicugna_pacos ENSVPAG00000011840
erinaceus_europaeus ENSEEUG00000003283
pteropus_vampyrus ENSPVAG00000007321
mustela_putorius_furo ENSMPUG00000004787
neovison_vison ENSNVIG00000011492
ursus_americanus ENSUAMG00000002590
ursus_maritimus ENSUMAG00000014293
ailuropoda_melanoleuca ENSAMEG00000007298
canis_lupus_familiaris ENSCAFG00000008824
canis_lupus_dingo ENSCAFG00020022209
vulpes_vulpes ENSVVUG00000026170
panthera_tigris_altaica ENSPTIG00000018538
panthera_pardus ENSPPRG00000002008
felis_catus ENSFCAG00000002528
choloepus_hoffmanni ENSCHOG00000001621
dasypus_novemcinctus ENSDNOG00000011206
loxodonta_africana ENSLAFG00000009267
procavia_capensis ENSPCAG00000016194
echinops_telfairi ENSETEG00000000415
oryctolagus_cuniculus ENSOCUG00000002095
ochotona_princeps ENSOPRG00000009497
sorex_araneus ENSSARG00000002403
phascolarctos_cinereus ENSPCIG00000007281
notamacropus_eugenii ENSMEUG00000012312
sarcophilus_harrisii ENSSHAG00000017152
monodelphis_domestica ENSMODG00000019906
ornithorhynchus_anatinus ENSOANG00000006250
chelonoidis_abingdonii ENSCABG00000001529
gopherus_agassizii ENSGAGG00000015284
chrysemys_picta_bellii ENSCPBG00000015508
pelodiscus_sinensis ENSPSIG00000010360
manacus_vitellinus ENSMVIG00005008908
lepidothrix_coronata ENSLCOG00000012891
taeniopygia_guttata ENSTGUG00000010475
taeniopygia_guttata ENSTGUG00000016341
lonchura_striata_domestica ENSLSDG00000016496
junco_hyemalis ENSJHYG00000010455
zonotrichia_albicollis ENSZALG00000008520
serinus_canaria ENSSCAG00000003301
cyanistes_caeruleus ENSCCEG00000002455
parus_major ENSPMJG00000012279
ficedula_albicollis ENSFALG00000006313
melopsittacus_undulatus ENSMUNG00000015020
calidris_pygmaea ENSCPGG00000001341
calidris_pugnax ENSCPUG00000013487
anser_brachyrhynchus ENSABRG00000004173
anas_platyrhynchos_platyrhynchos ENSAPLG00000010925
meleagris_gallopavo ENSMGAG00000010751
