gopherus_agassizii ENSGAGG00000003086
chelonoidis_abingdonii ENSCABG00000019325
chrysemys_picta_bellii ENSCPBG00000006627
pelodiscus_sinensis ENSPSIG00000015407
crocodylus_porosus ENSCPRG00005001036
anolis_carolinensis ENSACAG00000013391
salvator_merianae ENSSMRG00000018652
notechis_scutatus ENSNSUG00000010884
pogona_vitticeps ENSPVIG00000015621
sphenodon_punctatus ENSSPUG00000015349
anas_platyrhynchos_platyrhynchos ENSAPLG00000015338
anser_brachyrhynchus ENSABRG00000014373
gallus_gallus ENSGALG00000044387
meleagris_gallopavo ENSMGAG00000001068
coturnix_japonica ENSCJPG00005012347
numida_meleagris ENSNMEG00000009741
calidris_pygmaea ENSCPGG00000014473
calidris_pugnax ENSCPUG00000011261
melopsittacus_undulatus ENSMUNG00000010464
taeniopygia_guttata ENSTGUG00000001638
lonchura_striata_domestica ENSLSDG00000013836
junco_hyemalis ENSJHYG00000006134
zonotrichia_albicollis ENSZALG00000016608
serinus_canaria ENSSCAG00000009029
cyanistes_caeruleus ENSCCEG00000014572
parus_major ENSPMJG00000000108
ficedula_albicollis ENSFALG00000009337
lepidothrix_coronata ENSLCOG00000012643
manacus_vitellinus ENSMVIG00005018662
apteryx_owenii ENSAOWG00000009857
apteryx_haastii ENSAHAG00000011459
apteryx_rowi ENSARWG00000013070
dromaius_novaehollandiae ENSDNVG00000006710
nothoprocta_perdicaria ENSNPEG00000003650
homo_sapiens ENSG00000113073
gorilla_gorilla ENSGGOG00000000287
pan_troglodytes ENSPTRG00000017312
pan_paniscus ENSPPAG00000005338
pongo_abelii ENSPPYG00000015853
nomascus_leucogenys ENSNLEG00000009225
macaca_fascicularis ENSMFAG00000033873
macaca_mulatta ENSMMUG00000003723
macaca_nemestrina ENSMNEG00000044652
cercocebus_atys ENSCATG00000022107
mandrillus_leucophaeus ENSMLEG00000000295
theropithecus_gelada ENSTGEG00000024946
papio_anubis ENSPANG00000002472
chlorocebus_sabaeus ENSCSAG00000012893
colobus_angolensis_palliatus ENSCANG00000033185
piliocolobus_tephrosceles ENSPTEG00000029911
rhinopithecus_bieti ENSRBIG00000028276
rhinopithecus_roxellana ENSRROG00000034854
cebus_capucinus_imitator ENSCCAG00000030814
saimiri_boliviensis_boliviensis ENSSBOG00000030693
callithrix_jacchus ENSCJAG00000016762
aotus_nancymaae ENSANAG00000035536
carlito_syrichta ENSTSYG00000001886
propithecus_coquereli ENSPCOG00000027757
prolemur_simus ENSPSMG00000019289
microcebus_murinus ENSMICG00000000352
otolemur_garnettii ENSOGAG00000003589
tupaia_belangeri ENSTBEG00000002352
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014520
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002945
fukomys_damarensis ENSFDAG00000002386
chinchilla_lanigera ENSCLAG00000003623
octodon_degus ENSODEG00000002886
cavia_porcellus ENSCPOG00000010350
cavia_aperea ENSCAPG00000008542
urocitellus_parryii ENSUPAG00010007028
spermophilus_dauricus ENSSDAG00000015647
marmota_marmota_marmota ENSMMMG00000010288
ictidomys_tridecemlineatus ENSSTOG00000001919
castor_canadensis ENSCCNG00000014997
dipodomys_ordii ENSDORG00000012541
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023038
mus_spicilegus ENSMSIG00000029951
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024485
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022126
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018860
rattus_norvegicus ENSRNOG00000018525
meriones_unguiculatus ENSMUGG00000023741
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020810
cricetulus_griseus_crigri-picr ENSCGRG00015003160
cricetulus_griseus_crigri_1.0 ENSCGRG00000011297
mesocricetus_auratus ENSMAUG00000018095
peromyscus_maniculatus_bairdii ENSPEMG00000010356
microtus_ochrogaster ENSMOCG00000001504
nannospalax_galili ENSNGAG00000008987
jaculus_jaculus ENSJJAG00000001802
oryctolagus_cuniculus ENSOCUG00000015920
ochotona_princeps ENSOPRG00000006654
vicugna_pacos ENSVPAG00000002448
sus_scrofa ENSSSCG00000014363
bos_mutus ENSBMUG00000015014
bos_taurus ENSBTAG00000021775
bison_bison_bison ENSBBBG00000002354
ovis_aries ENSOARG00000017624
capra_hircus ENSCHIG00000015915
tursiops_truncatus ENSTTRG00000005572
equus_caballus ENSECAG00000008363
equus_asinus_asinus ENSEASG00005016424
pteropus_vampyrus ENSPVAG00000009695
myotis_lucifugus ENSMLUG00000003111
ursus_americanus ENSUAMG00000023831
ursus_maritimus ENSUMAG00000015246
ailuropoda_melanoleuca ENSAMEG00000011090
neovison_vison ENSNVIG00000013887
mustela_putorius_furo ENSMPUG00000008604
canis_lupus_dingo ENSCAFG00020002964
canis_lupus_familiaris ENSCAFG00000005751
vulpes_vulpes ENSVVUG00000010143
panthera_tigris_altaica ENSPTIG00000020507
panthera_pardus ENSPPRG00000006476
felis_catus ENSFCAG00000001274
erinaceus_europaeus ENSEEUG00000002350
sorex_araneus ENSSARG00000004016
choloepus_hoffmanni ENSCHOG00000007483
dasypus_novemcinctus ENSDNOG00000014958
loxodonta_africana ENSLAFG00000001329
procavia_capensis ENSPCAG00000007548
echinops_telfairi ENSETEG00000013714
phascolarctos_cinereus ENSPCIG00000016088
notamacropus_eugenii ENSMEUG00000006325
monodelphis_domestica ENSMODG00000029385
sarcophilus_harrisii ENSSHAG00000015856
xenopus_tropicalis ENSXETG00000018334
