tetraodon_nigroviridis ENSTNIG00000018853
takifugu_rubripes ENSTRUG00000020881
mola_mola ENSMMOG00000012576
gasterosteus_aculeatus ENSGACG00000012373
labrus_bergylta ENSLBEG00000007191
mastacembelus_armatus ENSMAMG00000004817
monopterus_albus ENSMALG00000018924
anabas_testudineus ENSATEG00000019027
cyprinodon_variegatus ENSCVAG00000014715
fundulus_heteroclitus ENSFHEG00000001244
xiphophorus_maculatus ENSXMAG00000024132
xiphophorus_maculatus ENSXMAG00000029436
xiphophorus_couchianus ENSXCOG00000015305
gambusia_affinis ENSGAFG00000004727
poecilia_formosa ENSPFOG00000017707
poecilia_formosa ENSPFOG00000017648
poecilia_mexicana ENSPMEG00000019162
poecilia_latipinna ENSPLAG00000012939
poecilia_reticulata ENSPREG00000000865
kryptolebias_marmoratus ENSKMAG00000019759
oryzias_latipes_asm223467v1 ENSORLG00000022364
oryzias_latipes_asm223471v1 ENSORLG00020001779
oryzias_latipes_asm223469v1 ENSORLG00015015174
oryzias_melastigma ENSOMEG00000016328
astatotilapia_calliptera ENSACLG00000016033
maylandia_zebra ENSMZEG00005007708
pundamilia_nyererei ENSPNYG00000020663
haplochromis_burtoni ENSHBUG00000013578
neolamprologus_brichardi ENSNBRG00000009528
oreochromis_niloticus ENSONIG00000011005
amphilophus_citrinellus ENSACIG00000020082
amphiprion_ocellaris ENSAOCG00000010172
amphiprion_ocellaris ENSAOCG00000013863
amphiprion_percula ENSAPEG00000008422
acanthochromis_polyacanthus ENSAPOG00000002650
stegastes_partitus ENSSPAG00000015513
seriola_lalandi_dorsalis ENSSLDG00000015020
seriola_lalandi_dorsalis ENSSLDG00000000067
seriola_dumerili ENSSDUG00000022820
scophthalmus_maximus ENSSMAG00000002415
periophthalmus_magnuspinnatus ENSPMGG00000024015
hippocampus_comes ENSHCOG00000013604
esox_lucius ENSELUG00000022183
astyanax_mexicanus ENSAMXG00000019843
pygocentrus_nattereri ENSPNAG00000002864
ictalurus_punctatus ENSIPUG00000005220
danio_rerio ENSDARG00000041750
paramormyrops_kingsleyae ENSPKIG00000022660
scleropages_formosus ENSSFOG00015004345
lepisosteus_oculatus ENSLOCG00000005982
capra_hircus ENSCHIG00000013573
ovis_aries ENSOARG00000001846
bos_taurus ENSBTAG00000020346
bos_mutus ENSBMUG00000012999
tursiops_truncatus ENSTTRG00000002990
sus_scrofa ENSSSCG00000009764
equus_asinus_asinus ENSEASG00005012832
mustela_putorius_furo ENSMPUG00000001443
neovison_vison ENSNVIG00000021538
canis_lupus_dingo ENSCAFG00020014329
vulpes_vulpes ENSVVUG00000027301
canis_lupus_familiaris ENSCAFG00000006996
ailuropoda_melanoleuca ENSAMEG00000015407
ursus_americanus ENSUAMG00000023756
felis_catus ENSFCAG00000011063
panthera_pardus ENSPPRG00000000347
callithrix_jacchus ENSCJAG00000038706
cebus_capucinus_imitator ENSCCAG00000036674
saimiri_boliviensis_boliviensis ENSSBOG00000026152
aotus_nancymaae ENSANAG00000020393
aotus_nancymaae ENSANAG00000025189
pan_paniscus ENSPPAG00000032400
pan_troglodytes ENSPTRG00000005611
homo_sapiens ENSG00000119242
gorilla_gorilla ENSGGOG00000025962
nomascus_leucogenys ENSNLEG00000002325
macaca_mulatta ENSMMUG00000009212
macaca_fascicularis ENSMFAG00000040841
macaca_nemestrina ENSMNEG00000033989
theropithecus_gelada ENSTGEG00000027371
cercocebus_atys ENSCATG00000035552
papio_anubis ENSPANG00000017666
mandrillus_leucophaeus ENSMLEG00000036899
chlorocebus_sabaeus ENSCSAG00000002033
rhinopithecus_roxellana ENSRROG00000036618
rhinopithecus_bieti ENSRBIG00000032240
piliocolobus_tephrosceles ENSPTEG00000004120
colobus_angolensis_palliatus ENSCANG00000002932
otolemur_garnettii ENSOGAG00000008742
erinaceus_europaeus ENSEEUG00000002575
erinaceus_europaeus ENSEEUG00000001675
equus_caballus ENSECAG00000021239
dasypus_novemcinctus ENSDNOG00000037304
choloepus_hoffmanni ENSCHOG00000002176
loxodonta_africana ENSLAFG00000008325
procavia_capensis ENSPCAG00000008547
castor_canadensis ENSCCNG00000000664
dipodomys_ordii ENSDORG00000004635
octodon_degus ENSODEG00000008834
cavia_porcellus ENSCPOG00000032113
chinchilla_lanigera ENSCLAG00000008502
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019395
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011222
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037979
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028758
mus_spicilegus ENSMSIG00000007918
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027760
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024340
rattus_norvegicus ENSRNOG00000021691
meriones_unguiculatus ENSMUGG00000005647
meriones_unguiculatus ENSMUGG00000007552
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010246
cricetulus_griseus_crigri_1.0 ENSCGRG00000017561
cricetulus_griseus_crigri-picr ENSCGRG00015022457
mesocricetus_auratus ENSMAUG00000012168
microtus_ochrogaster ENSMOCG00000009569
peromyscus_maniculatus_bairdii ENSPEMG00000025820
nannospalax_galili ENSNGAG00000006915
jaculus_jaculus ENSJJAG00000010942
ictidomys_tridecemlineatus ENSSTOG00000029219
spermophilus_dauricus ENSSDAG00000020147
marmota_marmota_marmota ENSMMMG00000024476
urocitellus_parryii ENSUPAG00010019003
oryctolagus_cuniculus ENSOCUG00000022368
ochotona_princeps ENSOPRG00000009202
tupaia_belangeri ENSTBEG00000003325
myotis_lucifugus ENSMLUG00000001334
echinops_telfairi ENSETEG00000013999
propithecus_coquereli ENSPCOG00000020887
prolemur_simus ENSPSMG00000013061
microcebus_murinus ENSMICG00000006578
pteropus_vampyrus ENSPVAG00000014767
phascolarctos_cinereus ENSPCIG00000033283
notamacropus_eugenii ENSMEUG00000016421
monodelphis_domestica ENSMODG00000012594
ursus_maritimus ENSUMAG00000002930
panthera_tigris_altaica ENSPTIG00000004786
aotus_nancymaae ENSANAG00000023968
sarcophilus_harrisii ENSSHAG00000016469
sphenodon_punctatus ENSSPUG00000013164
meleagris_gallopavo ENSMGAG00000003072
coturnix_japonica ENSCJPG00005019843
gallus_gallus ENSGALG00000003146
numida_meleagris ENSNMEG00000014368
anas_platyrhynchos_platyrhynchos ENSAPLG00000014106
anser_brachyrhynchus ENSABRG00000008165
calidris_pugnax ENSCPUG00000007738
calidris_pygmaea ENSCPGG00000002979
junco_hyemalis ENSJHYG00000011841
zonotrichia_albicollis ENSZALG00000014680
serinus_canaria ENSSCAG00000009810
cyanistes_caeruleus ENSCCEG00000023495
parus_major ENSPMJG00000001602
lonchura_striata_domestica ENSLSDG00000005597
ficedula_albicollis ENSFALG00000009355
lepidothrix_coronata ENSLCOG00000010327
manacus_vitellinus ENSMVIG00005002903
melopsittacus_undulatus ENSMUNG00000015492
apteryx_haastii ENSAHAG00000011926
apteryx_owenii ENSAOWG00000015357
apteryx_rowi ENSARWG00000003408
dromaius_novaehollandiae ENSDNVG00000016033
nothoprocta_perdicaria ENSNPEG00000011928
crocodylus_porosus ENSCPRG00005018097
gopherus_agassizii ENSGAGG00000015514
chelonoidis_abingdonii ENSCABG00000007647
chrysemys_picta_bellii ENSCPBG00000025944
pelodiscus_sinensis ENSPSIG00000014111
pogona_vitticeps ENSPVIG00000011265
anolis_carolinensis ENSACAG00000015093
notechis_scutatus ENSNSUG00000015536
salvator_merianae ENSSMRG00000018576
taeniopygia_guttata ENSTGUG00000005098
ornithorhynchus_anatinus ENSOANG00000015323
xenopus_tropicalis ENSXETG00000032327
latimeria_chalumnae ENSLACG00000016611
cyanistes_caeruleus ENSCCEG00000021200
parus_major ENSPMJG00000000780
junco_hyemalis ENSJHYG00000011132
lepidothrix_coronata ENSLCOG00000008866
ficedula_albicollis ENSFALG00000004695
taeniopygia_guttata ENSTGUG00000008865
manacus_vitellinus ENSMVIG00005019350
anser_brachyrhynchus ENSABRG00000012944
anas_platyrhynchos_platyrhynchos ENSAPLG00000031174
gallus_gallus ENSGALG00000028283
coturnix_japonica ENSCJPG00005019172
numida_meleagris ENSNMEG00000014108
calidris_pygmaea ENSCPGG00000017228
nothoprocta_perdicaria ENSNPEG00000009078
chelonoidis_abingdonii ENSCABG00000018916
