drosophila_melanogaster FBgn0025366
caenorhabditis_elegans_strain_n2 WBGene00012351
gadus_morhua ENSGMOG00000003212
hippocampus_comes ENSHCOG00000008385
esox_lucius ENSELUG00000003102
pygocentrus_nattereri ENSPNAG00000016263
astyanax_mexicanus ENSAMXG00000033155
ictalurus_punctatus ENSIPUG00000006440
danio_rerio ENSDARG00000007708
poecilia_latipinna ENSPLAG00000014684
poecilia_mexicana ENSPMEG00000005693
poecilia_formosa ENSPFOG00000012512
poecilia_reticulata ENSPREG00000021068
xiphophorus_maculatus ENSXMAG00000000762
xiphophorus_couchianus ENSXCOG00000000646
gambusia_affinis ENSGAFG00000000397
fundulus_heteroclitus ENSFHEG00000000905
cyprinodon_variegatus ENSCVAG00000010074
kryptolebias_marmoratus ENSKMAG00000013244
oryzias_latipes_asm223467v1 ENSORLG00000003379
oryzias_latipes_asm223471v1 ENSORLG00020010974
oryzias_latipes_asm223469v1 ENSORLG00015018068
oryzias_melastigma ENSOMEG00000013689
anabas_testudineus ENSATEG00000010924
tetraodon_nigroviridis ENSTNIG00000013439
takifugu_rubripes ENSTRUG00000025113
cynoglossus_semilaevis ENSCSEG00000013161
monopterus_albus ENSMALG00000010401
mastacembelus_armatus ENSMAMG00000000401
seriola_dumerili ENSSDUG00000021266
seriola_lalandi_dorsalis ENSSLDG00000015100
scophthalmus_maximus ENSSMAG00000010754
labrus_bergylta ENSLBEG00000020299
labrus_bergylta ENSLBEG00000000008
gasterosteus_aculeatus ENSGACG00000015892
mola_mola ENSMMOG00000004755
amphiprion_ocellaris ENSAOCG00000014373
amphiprion_percula ENSAPEG00000000376
acanthochromis_polyacanthus ENSAPOG00000005882
stegastes_partitus ENSSPAG00000005160
stegastes_partitus ENSSPAG00000014137
haplochromis_burtoni ENSHBUG00000010944
astatotilapia_calliptera ENSACLG00000027450
maylandia_zebra ENSMZEG00005004450
pundamilia_nyererei ENSPNYG00000002028
neolamprologus_brichardi ENSNBRG00000009155
oreochromis_niloticus ENSONIG00000011188
amphilophus_citrinellus ENSACIG00000003390
periophthalmus_magnuspinnatus ENSPMGG00000016779
scleropages_formosus ENSSFOG00015016191
paramormyrops_kingsleyae ENSPKIG00000018852
lepisosteus_oculatus ENSLOCG00000005380
lepidothrix_coronata ENSLCOG00000000780
manacus_vitellinus ENSMVIG00005014361
ficedula_albicollis ENSFALG00000010090
zonotrichia_albicollis ENSZALG00000016548
parus_major ENSPMJG00000016164
cyanistes_caeruleus ENSCCEG00000016443
lonchura_striata_domestica ENSLSDG00000014273
taeniopygia_guttata ENSTGUG00000006033
serinus_canaria ENSSCAG00000004842
calidris_pugnax ENSCPUG00000010925
calidris_pugnax ENSCPUG00000010924
calidris_pygmaea ENSCPGG00000000233
melopsittacus_undulatus ENSMUNG00000002751
anser_brachyrhynchus ENSABRG00000000420
anas_platyrhynchos_platyrhynchos ENSAPLG00000007082
apteryx_haastii ENSAHAG00000013389
apteryx_owenii ENSAOWG00000006899
apteryx_rowi ENSARWG00000014228
dromaius_novaehollandiae ENSDNVG00000013231
nothoprocta_perdicaria ENSNPEG00000015988
gallus_gallus ENSGALG00000014942
meleagris_gallopavo ENSMGAG00000005446
coturnix_japonica ENSCJPG00005001870
numida_meleagris ENSNMEG00000008516
crocodylus_porosus ENSCPRG00005000620
pogona_vitticeps ENSPVIG00000010457
notechis_scutatus ENSNSUG00000010546
anolis_carolinensis ENSACAG00000008969
salvator_merianae ENSSMRG00000005871
gopherus_agassizii ENSGAGG00000012348
chelonoidis_abingdonii ENSCABG00000014331
chrysemys_picta_bellii ENSCPBG00000000845
pelodiscus_sinensis ENSPSIG00000012904
sphenodon_punctatus ENSSPUG00000000619
equus_asinus_asinus ENSEASG00005018414
saimiri_boliviensis_boliviensis ENSSBOG00000019071
fukomys_damarensis ENSFDAG00000018467
panthera_pardus ENSPPRG00000003110
panthera_tigris_altaica ENSPTIG00000021404
felis_catus ENSFCAG00000011978
felis_catus ENSFCAG00000025379
canis_lupus_familiaris ENSCAFG00000007385
tursiops_truncatus ENSTTRG00000005219
ursus_americanus ENSUAMG00000003601
equus_caballus ENSECAG00000005528
bos_mutus ENSBMUG00000018033
ovis_aries ENSOARG00000019608
pteropus_vampyrus ENSPVAG00000005396
ursus_maritimus ENSUMAG00000007325
bos_taurus ENSBTAG00000003066
sus_scrofa ENSSSCG00000014075
myotis_lucifugus ENSMLUG00000014464
