coturnix_japonica ENSCJPG00005011940
gallus_gallus ENSGALG00000034344
anser_brachyrhynchus ENSABRG00000014697
anas_platyrhynchos_platyrhynchos ENSAPLG00000006539
crocodylus_porosus ENSCPRG00005016587
notechis_scutatus ENSNSUG00000020346
pogona_vitticeps ENSPVIG00000016350
salvator_merianae ENSSMRG00000015815
monodelphis_domestica ENSMODG00000010468
echinops_telfairi ENSETEG00000011347
lepidothrix_coronata ENSLCOG00000002213
manacus_vitellinus ENSMVIG00005003794
taeniopygia_guttata ENSTGUG00000017322
serinus_canaria ENSSCAG00000015330
parus_major ENSPMJG00000002080
junco_hyemalis ENSJHYG00000000792
ficedula_albicollis ENSFALG00000000283
cyanistes_caeruleus ENSCCEG00000011119
xenopus_tropicalis ENSXETG00000012094
latimeria_chalumnae ENSLACG00000010548
amphiprion_ocellaris ENSAOCG00000005850
amphiprion_percula ENSAPEG00000024550
acanthochromis_polyacanthus ENSAPOG00000013845
stegastes_partitus ENSSPAG00000023460
pundamilia_nyererei ENSPNYG00000014596
maylandia_zebra ENSMZEG00005000711
astatotilapia_calliptera ENSACLG00000024079
haplochromis_burtoni ENSHBUG00000007159
neolamprologus_brichardi ENSNBRG00000007943
oreochromis_niloticus ENSONIG00000013309
amphilophus_citrinellus ENSACIG00000001501
labrus_bergylta ENSLBEG00000001990
labrus_bergylta ENSLBEG00000013927
gasterosteus_aculeatus ENSGACG00000008274
takifugu_rubripes ENSTRUG00000010166
tetraodon_nigroviridis ENSTNIG00000015835
mastacembelus_armatus ENSMAMG00000017168
anabas_testudineus ENSATEG00000011443
monopterus_albus ENSMALG00000012419
mola_mola ENSMMOG00000017152
scophthalmus_maximus ENSSMAG00000016570
cynoglossus_semilaevis ENSCSEG00000011344
seriola_dumerili ENSSDUG00000020221
seriola_lalandi_dorsalis ENSSLDG00000017340
poecilia_formosa ENSPFOG00000010913
poecilia_latipinna ENSPLAG00000008189
poecilia_mexicana ENSPMEG00000009509
poecilia_reticulata ENSPREG00000021326
xiphophorus_maculatus ENSXMAG00000017735
xiphophorus_couchianus ENSXCOG00000000098
gambusia_affinis ENSGAFG00000018483
cyprinodon_variegatus ENSCVAG00000022769
fundulus_heteroclitus ENSFHEG00000000827
kryptolebias_marmoratus ENSKMAG00000018489
oryzias_latipes_asm223471v1 ENSORLG00020016901
oryzias_latipes_asm223467v1 ENSORLG00000006229
oryzias_latipes_asm223469v1 ENSORLG00015005417
oryzias_melastigma ENSOMEG00000001732
hippocampus_comes ENSHCOG00000020109
periophthalmus_magnuspinnatus ENSPMGG00000006260
gadus_morhua ENSGMOG00000012153
esox_lucius ENSELUG00000014848
pygocentrus_nattereri ENSPNAG00000019432
astyanax_mexicanus ENSAMXG00000009018
ictalurus_punctatus ENSIPUG00000020776
danio_rerio ENSDARG00000098646
paramormyrops_kingsleyae ENSPKIG00000001917
scleropages_formosus ENSSFOG00015019212
lepisosteus_oculatus ENSLOCG00000015377
eptatretus_burgeri ENSEBUG00000012976
