apteryx_rowi ENSARWG00000018141
apteryx_haastii ENSAHAG00000017361
apteryx_owenii ENSAOWG00000003637
dromaius_novaehollandiae ENSDNVG00000001436
nothoprocta_perdicaria ENSNPEG00000012566
calidris_pugnax ENSCPUG00000005108
calidris_pygmaea ENSCPGG00000000123
taeniopygia_guttata ENSTGUG00000003760
ficedula_albicollis ENSFALG00000010368
lonchura_striata_domestica ENSLSDG00000001367
anser_brachyrhynchus ENSABRG00000021445
anas_platyrhynchos_platyrhynchos ENSAPLG00000007186
meleagris_gallopavo ENSMGAG00000007649
gallus_gallus ENSGALG00000043775
numida_meleagris ENSNMEG00000001444
meleagris_gallopavo ENSMGAG00000002606
numida_meleagris ENSNMEG00000014855
coturnix_japonica ENSCJPG00005019963
crocodylus_porosus ENSCPRG00005004445
gopherus_agassizii ENSGAGG00000001039
chelonoidis_abingdonii ENSCABG00000015045
chrysemys_picta_bellii ENSCPBG00000013582
pelodiscus_sinensis ENSPSIG00000006330
anolis_carolinensis ENSACAG00000014979
pogona_vitticeps ENSPVIG00000024328
salvator_merianae ENSSMRG00000000422
notechis_scutatus ENSNSUG00000000982
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008298
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007839
fukomys_damarensis ENSFDAG00000001680
cavia_porcellus ENSCPOG00000006002
cavia_aperea ENSCAPG00000017306
chinchilla_lanigera ENSCLAG00000001881
octodon_degus ENSODEG00000003613
urocitellus_parryii ENSUPAG00010003042
spermophilus_dauricus ENSSDAG00000013441
ictidomys_tridecemlineatus ENSSTOG00000000974
marmota_marmota_marmota ENSMMMG00000022694
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022469
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021110
mus_spicilegus ENSMSIG00000027208
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020214
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020217
rattus_norvegicus ENSRNOG00000059961
meriones_unguiculatus ENSMUGG00000002150
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008173
cricetulus_griseus_crigri-picr ENSCGRG00015003807
cricetulus_griseus_crigri_1.0 ENSCGRG00000003288
mesocricetus_auratus ENSMAUG00000018637
microtus_ochrogaster ENSMOCG00000002335
peromyscus_maniculatus_bairdii ENSPEMG00000013140
nannospalax_galili ENSNGAG00000021251
dipodomys_ordii ENSDORG00000016264
castor_canadensis ENSCCNG00000014102
loxodonta_africana ENSLAFG00000014781
procavia_capensis ENSPCAG00000002168
jaculus_jaculus ENSJJAG00000019771
sorex_araneus ENSSARG00000011432
prolemur_simus ENSPSMG00000008231
microcebus_murinus ENSMICG00000008955
propithecus_coquereli ENSPCOG00000014176
otolemur_garnettii ENSOGAG00000005462
tupaia_belangeri ENSTBEG00000016907
pan_troglodytes ENSPTRG00000004866
