gasterosteus_aculeatus ENSGACG00000014366
mola_mola ENSMMOG00000020887
cynoglossus_semilaevis ENSCSEG00000021188
hippocampus_comes ENSHCOG00000016316
seriola_dumerili ENSSDUG00000013129
seriola_lalandi_dorsalis ENSSLDG00000021843
scophthalmus_maximus ENSSMAG00000015448
monopterus_albus ENSMALG00000009853
mastacembelus_armatus ENSMAMG00000015381
anabas_testudineus ENSATEG00000009092
amphiprion_ocellaris ENSAOCG00000001893
amphiprion_percula ENSAPEG00000005694
acanthochromis_polyacanthus ENSAPOG00000020749
stegastes_partitus ENSSPAG00000002159
fundulus_heteroclitus ENSFHEG00000022117
cyprinodon_variegatus ENSCVAG00000000185
xiphophorus_maculatus ENSXMAG00000026487
xiphophorus_couchianus ENSXCOG00000007791
gambusia_affinis ENSGAFG00000013912
poecilia_formosa ENSPFOG00000013803
poecilia_latipinna ENSPLAG00000012892
poecilia_mexicana ENSPMEG00000018793
poecilia_reticulata ENSPREG00000000910
kryptolebias_marmoratus ENSKMAG00000020996
oryzias_latipes_asm223467v1 ENSORLG00000012651
oryzias_latipes_asm223471v1 ENSORLG00020006356
oryzias_latipes_asm223469v1 ENSORLG00015001421
oryzias_melastigma ENSOMEG00000014250
astatotilapia_calliptera ENSACLG00000021550
maylandia_zebra ENSMZEG00005014349
pundamilia_nyererei ENSPNYG00000020072
haplochromis_burtoni ENSHBUG00000012017
neolamprologus_brichardi ENSNBRG00000019262
oreochromis_niloticus ENSONIG00000009046
amphilophus_citrinellus ENSACIG00000003824
labrus_bergylta ENSLBEG00000010598
takifugu_rubripes ENSTRUG00000003987
tetraodon_nigroviridis ENSTNIG00000017611
periophthalmus_magnuspinnatus ENSPMGG00000020402
gadus_morhua ENSGMOG00000004696
esox_lucius ENSELUG00000012433
pygocentrus_nattereri ENSPNAG00000022161
astyanax_mexicanus ENSAMXG00000014153
ictalurus_punctatus ENSIPUG00000002656
danio_rerio ENSDARG00000055900
paramormyrops_kingsleyae ENSPKIG00000010734
scleropages_formosus ENSSFOG00015021227
lepisosteus_oculatus ENSLOCG00000002938
lepidothrix_coronata ENSLCOG00000000635
manacus_vitellinus ENSMVIG00005012071
junco_hyemalis ENSJHYG00000007951
zonotrichia_albicollis ENSZALG00000008031
serinus_canaria ENSSCAG00000001001
taeniopygia_guttata ENSTGUG00000007862
lonchura_striata_domestica ENSLSDG00000012575
ficedula_albicollis ENSFALG00000005058
parus_major ENSPMJG00000019567
cyanistes_caeruleus ENSCCEG00000015779
melopsittacus_undulatus ENSMUNG00000010927
calidris_pygmaea ENSCPGG00000014327
calidris_pugnax ENSCPUG00000011981
coturnix_japonica ENSCJPG00005009766
meleagris_gallopavo ENSMGAG00000010341
gallus_gallus ENSGALG00000010221
numida_meleagris ENSNMEG00000021441
anser_brachyrhynchus ENSABRG00000017186
anas_platyrhynchos_platyrhynchos ENSAPLG00000009826
apteryx_haastii ENSAHAG00000009397
apteryx_rowi ENSARWG00000000303
apteryx_owenii ENSAOWG00000009378
dromaius_novaehollandiae ENSDNVG00000009484
nothoprocta_perdicaria ENSNPEG00000014560
pelodiscus_sinensis ENSPSIG00000010140
crocodylus_porosus ENSCPRG00005017762
gopherus_agassizii ENSGAGG00000020596
chelonoidis_abingdonii ENSCABG00000004801
chrysemys_picta_bellii ENSCPBG00000005247
sphenodon_punctatus ENSSPUG00000003492
latimeria_chalumnae ENSLACG00000001978
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003616
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005893
fukomys_damarensis ENSFDAG00000008497
cavia_porcellus ENSCPOG00000012994
cavia_aperea ENSCAPG00000008862
octodon_degus ENSODEG00000009184
chinchilla_lanigera ENSCLAG00000006121
urocitellus_parryii ENSUPAG00010020849
ictidomys_tridecemlineatus ENSSTOG00000006525
spermophilus_dauricus ENSSDAG00000023590
marmota_marmota_marmota ENSMMMG00000019335
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027317
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033948
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026345
mus_spicilegus ENSMSIG00000013877
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028677
rattus_norvegicus ENSRNOG00000018160
meriones_unguiculatus ENSMUGG00000023243
microtus_ochrogaster ENSMOCG00000001830
peromyscus_maniculatus_bairdii ENSPEMG00000023604
cricetulus_griseus_crigri-picr ENSCGRG00015025128
cricetulus_griseus_crigri_1.0 ENSCGRG00000002834
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013266
mesocricetus_auratus ENSMAUG00000014810
nannospalax_galili ENSNGAG00000012102
nannospalax_galili ENSNGAG00000003329
jaculus_jaculus ENSJJAG00000019970
