eptatretus_burgeri ENSEBUG00000003812
petromyzon_marinus ENSPMAG00000003316
chelonoidis_abingdonii ENSCABG00000021491
gopherus_agassizii ENSGAGG00000021688
chrysemys_picta_bellii ENSCPBG00000023765
pelodiscus_sinensis ENSPSIG00000003586
anolis_carolinensis ENSACAG00000026480
pogona_vitticeps ENSPVIG00000023321
notechis_scutatus ENSNSUG00000008360
salvator_merianae ENSSMRG00000021177
phascolarctos_cinereus ENSPCIG00000017717
notamacropus_eugenii ENSMEUG00000001770
sarcophilus_harrisii ENSSHAG00000006454
macaca_mulatta ENSMMUG00000031160
oryctolagus_cuniculus ENSOCUG00000027998
dasypus_novemcinctus ENSDNOG00000003348
procavia_capensis ENSPCAG00000013903
ornithorhynchus_anatinus ENSOANG00000009528
tupaia_belangeri ENSTBEG00000013297
ochotona_princeps ENSOPRG00000002476
ovis_aries ENSOARG00000010068
ornithorhynchus_anatinus ENSOANG00000012960
calidris_pugnax ENSCPUG00000002217
cricetulus_griseus_crigri_1.0 ENSCGRG00000000497
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016026
cricetulus_griseus_crigri-picr ENSCGRG00015013491
mesocricetus_auratus ENSMAUG00000014384
microtus_ochrogaster ENSMOCG00000020547
peromyscus_maniculatus_bairdii ENSPEMG00000014539
mus_spicilegus ENSMSIG00000030097
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023516
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024947
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022605
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014099
rattus_norvegicus ENSRNOG00000021054
meriones_unguiculatus ENSMUGG00000019972
nannospalax_galili ENSNGAG00000021243
jaculus_jaculus ENSJJAG00000018841
urocitellus_parryii ENSUPAG00010010886
ictidomys_tridecemlineatus ENSSTOG00000026456
marmota_marmota_marmota ENSMMMG00000009029
spermophilus_dauricus ENSSDAG00000007718
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013690
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011304
fukomys_damarensis ENSFDAG00000009665
octodon_degus ENSODEG00000016424
chinchilla_lanigera ENSCLAG00000014829
cavia_aperea ENSCAPG00000014886
cavia_porcellus ENSCPOG00000001464
castor_canadensis ENSCCNG00000025048
dipodomys_ordii ENSDORG00000011691
pan_troglodytes ENSPTRG00000003848
pan_paniscus ENSPPAG00000027099
homo_sapiens ENSG00000133895
gorilla_gorilla ENSGGOG00000002975
pongo_abelii ENSPPYG00000003095
nomascus_leucogenys ENSNLEG00000005335
macaca_nemestrina ENSMNEG00000033532
macaca_fascicularis ENSMFAG00000037342
theropithecus_gelada ENSTGEG00000010811
papio_anubis ENSPANG00000004747
cercocebus_atys ENSCATG00000015333
mandrillus_leucophaeus ENSMLEG00000035087
chlorocebus_sabaeus ENSCSAG00000007380
piliocolobus_tephrosceles ENSPTEG00000022128
colobus_angolensis_palliatus ENSCANG00000005177
rhinopithecus_bieti ENSRBIG00000030960
rhinopithecus_roxellana ENSRROG00000036527
carlito_syrichta ENSTSYG00000030576
otolemur_garnettii ENSOGAG00000032402
aotus_nancymaae ENSANAG00000034600
cebus_capucinus_imitator ENSCCAG00000020889
saimiri_boliviensis_boliviensis ENSSBOG00000027408
callithrix_jacchus ENSCJAG00000002716
aotus_nancymaae ENSANAG00000023387
prolemur_simus ENSPSMG00000001519
propithecus_coquereli ENSPCOG00000021007
microcebus_murinus ENSMICG00000001218
bison_bison_bison ENSBBBG00000019863
bos_taurus ENSBTAG00000002095
capra_hircus ENSCHIG00000013584
tursiops_truncatus ENSTTRG00000008874
sus_scrofa ENSSSCG00000013019
ursus_americanus ENSUAMG00000012050
ursus_maritimus ENSUMAG00000007830
ailuropoda_melanoleuca ENSAMEG00000017814
canis_lupus_familiaris ENSCAFG00000014185
canis_lupus_dingo ENSCAFG00020014394
vulpes_vulpes ENSVVUG00000027580
neovison_vison ENSNVIG00000018173
mustela_putorius_furo ENSMPUG00000012509
panthera_pardus ENSPPRG00000007848
panthera_tigris_altaica ENSPTIG00000005535
felis_catus ENSFCAG00000012236
equus_caballus ENSECAG00000008076
equus_asinus_asinus ENSEASG00005018258
myotis_lucifugus ENSMLUG00000015249
pteropus_vampyrus ENSPVAG00000007887
loxodonta_africana ENSLAFG00000031374
echinops_telfairi ENSETEG00000012832
ovis_aries ENSOARG00000010102
ornithorhynchus_anatinus ENSOANG00000028693
lepidothrix_coronata ENSLCOG00000013946
xenopus_tropicalis ENSXETG00000008433
poecilia_formosa ENSPFOG00000012951
poecilia_mexicana ENSPMEG00000005934
poecilia_latipinna ENSPLAG00000018332
poecilia_reticulata ENSPREG00000003897
gambusia_affinis ENSGAFG00000019298
xiphophorus_maculatus ENSXMAG00000007961
cyprinodon_variegatus ENSCVAG00000014577
fundulus_heteroclitus ENSFHEG00000022874
kryptolebias_marmoratus ENSKMAG00000006307
oryzias_latipes_asm223471v1 ENSORLG00020012267
oryzias_latipes_asm223467v1 ENSORLG00000011655
oryzias_latipes_asm223469v1 ENSORLG00015013477
oryzias_melastigma ENSOMEG00000005347
cynoglossus_semilaevis ENSCSEG00000014453
takifugu_rubripes ENSTRUG00000013106
tetraodon_nigroviridis ENSTNIG00000004823
labrus_bergylta ENSLBEG00000019512
monopterus_albus ENSMALG00000020605
mastacembelus_armatus ENSMAMG00000001712
anabas_testudineus ENSATEG00000002073
mola_mola ENSMMOG00000020491
amphiprion_percula ENSAPEG00000009154
amphiprion_ocellaris ENSAOCG00000010790
acanthochromis_polyacanthus ENSAPOG00000012417
stegastes_partitus ENSSPAG00000018866
