gasterosteus_aculeatus ENSGACG00000011978
gadus_morhua ENSGMOG00000011839
tetraodon_nigroviridis ENSTNIG00000009842
tetraodon_nigroviridis ENSTNIG00000009841
takifugu_rubripes ENSTRUG00000011025
mola_mola ENSMMOG00000006912
cynoglossus_semilaevis ENSCSEG00000000951
oryzias_latipes_asm223471v1 ENSORLG00020017895
oryzias_latipes_asm223469v1 ENSORLG00015003946
oryzias_latipes_asm223467v1 ENSORLG00000002562
oryzias_melastigma ENSOMEG00000022982
scophthalmus_maximus ENSSMAG00000006498
amphiprion_ocellaris ENSAOCG00000005762
amphiprion_percula ENSAPEG00000023607
acanthochromis_polyacanthus ENSAPOG00000005245
stegastes_partitus ENSSPAG00000009007
fundulus_heteroclitus ENSFHEG00000000256
cyprinodon_variegatus ENSCVAG00000000800
poecilia_mexicana ENSPMEG00000007330
poecilia_latipinna ENSPLAG00000019645
poecilia_reticulata ENSPREG00000021321
poecilia_formosa ENSPFOG00000002281
xiphophorus_maculatus ENSXMAG00000005611
gambusia_affinis ENSGAFG00000012408
kryptolebias_marmoratus ENSKMAG00000015630
haplochromis_burtoni ENSHBUG00000018080
astatotilapia_calliptera ENSACLG00000026697
pundamilia_nyererei ENSPNYG00000008205
neolamprologus_brichardi ENSNBRG00000010267
oreochromis_niloticus ENSONIG00000001281
maylandia_zebra ENSMZEG00005027328
amphilophus_citrinellus ENSACIG00000013008
labrus_bergylta ENSLBEG00000006024
seriola_dumerili ENSSDUG00000020579
seriola_lalandi_dorsalis ENSSLDG00000008033
anabas_testudineus ENSATEG00000013475
monopterus_albus ENSMALG00000021559
mastacembelus_armatus ENSMAMG00000022226
hippocampus_comes ENSHCOG00000014911
periophthalmus_magnuspinnatus ENSPMGG00000019465
esox_lucius ENSELUG00000014117
pygocentrus_nattereri ENSPNAG00000025894
astyanax_mexicanus ENSAMXG00000029465
ictalurus_punctatus ENSIPUG00000013044
danio_rerio ENSDARG00000043643
scleropages_formosus ENSSFOG00015011508
paramormyrops_kingsleyae ENSPKIG00000004032
lepisosteus_oculatus ENSLOCG00000016075
lepidothrix_coronata ENSLCOG00000013423
manacus_vitellinus ENSMVIG00005018504
junco_hyemalis ENSJHYG00000002019
zonotrichia_albicollis ENSZALG00000012424
serinus_canaria ENSSCAG00000000669
lonchura_striata_domestica ENSLSDG00000016391
taeniopygia_guttata ENSTGUG00000002228
ficedula_albicollis ENSFALG00000013591
parus_major ENSPMJG00000002565
cyanistes_caeruleus ENSCCEG00000012887
melopsittacus_undulatus ENSMUNG00000006793
anser_brachyrhynchus ENSABRG00000007490
anas_platyrhynchos_platyrhynchos ENSAPLG00000006773
gallus_gallus ENSGALG00000040348
meleagris_gallopavo ENSMGAG00000004927
coturnix_japonica ENSCJPG00005011795
numida_meleagris ENSNMEG00000003147
calidris_pygmaea ENSCPGG00000000890
calidris_pugnax ENSCPUG00000002918
apteryx_haastii ENSAHAG00000011858
apteryx_rowi ENSARWG00000006032
apteryx_owenii ENSAOWG00000007529
dromaius_novaehollandiae ENSDNVG00000014954
nothoprocta_perdicaria ENSNPEG00000016064
crocodylus_porosus ENSCPRG00005013126
chelonoidis_abingdonii ENSCABG00000009568
gopherus_agassizii ENSGAGG00000008499
chrysemys_picta_bellii ENSCPBG00000009627
pelodiscus_sinensis ENSPSIG00000013180
pogona_vitticeps ENSPVIG00000001629
anolis_carolinensis ENSACAG00000005744
notechis_scutatus ENSNSUG00000019094
salvator_merianae ENSSMRG00000005524
sphenodon_punctatus ENSSPUG00000013010
chinchilla_lanigera ENSCLAG00000007561
octodon_degus ENSODEG00000012259
cavia_porcellus ENSCPOG00000002001
cavia_aperea ENSCAPG00000006484
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012216
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007334
fukomys_damarensis ENSFDAG00000006458
ictidomys_tridecemlineatus ENSSTOG00000020225
urocitellus_parryii ENSUPAG00010011097
spermophilus_dauricus ENSSDAG00000014471
marmota_marmota_marmota ENSMMMG00000006363
castor_canadensis ENSCCNG00000010368
dipodomys_ordii ENSDORG00000002628
mus_spicilegus ENSMSIG00000031874
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016970
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042302
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016127
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016763
rattus_norvegicus ENSRNOG00000008917
meriones_unguiculatus ENSMUGG00000025683
meriones_unguiculatus ENSMUGG00000025218
peromyscus_maniculatus_bairdii ENSPEMG00000014061
microtus_ochrogaster ENSMOCG00000007287
cricetulus_griseus_crigri_1.0 ENSCGRG00000007973
cricetulus_griseus_crigri-picr ENSCGRG00015027720
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022633
mesocricetus_auratus ENSMAUG00000000935
nannospalax_galili ENSNGAG00000022543
jaculus_jaculus ENSJJAG00000023917
oryctolagus_cuniculus ENSOCUG00000013563
ochotona_princeps ENSOPRG00000013096
tupaia_belangeri ENSTBEG00000013762
saimiri_boliviensis_boliviensis ENSSBOG00000027993
cebus_capucinus_imitator ENSCCAG00000022934
callithrix_jacchus ENSCJAG00000008586
aotus_nancymaae ENSANAG00000022884
pan_troglodytes ENSPTRG00000011969
pan_paniscus ENSPPAG00000043965
homo_sapiens ENSG00000115504
gorilla_gorilla ENSGGOG00000034917
pongo_abelii ENSPPYG00000012377
nomascus_leucogenys ENSNLEG00000009764
piliocolobus_tephrosceles ENSPTEG00000022765
colobus_angolensis_palliatus ENSCANG00000001616
rhinopithecus_roxellana ENSRROG00000030374
rhinopithecus_bieti ENSRBIG00000044571
macaca_fascicularis ENSMFAG00000043351
macaca_nemestrina ENSMNEG00000043070
macaca_mulatta ENSMMUG00000016668
mandrillus_leucophaeus ENSMLEG00000031553
cercocebus_atys ENSCATG00000030805
theropithecus_gelada ENSTGEG00000009030
papio_anubis ENSPANG00000016912
chlorocebus_sabaeus ENSCSAG00000014669
carlito_syrichta ENSTSYG00000003022
propithecus_coquereli ENSPCOG00000013807
microcebus_murinus ENSMICG00000011224
prolemur_simus ENSPSMG00000004151
otolemur_garnettii ENSOGAG00000005236
ailuropoda_melanoleuca ENSAMEG00000005488
ursus_maritimus ENSUMAG00000020940
mustela_putorius_furo ENSMPUG00000005877
neovison_vison ENSNVIG00000011813
canis_lupus_familiaris ENSCAFG00000003106
canis_lupus_dingo ENSCAFG00020026924
vulpes_vulpes ENSVVUG00000012144
panthera_tigris_altaica ENSPTIG00000005411
panthera_pardus ENSPPRG00000024840
felis_catus ENSFCAG00000026831
equus_caballus ENSECAG00000009318
equus_asinus_asinus ENSEASG00005007241
bos_mutus ENSBMUG00000001885
bos_taurus ENSBTAG00000044173
bison_bison_bison ENSBBBG00000016143
capra_hircus ENSCHIG00000013762
ovis_aries ENSOARG00000020108
tursiops_truncatus ENSTTRG00000005269
sus_scrofa ENSSSCG00000008372
vicugna_pacos ENSVPAG00000012472
erinaceus_europaeus ENSEEUG00000005651
sorex_araneus ENSSARG00000005211
pteropus_vampyrus ENSPVAG00000005184
myotis_lucifugus ENSMLUG00000002314
procavia_capensis ENSPCAG00000000205
echinops_telfairi ENSETEG00000000431
choloepus_hoffmanni ENSCHOG00000009281
dasypus_novemcinctus ENSDNOG00000004996
phascolarctos_cinereus ENSPCIG00000005257
notamacropus_eugenii ENSMEUG00000015823
sarcophilus_harrisii ENSSHAG00000011490
monodelphis_domestica ENSMODG00000002986
ornithorhynchus_anatinus ENSOANG00000012423
xenopus_tropicalis ENSXETG00000013029
latimeria_chalumnae ENSLACG00000017240
latimeria_chalumnae ENSLACG00000006608
xenopus_tropicalis ENSXETG00000008426
amphilophus_citrinellus ENSACIG00000020997
oreochromis_niloticus ENSONIG00000008565
danio_rerio ENSDARG00000079895
petromyzon_marinus ENSPMAG00000008052
eptatretus_burgeri ENSEBUG00000007435
