propithecus_coquereli ENSPCOG00000025359
microcebus_murinus ENSMICG00000042095
pan_troglodytes ENSPTRG00000023879
pan_troglodytes ENSPTRG00000051242
pan_paniscus ENSPPAG00000040493
homo_sapiens ENSG00000186838
pongo_abelii ENSPPYG00000009971
nomascus_leucogenys ENSNLEG00000014286
rhinopithecus_roxellana ENSRROG00000028526
rhinopithecus_bieti ENSRBIG00000043989
colobus_angolensis_palliatus ENSCANG00000029865
macaca_fascicularis ENSMFAG00000045277
macaca_nemestrina ENSMNEG00000043816
macaca_mulatta ENSMMUG00000046473
papio_anubis ENSPANG00000013634
cercocebus_atys ENSCATG00000031802
mandrillus_leucophaeus ENSMLEG00000039732
chlorocebus_sabaeus ENSCSAG00000003807
saimiri_boliviensis_boliviensis ENSSBOG00000024601
cebus_capucinus_imitator ENSCCAG00000005905
callithrix_jacchus ENSCJAG00000042836
aotus_nancymaae ENSANAG00000024587
mesocricetus_auratus ENSMAUG00000018915
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023778
microtus_ochrogaster ENSMOCG00000000321
peromyscus_maniculatus_bairdii ENSPEMG00000019100
rattus_norvegicus ENSRNOG00000051208
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046750
fukomys_damarensis ENSFDAG00000006380
ochotona_princeps ENSOPRG00000015677
pteropus_vampyrus ENSPVAG00000008683
myotis_lucifugus ENSMLUG00000013910
ovis_aries ENSOARG00000006288
capra_hircus ENSCHIG00000018741
bos_taurus ENSBTAG00000010501
sus_scrofa ENSSSCG00000002986
mustela_putorius_furo ENSMPUG00000017718
neovison_vison ENSNVIG00000010783
canis_lupus_familiaris ENSCAFG00000005439
panthera_tigris_altaica ENSPTIG00000012692
procavia_capensis ENSPCAG00000011249
dasypus_novemcinctus ENSDNOG00000036030
