sarcophilus_harrisii ENSSHAG00000002711
phascolarctos_cinereus ENSPCIG00000014964
notamacropus_eugenii ENSMEUG00000002431
ursus_maritimus ENSUMAG00000013574
ursus_americanus ENSUAMG00000027020
ailuropoda_melanoleuca ENSAMEG00000014364
neovison_vison ENSNVIG00000021495
mustela_putorius_furo ENSMPUG00000010682
canis_lupus_dingo ENSCAFG00020026542
canis_lupus_familiaris ENSCAFG00000008007
vulpes_vulpes ENSVVUG00000023813
panthera_tigris_altaica ENSPTIG00000017110
panthera_pardus ENSPPRG00000004133
felis_catus ENSFCAG00000028858
equus_asinus_asinus ENSEASG00005013609
equus_caballus ENSECAG00000015263
pteropus_vampyrus ENSPVAG00000008868
sorex_araneus ENSSARG00000001701
bos_mutus ENSBMUG00000015388
bison_bison_bison ENSBBBG00000005793
ovis_aries ENSOARG00000016465
capra_hircus ENSCHIG00000023285
tursiops_truncatus ENSTTRG00000007409
sus_scrofa ENSSSCG00000012004
vicugna_pacos ENSVPAG00000000672
bos_taurus ENSBTAG00000048954
bos_taurus ENSBTAG00000038512
erinaceus_europaeus ENSEEUG00000008651
myotis_lucifugus ENSMLUG00000001495
castor_canadensis ENSCCNG00000020406
dipodomys_ordii ENSDORG00000000795
cricetulus_griseus_crigri_1.0 ENSCGRG00000014574
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004574
cricetulus_griseus_crigri-picr ENSCGRG00015003630
peromyscus_maniculatus_bairdii ENSPEMG00000008953
microtus_ochrogaster ENSMOCG00000021917
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021779
mus_spicilegus ENSMSIG00000023149
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032948
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020873
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016577
rattus_norvegicus ENSRNOG00000033441
nannospalax_galili ENSNGAG00000023951
jaculus_jaculus ENSJJAG00000012150
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008134
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016407
fukomys_damarensis ENSFDAG00000010374
chinchilla_lanigera ENSCLAG00000005197
octodon_degus ENSODEG00000003255
cavia_porcellus ENSCPOG00000039776
cavia_aperea ENSCAPG00000006795
urocitellus_parryii ENSUPAG00010019411
ictidomys_tridecemlineatus ENSSTOG00000013743
spermophilus_dauricus ENSSDAG00000013082
marmota_marmota_marmota ENSMMMG00000016868
oryctolagus_cuniculus ENSOCUG00000013984
ochotona_princeps ENSOPRG00000000642
tupaia_belangeri ENSTBEG00000002708
pan_paniscus ENSPPAG00000043581
pan_troglodytes ENSPTRG00000013785
homo_sapiens ENSG00000188992
gorilla_gorilla ENSGGOG00000039156
pongo_abelii ENSPPYG00000011284
nomascus_leucogenys ENSNLEG00000001718
piliocolobus_tephrosceles ENSPTEG00000008906
colobus_angolensis_palliatus ENSCANG00000034542
rhinopithecus_roxellana ENSRROG00000030402
rhinopithecus_bieti ENSRBIG00000040926
macaca_fascicularis ENSMFAG00000002370
macaca_mulatta ENSMMUG00000037492
macaca_nemestrina ENSMNEG00000036280
cercocebus_atys ENSCATG00000036872
mandrillus_leucophaeus ENSMLEG00000033387
theropithecus_gelada ENSTGEG00000001687
chlorocebus_sabaeus ENSCSAG00000008733
papio_anubis ENSPANG00000024218
saimiri_boliviensis_boliviensis ENSSBOG00000018995
callithrix_jacchus ENSCJAG00000003201
cebus_capucinus_imitator ENSCCAG00000029135
aotus_nancymaae ENSANAG00000035595
carlito_syrichta ENSTSYG00000003847
prolemur_simus ENSPSMG00000013658
microcebus_murinus ENSMICG00000004142
prolemur_simus ENSPSMG00000002578
otolemur_garnettii ENSOGAG00000005758
choloepus_hoffmanni ENSCHOG00000013139
dasypus_novemcinctus ENSDNOG00000012638
loxodonta_africana ENSLAFG00000015559
procavia_capensis ENSPCAG00000007556
echinops_telfairi ENSETEG00000007580
