takifugu_rubripes ENSTRUG00000006843
tetraodon_nigroviridis ENSTNIG00000003742
mola_mola ENSMMOG00000008548
gasterosteus_aculeatus ENSGACG00000006552
labrus_bergylta ENSLBEG00000021681
seriola_lalandi_dorsalis ENSSLDG00000019799
seriola_dumerili ENSSDUG00000014889
scophthalmus_maximus ENSSMAG00000003857
fundulus_heteroclitus ENSFHEG00000000773
cyprinodon_variegatus ENSCVAG00000008587
xiphophorus_maculatus ENSXMAG00000013842
xiphophorus_couchianus ENSXCOG00000016236
gambusia_affinis ENSGAFG00000000199
poecilia_latipinna ENSPLAG00000004518
poecilia_reticulata ENSPREG00000011180
poecilia_mexicana ENSPMEG00000010040
poecilia_formosa ENSPFOG00000016644
kryptolebias_marmoratus ENSKMAG00000019844
oryzias_latipes_asm223469v1 ENSORLG00015006445
oryzias_latipes_asm223471v1 ENSORLG00020022659
oryzias_latipes_asm223467v1 ENSORLG00000005170
oryzias_melastigma ENSOMEG00000013974
amphiprion_ocellaris ENSAOCG00000000852
amphiprion_percula ENSAPEG00000015350
acanthochromis_polyacanthus ENSAPOG00000019526
stegastes_partitus ENSSPAG00000017452
mastacembelus_armatus ENSMAMG00000024028
monopterus_albus ENSMALG00000018587
anabas_testudineus ENSATEG00000024185
astatotilapia_calliptera ENSACLG00000016662
maylandia_zebra ENSMZEG00005001714
haplochromis_burtoni ENSHBUG00000005402
pundamilia_nyererei ENSPNYG00000008224
neolamprologus_brichardi ENSNBRG00000009277
oreochromis_niloticus ENSONIG00000007117
amphilophus_citrinellus ENSACIG00000014143
cynoglossus_semilaevis ENSCSEG00000003913
hippocampus_comes ENSHCOG00000000925
periophthalmus_magnuspinnatus ENSPMGG00000007988
gadus_morhua ENSGMOG00000005407
esox_lucius ENSELUG00000003956
pygocentrus_nattereri ENSPNAG00000012551
astyanax_mexicanus ENSAMXG00000012569
ictalurus_punctatus ENSIPUG00000000096
danio_rerio ENSDARG00000074646
scleropages_formosus ENSSFOG00015003545
paramormyrops_kingsleyae ENSPKIG00000020385
lepisosteus_oculatus ENSLOCG00000008808
anolis_carolinensis ENSACAG00000000648
pogona_vitticeps ENSPVIG00000010730
notechis_scutatus ENSNSUG00000010227
salvator_merianae ENSSMRG00000015527
sphenodon_punctatus ENSSPUG00000014801
phascolarctos_cinereus ENSPCIG00000012782
notamacropus_eugenii ENSMEUG00000003835
sarcophilus_harrisii ENSSHAG00000018320
monodelphis_domestica ENSMODG00000001523
loxodonta_africana ENSLAFG00000011253
procavia_capensis ENSPCAG00000001796
echinops_telfairi ENSETEG00000005743
choloepus_hoffmanni ENSCHOG00000000613
dasypus_novemcinctus ENSDNOG00000001714
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019579
mus_spicilegus ENSMSIG00000017303
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049538
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018695
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015776
rattus_norvegicus ENSRNOG00000016812
meriones_unguiculatus ENSMUGG00000013981
cricetulus_griseus_crigri_1.0 ENSCGRG00000012205
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024673
cricetulus_griseus_crigri-picr ENSCGRG00015008053
mesocricetus_auratus ENSMAUG00000014925
peromyscus_maniculatus_bairdii ENSPEMG00000001407
microtus_ochrogaster ENSMOCG00000006653
nannospalax_galili ENSNGAG00000022318
jaculus_jaculus ENSJJAG00000019243
dipodomys_ordii ENSDORG00000013854
chinchilla_lanigera ENSCLAG00000011357
octodon_degus ENSODEG00000018405
cavia_aperea ENSCAPG00000006477
cavia_porcellus ENSCPOG00000009819
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007184
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011518
fukomys_damarensis ENSFDAG00000008302
urocitellus_parryii ENSUPAG00010016298
marmota_marmota_marmota ENSMMMG00000016445
ictidomys_tridecemlineatus ENSSTOG00000004197
spermophilus_dauricus ENSSDAG00000004100
oryctolagus_cuniculus ENSOCUG00000009507
ochotona_princeps ENSOPRG00000013210
tupaia_belangeri ENSTBEG00000011327
pan_troglodytes ENSPTRG00000016710
pan_paniscus ENSPPAG00000041798
homo_sapiens ENSG00000145536
gorilla_gorilla ENSGGOG00000014865
pongo_abelii ENSPPYG00000015328
nomascus_leucogenys ENSNLEG00000011241
theropithecus_gelada ENSTGEG00000000895
papio_anubis ENSPANG00000014911
mandrillus_leucophaeus ENSMLEG00000034561
cercocebus_atys ENSCATG00000010955
macaca_mulatta ENSMMUG00000019205
macaca_fascicularis ENSMFAG00000000579
macaca_nemestrina ENSMNEG00000038384
chlorocebus_sabaeus ENSCSAG00000017347
piliocolobus_tephrosceles ENSPTEG00000021194
colobus_angolensis_palliatus ENSCANG00000028546
rhinopithecus_roxellana ENSRROG00000030301
rhinopithecus_bieti ENSRBIG00000028346
cebus_capucinus_imitator ENSCCAG00000027839
saimiri_boliviensis_boliviensis ENSSBOG00000031786
callithrix_jacchus ENSCJAG00000008588
aotus_nancymaae ENSANAG00000025438
carlito_syrichta ENSTSYG00000004013
prolemur_simus ENSPSMG00000009836
propithecus_coquereli ENSPCOG00000015056
microcebus_murinus ENSMICG00000010718
otolemur_garnettii ENSOGAG00000013842
ailuropoda_melanoleuca ENSAMEG00000005402
ailuropoda_melanoleuca ENSAMEG00000005393
ursus_americanus ENSUAMG00000023549
ursus_maritimus ENSUMAG00000021427
mustela_putorius_furo ENSMPUG00000007606
neovison_vison ENSNVIG00000000104
canis_lupus_dingo ENSCAFG00020022881
canis_lupus_familiaris ENSCAFG00000010395
vulpes_vulpes ENSVVUG00000022388
panthera_pardus ENSPPRG00000023920
panthera_tigris_altaica ENSPTIG00000013544
felis_catus ENSFCAG00000003777
equus_caballus ENSECAG00000000787
equus_asinus_asinus ENSEASG00005018564
bos_taurus ENSBTAG00000018460
bos_mutus ENSBMUG00000019575
bison_bison_bison ENSBBBG00000004110
capra_hircus ENSCHIG00000010517
ovis_aries ENSOARG00000015446
tursiops_truncatus ENSTTRG00000007261
sus_scrofa ENSSSCG00000017109
vicugna_pacos ENSVPAG00000002070
myotis_lucifugus ENSMLUG00000016787
pteropus_vampyrus ENSPVAG00000015091
ornithorhynchus_anatinus ENSOANG00000001750
xenopus_tropicalis ENSXETG00000019022
eptatretus_burgeri ENSEBUG00000003862
petromyzon_marinus ENSPMAG00000008801
eptatretus_burgeri ENSEBUG00000012338
eptatretus_burgeri ENSEBUG00000010098
petromyzon_marinus ENSPMAG00000001460
