ursus_maritimus ENSUMAG00000017868
ailuropoda_melanoleuca ENSAMEG00000011011
canis_lupus_dingo ENSCAFG00020007573
canis_lupus_familiaris ENSCAFG00000031595
vulpes_vulpes ENSVVUG00000015675
panthera_tigris_altaica ENSPTIG00000011766
panthera_pardus ENSPPRG00000022454
ursus_americanus ENSUAMG00000006342
felis_catus ENSFCAG00000003266
myotis_lucifugus ENSMLUG00000010597
pteropus_vampyrus ENSPVAG00000007473
bos_mutus ENSBMUG00000007725
bos_taurus ENSBTAG00000018600
neovison_vison ENSNVIG00000017554
mustela_putorius_furo ENSMPUG00000017174
equus_asinus_asinus ENSEASG00005014301
equus_caballus ENSECAG00000039947
capra_hircus ENSCHIG00000019976
ovis_aries ENSOARG00000012867
bison_bison_bison ENSBBBG00000012100
sus_scrofa ENSSSCG00000030581
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030315
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029774
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028746
mus_spicilegus ENSMSIG00000031930
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022497
rattus_norvegicus ENSRNOG00000007822
meriones_unguiculatus ENSMUGG00000004500
cricetulus_griseus_crigri-picr ENSCGRG00015002485
cricetulus_griseus_crigri_1.0 ENSCGRG00000005756
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001705
mesocricetus_auratus ENSMAUG00000011159
peromyscus_maniculatus_bairdii ENSPEMG00000026845
microtus_ochrogaster ENSMOCG00000012297
nannospalax_galili ENSNGAG00000013946
jaculus_jaculus ENSJJAG00000017532
cavia_porcellus ENSCPOG00000007715
cavia_aperea ENSCAPG00000014133
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002369
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001384
octodon_degus ENSODEG00000002124
octodon_degus ENSODEG00000002218
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019511
chinchilla_lanigera ENSCLAG00000011019
castor_canadensis ENSCCNG00000011492
dipodomys_ordii ENSDORG00000004378
urocitellus_parryii ENSUPAG00010023024
ictidomys_tridecemlineatus ENSSTOG00000025247
spermophilus_dauricus ENSSDAG00000024042
marmota_marmota_marmota ENSMMMG00000010304
ochotona_princeps ENSOPRG00000000361
ochotona_princeps ENSOPRG00000008722
oryctolagus_cuniculus ENSOCUG00000001911
pan_paniscus ENSPPAG00000035709
pan_troglodytes ENSPTRG00000014626
homo_sapiens ENSG00000144560
gorilla_gorilla ENSGGOG00000003500
pongo_abelii ENSPPYG00000013652
nomascus_leucogenys ENSNLEG00000004535
macaca_nemestrina ENSMNEG00000039421
macaca_mulatta ENSMMUG00000021806
macaca_fascicularis ENSMFAG00000009745
theropithecus_gelada ENSTGEG00000016774
papio_anubis ENSPANG00000024761
mandrillus_leucophaeus ENSMLEG00000040172
cercocebus_atys ENSCATG00000041543
chlorocebus_sabaeus ENSCSAG00000009873
rhinopithecus_bieti ENSRBIG00000030685
rhinopithecus_roxellana ENSRROG00000032842
piliocolobus_tephrosceles ENSPTEG00000037798
colobus_angolensis_palliatus ENSCANG00000029686
saimiri_boliviensis_boliviensis ENSSBOG00000026167
cebus_capucinus_imitator ENSCCAG00000032615
callithrix_jacchus ENSCJAG00000040992
aotus_nancymaae ENSANAG00000038129
carlito_syrichta ENSTSYG00000001216
prolemur_simus ENSPSMG00000000320
microcebus_murinus ENSMICG00000016559
propithecus_coquereli ENSPCOG00000016845
otolemur_garnettii ENSOGAG00000016184
fukomys_damarensis ENSFDAG00000000718
erinaceus_europaeus ENSEEUG00000003426
echinops_telfairi ENSETEG00000013136
tursiops_truncatus ENSTTRG00000016561
loxodonta_africana ENSLAFG00000017133
procavia_capensis ENSPCAG00000009890
dasypus_novemcinctus ENSDNOG00000001301
pogona_vitticeps ENSPVIG00000008332
zonotrichia_albicollis ENSZALG00000013192
phascolarctos_cinereus ENSPCIG00000011097
sarcophilus_harrisii ENSSHAG00000018702
ornithorhynchus_anatinus ENSOANG00000014429
notamacropus_eugenii ENSMEUG00000001144
monodelphis_domestica ENSMODG00000006145
salvator_merianae ENSSMRG00000019572
paramormyrops_kingsleyae ENSPKIG00000017317
scleropages_formosus ENSSFOG00015013775
cyprinodon_variegatus ENSCVAG00000012712
fundulus_heteroclitus ENSFHEG00000003072
poecilia_formosa ENSPFOG00000016081
