notamacropus_eugenii ENSMEUG00000003599
phascolarctos_cinereus ENSPCIG00000007225
ursus_maritimus ENSUMAG00000005108
ursus_americanus ENSUAMG00000016975
neovison_vison ENSNVIG00000008785
pteropus_vampyrus ENSPVAG00000014869
equus_asinus_asinus ENSEASG00005003808
equus_caballus ENSECAG00000025147
bos_mutus ENSBMUG00000002469
bos_taurus ENSBTAG00000004345
bison_bison_bison ENSBBBG00000005331
capra_hircus ENSCHIG00000018716
pan_paniscus ENSPPAG00000029072
pan_troglodytes ENSPTRG00000018239
gorilla_gorilla ENSGGOG00000007628
homo_sapiens ENSG00000112818
nomascus_leucogenys ENSNLEG00000004415
pongo_abelii ENSPPYG00000016673
chlorocebus_sabaeus ENSCSAG00000012602
papio_anubis ENSPANG00000005760
cercocebus_atys ENSCATG00000043696
theropithecus_gelada ENSTGEG00000029696
mandrillus_leucophaeus ENSMLEG00000038732
macaca_fascicularis ENSMFAG00000034108
macaca_nemestrina ENSMNEG00000042484
macaca_mulatta ENSMMUG00000023000
piliocolobus_tephrosceles ENSPTEG00000010750
colobus_angolensis_palliatus ENSCANG00000036522
carlito_syrichta ENSTSYG00000009584
propithecus_coquereli ENSPCOG00000014912
prolemur_simus ENSPSMG00000019358
microcebus_murinus ENSMICG00000017757
choloepus_hoffmanni ENSCHOG00000003074
dasypus_novemcinctus ENSDNOG00000009710
procavia_capensis ENSPCAG00000002967
xenopus_tropicalis ENSXETG00000016338
