pelodiscus_sinensis ENSPSIG00000002691
scleropages_formosus ENSSFOG00015009609
gopherus_agassizii ENSGAGG00000000352
chelonoidis_abingdonii ENSCABG00000011670
chrysemys_picta_bellii ENSCPBG00000006592
crocodylus_porosus ENSCPRG00005003553
lepidothrix_coronata ENSLCOG00000011525
manacus_vitellinus ENSMVIG00005004945
lonchura_striata_domestica ENSLSDG00000007257
taeniopygia_guttata ENSTGUG00000002410
junco_hyemalis ENSJHYG00000015316
zonotrichia_albicollis ENSZALG00000005158
serinus_canaria ENSSCAG00000007549
ficedula_albicollis ENSFALG00000000297
parus_major ENSPMJG00000000991
cyanistes_caeruleus ENSCCEG00000021689
calidris_pygmaea ENSCPGG00000011515
calidris_pugnax ENSCPUG00000014632
anser_brachyrhynchus ENSABRG00000009164
anas_platyrhynchos_platyrhynchos ENSAPLG00000014851
gallus_gallus ENSGALG00000017414
meleagris_gallopavo ENSMGAG00000002274
coturnix_japonica ENSCJPG00005004757
meleagris_gallopavo ENSMGAG00000010064
numida_meleagris ENSNMEG00000007201
apteryx_haastii ENSAHAG00000013585
apteryx_rowi ENSARWG00000015319
apteryx_owenii ENSAOWG00000009538
dromaius_novaehollandiae ENSDNVG00000000462
nothoprocta_perdicaria ENSNPEG00000002720
melopsittacus_undulatus ENSMUNG00000016346
pogona_vitticeps ENSPVIG00000016625
anolis_carolinensis ENSACAG00000017889
notechis_scutatus ENSNSUG00000012750
salvator_merianae ENSSMRG00000002811
sphenodon_punctatus ENSSPUG00000013455
seriola_dumerili ENSSDUG00000001059
seriola_lalandi_dorsalis ENSSLDG00000011768
scophthalmus_maximus ENSSMAG00000006134
maylandia_zebra ENSMZEG00005008391
astatotilapia_calliptera ENSACLG00000019071
haplochromis_burtoni ENSHBUG00000019714
pundamilia_nyererei ENSPNYG00000002908
neolamprologus_brichardi ENSNBRG00000023053
oreochromis_niloticus ENSONIG00000018803
amphilophus_citrinellus ENSACIG00000008093
mastacembelus_armatus ENSMAMG00000010941
monopterus_albus ENSMALG00000004706
anabas_testudineus ENSATEG00000020387
gasterosteus_aculeatus ENSGACG00000018328
labrus_bergylta ENSLBEG00000008780
takifugu_rubripes ENSTRUG00000000583
tetraodon_nigroviridis ENSTNIG00000004863
mola_mola ENSMMOG00000007730
amphiprion_percula ENSAPEG00000021206
amphiprion_ocellaris ENSAOCG00000021215
acanthochromis_polyacanthus ENSAPOG00000010772
stegastes_partitus ENSSPAG00000018367
cynoglossus_semilaevis ENSCSEG00000016113
hippocampus_comes ENSHCOG00000015466
cyprinodon_variegatus ENSCVAG00000019461
fundulus_heteroclitus ENSFHEG00000001780
xiphophorus_maculatus ENSXMAG00000000209
gambusia_affinis ENSGAFG00000011304
poecilia_formosa ENSPFOG00000003394
poecilia_mexicana ENSPMEG00000009199
poecilia_latipinna ENSPLAG00000010523
poecilia_reticulata ENSPREG00000000452
kryptolebias_marmoratus ENSKMAG00000020020
oryzias_latipes_asm223471v1 ENSORLG00020004222
oryzias_latipes_asm223469v1 ENSORLG00015002732
oryzias_latipes_asm223467v1 ENSORLG00000012542
oryzias_melastigma ENSOMEG00000011864
periophthalmus_magnuspinnatus ENSPMGG00000016309
gadus_morhua ENSGMOG00000019511
esox_lucius ENSELUG00000009933
pygocentrus_nattereri ENSPNAG00000002016
astyanax_mexicanus ENSAMXG00000018337
ictalurus_punctatus ENSIPUG00000012370
danio_rerio ENSDARG00000070787
monopterus_albus ENSMALG00000003404
scophthalmus_maximus ENSSMAG00000015596
takifugu_rubripes ENSTRUG00000013363
tetraodon_nigroviridis ENSTNIG00000010216
mola_mola ENSMMOG00000009705
gasterosteus_aculeatus ENSGACG00000000333
hippocampus_comes ENSHCOG00000016768
anabas_testudineus ENSATEG00000007523
mastacembelus_armatus ENSMAMG00000003098
seriola_dumerili ENSSDUG00000016568
seriola_lalandi_dorsalis ENSSLDG00000009281
amphiprion_ocellaris ENSAOCG00000015433
amphiprion_percula ENSAPEG00000010556
acanthochromis_polyacanthus ENSAPOG00000009803
stegastes_partitus ENSSPAG00000009872
maylandia_zebra ENSMZEG00005008633
haplochromis_burtoni ENSHBUG00000013709
pundamilia_nyererei ENSPNYG00000002372
astatotilapia_calliptera ENSACLG00000011730
neolamprologus_brichardi ENSNBRG00000010893
oreochromis_niloticus ENSONIG00000010944
amphilophus_citrinellus ENSACIG00000005216
labrus_bergylta ENSLBEG00000003603
periophthalmus_magnuspinnatus ENSPMGG00000001218
esox_lucius ENSELUG00000015284
pygocentrus_nattereri ENSPNAG00000021735
astyanax_mexicanus ENSAMXG00000005521
ictalurus_punctatus ENSIPUG00000013765
danio_rerio ENSDARG00000059067
scleropages_formosus ENSSFOG00015002774
scleropages_formosus ENSSFOG00015009583
paramormyrops_kingsleyae ENSPKIG00000023110
lepisosteus_oculatus ENSLOCG00000013664
latimeria_chalumnae ENSLACG00000005538
ornithorhynchus_anatinus ENSOANG00000031440
ornithorhynchus_anatinus ENSOANG00000029013
gadus_morhua ENSGMOG00000019390
xenopus_tropicalis ENSXETG00000006970
castor_canadensis ENSCCNG00000025340
dipodomys_ordii ENSDORG00000001104
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001552
mus_spicilegus ENSMSIG00000001000
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018012
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017169
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018299
rattus_norvegicus ENSRNOG00000015380
meriones_unguiculatus ENSMUGG00000017529
cricetulus_griseus_crigri_1.0 ENSCGRG00000016984
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005618
cricetulus_griseus_crigri-picr ENSCGRG00015003489
mesocricetus_auratus ENSMAUG00000015872
peromyscus_maniculatus_bairdii ENSPEMG00000011596
microtus_ochrogaster ENSMOCG00000013988
nannospalax_galili ENSNGAG00000000170
jaculus_jaculus ENSJJAG00000021441
urocitellus_parryii ENSUPAG00010009167
ictidomys_tridecemlineatus ENSSTOG00000005910
