oryzias_latipes_asm223469v1 ENSORLG00015002388
oryzias_melastigma ENSOMEG00000023989
astyanax_mexicanus ENSAMXG00000035203
scleropages_formosus ENSSFOG00015000041
scleropages_formosus ENSSFOG00015018491
scleropages_formosus ENSSFOG00015009840
astyanax_mexicanus ENSAMXG00000034228
seriola_lalandi_dorsalis ENSSLDG00000012549
astyanax_mexicanus ENSAMXG00000039541
astatotilapia_calliptera ENSACLG00000020851
maylandia_zebra ENSMZEG00005018493
tetraodon_nigroviridis ENSTNIG00000000569
astyanax_mexicanus ENSAMXG00000030324
saccharomyces_cerevisiae_strain_s288c Q0050
saccharomyces_cerevisiae_strain_s288c Q0055
