ursus_maritimus ENSUMAG00000009199
ursus_americanus ENSUAMG00000021836
ailuropoda_melanoleuca ENSAMEG00000019705
neovison_vison ENSNVIG00000013383
canis_lupus_familiaris ENSCAFG00000024274
canis_lupus_dingo ENSCAFG00020014396
vulpes_vulpes ENSVVUG00000009043
panthera_tigris_altaica ENSPTIG00000004152
panthera_pardus ENSPPRG00000020093
felis_catus ENSFCAG00000022584
pteropus_vampyrus ENSPVAG00000011554
equus_asinus_asinus ENSEASG00005010205
equus_caballus ENSECAG00000001701
bos_mutus ENSBMUG00000012148
bos_taurus ENSBTAG00000051780
bison_bison_bison ENSBBBG00000010867
ovis_aries ENSOARG00000019726
capra_hircus ENSCHIG00000010784
sus_scrofa ENSSSCG00000002131
vicugna_pacos ENSVPAG00000011237
sorex_araneus ENSSARG00000002253
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068407
mus_spicilegus ENSMSIG00000019611
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020107
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019215
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030238
rattus_norvegicus ENSRNOG00000042612
meriones_unguiculatus ENSMUGG00000015956
peromyscus_maniculatus_bairdii ENSPEMG00000017671
microtus_ochrogaster ENSMOCG00000005030
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004196
cricetulus_griseus_crigri_1.0 ENSCGRG00000013983
cricetulus_griseus_crigri-picr ENSCGRG00015002996
spermophilus_dauricus ENSSDAG00000009574
marmota_marmota_marmota ENSMMMG00000000946
urocitellus_parryii ENSUPAG00010007955
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020028
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019975
fukomys_damarensis ENSFDAG00000006472
cavia_porcellus ENSCPOG00000014342
cavia_aperea ENSCAPG00000005587
chinchilla_lanigera ENSCLAG00000000701
castor_canadensis ENSCCNG00000016217
ochotona_princeps ENSOPRG00000017090
ochotona_princeps ENSOPRG00000003868
tupaia_belangeri ENSTBEG00000015895
prolemur_simus ENSPSMG00000000306
microcebus_murinus ENSMICG00000016904
otolemur_garnettii ENSOGAG00000002027
pan_paniscus ENSPPAG00000032974
pan_troglodytes ENSPTRG00000030807
homo_sapiens ENSG00000258436
nomascus_leucogenys ENSNLEG00000018863
macaca_fascicularis ENSMFAG00000023010
chlorocebus_sabaeus ENSCSAG00000000350
mandrillus_leucophaeus ENSMLEG00000016582
theropithecus_gelada ENSTGEG00000014885
papio_anubis ENSPANG00000018895
piliocolobus_tephrosceles ENSPTEG00000014959
callithrix_jacchus ENSCJAG00000023229
choloepus_hoffmanni ENSCHOG00000013367
dasypus_novemcinctus ENSDNOG00000025129
loxodonta_africana ENSLAFG00000013370
procavia_capensis ENSPCAG00000001984
sarcophilus_harrisii ENSSHAG00000001481
monodelphis_domestica ENSMODG00000024493
