fundulus_heteroclitus ENSFHEG00000002615
amphilophus_citrinellus ENSACIG00000023011
seriola_lalandi_dorsalis ENSSLDG00000019826
seriola_dumerili ENSSDUG00000013864
amphiprion_percula ENSAPEG00000013323
periophthalmus_magnuspinnatus ENSPMGG00000023360
astyanax_mexicanus ENSAMXG00000042090
stegastes_partitus ENSSPAG00000011495
acanthochromis_polyacanthus ENSAPOG00000000368
amphilophus_citrinellus ENSACIG00000003840
mola_mola ENSMMOG00000001899
poecilia_latipinna ENSPLAG00000018002
poecilia_mexicana ENSPMEG00000006600
xiphophorus_couchianus ENSXCOG00000013615
cynoglossus_semilaevis ENSCSEG00000008411
ursus_americanus ENSUAMG00000005708
cebus_capucinus_imitator ENSCCAG00000029000
oryctolagus_cuniculus ENSOCUG00000021972
junco_hyemalis ENSJHYG00000003225
taeniopygia_guttata ENSTGUG00000002517
calidris_pugnax ENSCPUG00000014941
nothoprocta_perdicaria ENSNPEG00000015719
