myotis_lucifugus ENSMLUG00000001105
pteropus_vampyrus ENSPVAG00000011829
ailuropoda_melanoleuca ENSAMEG00000006278
ursus_maritimus ENSUMAG00000021767
canis_lupus_dingo ENSCAFG00020011944
vulpes_vulpes ENSVVUG00000002028
neovison_vison ENSNVIG00000021584
panthera_pardus ENSPPRG00000001840
panthera_tigris_altaica ENSPTIG00000018472
felis_catus ENSFCAG00000044128
bos_mutus ENSBMUG00000002094
bos_taurus ENSBTAG00000054255
bison_bison_bison ENSBBBG00000006618
capra_hircus ENSCHIG00000014361
sus_scrofa ENSSSCG00000032245
vicugna_pacos ENSVPAG00000009954
castor_canadensis ENSCCNG00000007193
marmota_marmota_marmota ENSMMMG00000012222
pan_troglodytes ENSPTRG00000031031
homo_sapiens ENSG00000205882
gorilla_gorilla ENSGGOG00000037413
pongo_abelii ENSPPYG00000019006
nomascus_leucogenys ENSNLEG00000015095
rhinopithecus_bieti ENSRBIG00000037368
rhinopithecus_roxellana ENSRROG00000034308
colobus_angolensis_palliatus ENSCANG00000024647
mandrillus_leucophaeus ENSMLEG00000035441
chlorocebus_sabaeus ENSCSAG00000016957
cercocebus_atys ENSCATG00000037853
macaca_mulatta ENSMMUG00000029035
macaca_fascicularis ENSMFAG00000037985
macaca_nemestrina ENSMNEG00000032604
theropithecus_gelada ENSTGEG00000015024
papio_anubis ENSPANG00000019817
piliocolobus_tephrosceles ENSPTEG00000031957
cebus_capucinus_imitator ENSCCAG00000036841
saimiri_boliviensis_boliviensis ENSSBOG00000019672
callithrix_jacchus ENSCJAG00000003946
carlito_syrichta ENSTSYG00000008718
propithecus_coquereli ENSPCOG00000020788
microcebus_murinus ENSMICG00000044548
prolemur_simus ENSPSMG00000011991
choloepus_hoffmanni ENSCHOG00000006793
dasypus_novemcinctus ENSDNOG00000019223
echinops_telfairi ENSETEG00000015944
