mastacembelus_armatus ENSMAMG00000020343
monopterus_albus ENSMALG00000015401
anabas_testudineus ENSATEG00000023809
seriola_dumerili ENSSDUG00000013393
seriola_lalandi_dorsalis ENSSLDG00000017418
scophthalmus_maximus ENSSMAG00000001532
takifugu_rubripes ENSTRUG00000006644
tetraodon_nigroviridis ENSTNIG00000003157
mola_mola ENSMMOG00000020663
labrus_bergylta ENSLBEG00000027323
gasterosteus_aculeatus ENSGACG00000015258
amphiprion_ocellaris ENSAOCG00000020623
amphiprion_percula ENSAPEG00000018388
acanthochromis_polyacanthus ENSAPOG00000012653
stegastes_partitus ENSSPAG00000006435
pundamilia_nyererei ENSPNYG00000022818
astatotilapia_calliptera ENSACLG00000003017
maylandia_zebra ENSMZEG00005006755
haplochromis_burtoni ENSHBUG00000017609
neolamprologus_brichardi ENSNBRG00000023815
amphilophus_citrinellus ENSACIG00000010318
poecilia_formosa ENSPFOG00000013032
poecilia_latipinna ENSPLAG00000004193
poecilia_mexicana ENSPMEG00000016502
poecilia_reticulata ENSPREG00000004213
xiphophorus_maculatus ENSXMAG00000014756
xiphophorus_couchianus ENSXCOG00000016972
gambusia_affinis ENSGAFG00000010754
fundulus_heteroclitus ENSFHEG00000003544
cyprinodon_variegatus ENSCVAG00000020347
kryptolebias_marmoratus ENSKMAG00000016638
oryzias_latipes_asm223467v1 ENSORLG00000029204
oryzias_latipes_asm223471v1 ENSORLG00020016168
oryzias_latipes_asm223469v1 ENSORLG00015014094
oryzias_melastigma ENSOMEG00000015063
periophthalmus_magnuspinnatus ENSPMGG00000019362
cynoglossus_semilaevis ENSCSEG00000002894
gadus_morhua ENSGMOG00000009304
esox_lucius ENSELUG00000024537
pygocentrus_nattereri ENSPNAG00000008783
astyanax_mexicanus ENSAMXG00000011664
ictalurus_punctatus ENSIPUG00000009673
danio_rerio ENSDARG00000053474
paramormyrops_kingsleyae ENSPKIG00000017597
scleropages_formosus ENSSFOG00015001048
lepisosteus_oculatus ENSLOCG00000011381
eptatretus_burgeri ENSEBUG00000003181
drosophila_melanogaster FBgn0031401
