astyanax_mexicanus ENSAMXG00000010585
pygocentrus_nattereri ENSPNAG00000029716
ictalurus_punctatus ENSIPUG00000010660
oryzias_latipes_asm223471v1 ENSORLG00020015700
oryzias_latipes_asm223467v1 ENSORLG00000023639
oryzias_latipes_asm223469v1 ENSORLG00015008421
oryzias_melastigma ENSOMEG00000014422
tetraodon_nigroviridis ENSTNIG00000014010
cynoglossus_semilaevis ENSCSEG00000013938
mola_mola ENSMMOG00000006755
labrus_bergylta ENSLBEG00000009707
monopterus_albus ENSMALG00000011329
mastacembelus_armatus ENSMAMG00000004777
seriola_dumerili ENSSDUG00000006658
seriola_lalandi_dorsalis ENSSLDG00000013555
anabas_testudineus ENSATEG00000010264
scophthalmus_maximus ENSSMAG00000017019
poecilia_formosa ENSPFOG00000009875
poecilia_formosa ENSPFOG00000019560
poecilia_latipinna ENSPLAG00000012528
poecilia_mexicana ENSPMEG00000009508
poecilia_reticulata ENSPREG00000007785
xiphophorus_maculatus ENSXMAG00000026347
xiphophorus_couchianus ENSXCOG00000010752
gambusia_affinis ENSGAFG00000005935
fundulus_heteroclitus ENSFHEG00000019408
cyprinodon_variegatus ENSCVAG00000006402
amphilophus_citrinellus ENSACIG00000018276
maylandia_zebra ENSMZEG00005001061
haplochromis_burtoni ENSHBUG00000009993
astatotilapia_calliptera ENSACLG00000005194
pundamilia_nyererei ENSPNYG00000011656
neolamprologus_brichardi ENSNBRG00000008324
oreochromis_niloticus ENSONIG00000006289
kryptolebias_marmoratus ENSKMAG00000015896
amphiprion_ocellaris ENSAOCG00000004868
amphiprion_percula ENSAPEG00000020933
acanthochromis_polyacanthus ENSAPOG00000022077
stegastes_partitus ENSSPAG00000004243
periophthalmus_magnuspinnatus ENSPMGG00000009913
gadus_morhua ENSGMOG00000002058
esox_lucius ENSELUG00000006560
danio_rerio ENSDARG00000053460
paramormyrops_kingsleyae ENSPKIG00000007284
scleropages_formosus ENSSFOG00015002938
latimeria_chalumnae ENSLACG00000012653
