pteropus_vampyrus ENSPVAG00000015170
myotis_lucifugus ENSMLUG00000016555
ursus_maritimus ENSUMAG00000018318
ursus_americanus ENSUAMG00000015517
ailuropoda_melanoleuca ENSAMEG00000017706
neovison_vison ENSNVIG00000017886
canis_lupus_dingo ENSCAFG00020014298
vulpes_vulpes ENSVVUG00000024604
canis_lupus_familiaris ENSCAFG00000000855
panthera_tigris_altaica ENSPTIG00000017805
panthera_pardus ENSPPRG00000008173
felis_catus ENSFCAG00000013321
bos_taurus ENSBTAG00000031235
bos_mutus ENSBMUG00000014557
bison_bison_bison ENSBBBG00000025482
ovis_aries ENSOARG00000015033
capra_hircus ENSCHIG00000001692
tursiops_truncatus ENSTTRG00000002598
vicugna_pacos ENSVPAG00000003840
sus_scrofa ENSSSCG00000014278
equus_asinus_asinus ENSEASG00005017855
equus_caballus ENSECAG00000016648
erinaceus_europaeus ENSEEUG00000012943
sorex_araneus ENSSARG00000011779
castor_canadensis ENSCCNG00000018370
dipodomys_ordii ENSDORG00000015848
mus_spicilegus ENSMSIG00000017660
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017189
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036117
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016345
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017479
rattus_norvegicus ENSRNOG00000008111
meriones_unguiculatus ENSMUGG00000018446
peromyscus_maniculatus_bairdii ENSPEMG00000008086
microtus_ochrogaster ENSMOCG00000019607
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023655
cricetulus_griseus_crigri-picr ENSCGRG00015023996
cricetulus_griseus_crigri_1.0 ENSCGRG00000017929
mesocricetus_auratus ENSMAUG00000009715
nannospalax_galili ENSNGAG00000011328
jaculus_jaculus ENSJJAG00000023833
cavia_aperea ENSCAPG00000014412
cavia_porcellus ENSCPOG00000004840
chinchilla_lanigera ENSCLAG00000016772
octodon_degus ENSODEG00000009022
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006519
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009201
fukomys_damarensis ENSFDAG00000008028
urocitellus_parryii ENSUPAG00010016087
ictidomys_tridecemlineatus ENSSTOG00000009588
marmota_marmota_marmota ENSMMMG00000015863
spermophilus_dauricus ENSSDAG00000020495
oryctolagus_cuniculus ENSOCUG00000004171
ochotona_princeps ENSOPRG00000011726
pan_troglodytes ENSPTRG00000045848
pan_troglodytes ENSPTRG00000017217
pan_paniscus ENSPPAG00000043508
homo_sapiens ENSG00000113525
gorilla_gorilla ENSGGOG00000011581
pongo_abelii ENSPPYG00000015763
nomascus_leucogenys ENSNLEG00000012731
rhinopithecus_roxellana ENSRROG00000025726
rhinopithecus_bieti ENSRBIG00000044196
colobus_angolensis_palliatus ENSCANG00000040275
piliocolobus_tephrosceles ENSPTEG00000001501
macaca_fascicularis ENSMFAG00000040346
macaca_mulatta ENSMMUG00000048509
macaca_nemestrina ENSMNEG00000009020
cercocebus_atys ENSCATG00000032308
mandrillus_leucophaeus ENSMLEG00000029971
chlorocebus_sabaeus ENSCSAG00000013804
papio_anubis ENSPANG00000018674
theropithecus_gelada ENSTGEG00000018909
cebus_capucinus_imitator ENSCCAG00000036340
callithrix_jacchus ENSCJAG00000013034
saimiri_boliviensis_boliviensis ENSSBOG00000026418
aotus_nancymaae ENSANAG00000037582
carlito_syrichta ENSTSYG00000010509
microcebus_murinus ENSMICG00000032694
propithecus_coquereli ENSPCOG00000014609
prolemur_simus ENSPSMG00000023088
otolemur_garnettii ENSOGAG00000015494
choloepus_hoffmanni ENSCHOG00000005729
loxodonta_africana ENSLAFG00000009763
echinops_telfairi ENSETEG00000007039
phascolarctos_cinereus ENSPCIG00000000474
notamacropus_eugenii ENSMEUG00000004920
sarcophilus_harrisii ENSSHAG00000010719
monodelphis_domestica ENSMODG00000013956
