tetraodon_nigroviridis ENSTNIG00000007605
takifugu_rubripes ENSTRUG00000007664
oryzias_latipes_asm223467v1 ENSORLG00000022839
oryzias_latipes_asm223471v1 ENSORLG00020013412
oryzias_latipes_asm223469v1 ENSORLG00015020606
oryzias_melastigma ENSOMEG00000009187
pundamilia_nyererei ENSPNYG00000022136
astatotilapia_calliptera ENSACLG00000002061
haplochromis_burtoni ENSHBUG00000010633
maylandia_zebra ENSMZEG00005025134
maylandia_zebra ENSMZEG00005024979
oreochromis_niloticus ENSONIG00000017849
amphilophus_citrinellus ENSACIG00000017574
poecilia_formosa ENSPFOG00000019038
poecilia_latipinna ENSPLAG00000002438
poecilia_mexicana ENSPMEG00000000520
poecilia_reticulata ENSPREG00000003284
gambusia_affinis ENSGAFG00000022037
xiphophorus_maculatus ENSXMAG00000006613
fundulus_heteroclitus ENSFHEG00000003267
cyprinodon_variegatus ENSCVAG00000019294
amphiprion_ocellaris ENSAOCG00000019366
amphiprion_percula ENSAPEG00000004211
stegastes_partitus ENSSPAG00000011180
labrus_bergylta ENSLBEG00000002280
monopterus_albus ENSMALG00000003857
anabas_testudineus ENSATEG00000013578
mastacembelus_armatus ENSMAMG00000012359
scophthalmus_maximus ENSSMAG00000016237
seriola_dumerili ENSSDUG00000023303
gasterosteus_aculeatus ENSGACG00000020904
cynoglossus_semilaevis ENSCSEG00000020723
hippocampus_comes ENSHCOG00000013146
mola_mola ENSMMOG00000017400
seriola_lalandi_dorsalis ENSSLDG00000007472
periophthalmus_magnuspinnatus ENSPMGG00000018172
gadus_morhua ENSGMOG00000012361
esox_lucius ENSELUG00000004809
astyanax_mexicanus ENSAMXG00000032750
pygocentrus_nattereri ENSPNAG00000020396
ictalurus_punctatus ENSIPUG00000020481
danio_rerio ENSDARG00000053619
scleropages_formosus ENSSFOG00015022155
paramormyrops_kingsleyae ENSPKIG00000019491
lepisosteus_oculatus ENSLOCG00000011051
anas_platyrhynchos_platyrhynchos ENSAPLG00000002721
anser_brachyrhynchus ENSABRG00000014976
coturnix_japonica ENSCJPG00005013474
junco_hyemalis ENSJHYG00000004421
lonchura_striata_domestica ENSLSDG00000014810
ficedula_albicollis ENSFALG00000009306
manacus_vitellinus ENSMVIG00005018675
calidris_pygmaea ENSCPGG00000015873
melopsittacus_undulatus ENSMUNG00000011752
calidris_pugnax ENSCPUG00000011263
serinus_canaria ENSSCAG00000008837
taeniopygia_guttata ENSTGUG00000001675
parus_major ENSPMJG00000007965
gallus_gallus ENSGALG00000040453
numida_meleagris ENSNMEG00000013760
dromaius_novaehollandiae ENSDNVG00000005894
nothoprocta_perdicaria ENSNPEG00000003636
apteryx_owenii ENSAOWG00000008610
apteryx_rowi ENSARWG00000009567
apteryx_haastii ENSAHAG00000009331
crocodylus_porosus ENSCPRG00005002565
chelonoidis_abingdonii ENSCABG00000018965
gopherus_agassizii ENSGAGG00000000284
chrysemys_picta_bellii ENSCPBG00000007590
pogona_vitticeps ENSPVIG00000015892
anolis_carolinensis ENSACAG00000013148
notechis_scutatus ENSNSUG00000012098
salvator_merianae ENSSMRG00000019024
sphenodon_punctatus ENSSPUG00000015651
castor_canadensis ENSCCNG00000015437
dipodomys_ordii ENSDORG00000026790
cricetulus_griseus_crigri-picr ENSCGRG00015003354
cricetulus_griseus_crigri_1.0 ENSCGRG00000007079
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005557
mesocricetus_auratus ENSMAUG00000012789
peromyscus_maniculatus_bairdii ENSPEMG00000000489
microtus_ochrogaster ENSMOCG00000008156
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000006050
mus_spicilegus ENSMSIG00000031651
rattus_norvegicus ENSRNOG00000018089
nannospalax_galili ENSNGAG00000017765
jaculus_jaculus ENSJJAG00000014326
cavia_porcellus ENSCPOG00000020210
cavia_aperea ENSCAPG00000013096
octodon_degus ENSODEG00000003997
chinchilla_lanigera ENSCLAG00000003359
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010259
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006596
fukomys_damarensis ENSFDAG00000001810
spermophilus_dauricus ENSSDAG00000015609
urocitellus_parryii ENSUPAG00010007542
ictidomys_tridecemlineatus ENSSTOG00000024229
homo_sapiens ENSG00000213523
gorilla_gorilla ENSGGOG00000042935
pan_troglodytes ENSPTRG00000017314
pan_paniscus ENSPPAG00000032469
pongo_abelii ENSPPYG00000015855
nomascus_leucogenys ENSNLEG00000034424
theropithecus_gelada ENSTGEG00000025397
papio_anubis ENSPANG00000008615
chlorocebus_sabaeus ENSCSAG00000012824
macaca_mulatta ENSMMUG00000001706
macaca_fascicularis ENSMFAG00000007347
macaca_nemestrina ENSMNEG00000029401
cercocebus_atys ENSCATG00000044295
mandrillus_leucophaeus ENSMLEG00000036807
rhinopithecus_bieti ENSRBIG00000035226
rhinopithecus_roxellana ENSRROG00000011630
piliocolobus_tephrosceles ENSPTEG00000029616
colobus_angolensis_palliatus ENSCANG00000036375
saimiri_boliviensis_boliviensis ENSSBOG00000011756
cebus_capucinus_imitator ENSCCAG00000029225
callithrix_jacchus ENSCJAG00000016613
aotus_nancymaae ENSANAG00000020391
carlito_syrichta ENSTSYG00000032938
prolemur_simus ENSPSMG00000019602
propithecus_coquereli ENSPCOG00000010221
microcebus_murinus ENSMICG00000044059
