labrus_bergylta ENSLBEG00000013406
gasterosteus_aculeatus ENSGACG00000015582
takifugu_rubripes ENSTRUG00000008635
tetraodon_nigroviridis ENSTNIG00000011056
mola_mola ENSMMOG00000006235
amphiprion_ocellaris ENSAOCG00000019201
amphiprion_percula ENSAPEG00000015769
acanthochromis_polyacanthus ENSAPOG00000015277
stegastes_partitus ENSSPAG00000000080
haplochromis_burtoni ENSHBUG00000011238
pundamilia_nyererei ENSPNYG00000002909
maylandia_zebra ENSMZEG00005004092
astatotilapia_calliptera ENSACLG00000008124
neolamprologus_brichardi ENSNBRG00000001588
oreochromis_niloticus ENSONIG00000010510
amphilophus_citrinellus ENSACIG00000020677
xiphophorus_maculatus ENSXMAG00000013984
xiphophorus_couchianus ENSXCOG00000007189
gambusia_affinis ENSGAFG00000013032
poecilia_formosa ENSPFOG00000002221
poecilia_mexicana ENSPMEG00000013857
poecilia_latipinna ENSPLAG00000009252
poecilia_reticulata ENSPREG00000008679
fundulus_heteroclitus ENSFHEG00000005740
cyprinodon_variegatus ENSCVAG00000018434
kryptolebias_marmoratus ENSKMAG00000015644
oryzias_latipes_asm223471v1 ENSORLG00020012996
oryzias_latipes_asm223467v1 ENSORLG00000023132
oryzias_latipes_asm223469v1 ENSORLG00015008896
oryzias_melastigma ENSOMEG00000005923
monopterus_albus ENSMALG00000000872
mastacembelus_armatus ENSMAMG00000005732
anabas_testudineus ENSATEG00000018404
scophthalmus_maximus ENSSMAG00000005838
cynoglossus_semilaevis ENSCSEG00000011785
seriola_lalandi_dorsalis ENSSLDG00000021398
seriola_dumerili ENSSDUG00000012543
hippocampus_comes ENSHCOG00000000389
periophthalmus_magnuspinnatus ENSPMGG00000014408
gadus_morhua ENSGMOG00000010330
esox_lucius ENSELUG00000020014
danio_rerio ENSDARG00000061797
