labrus_bergylta ENSLBEG00000022429
scophthalmus_maximus ENSSMAG00000012515
anabas_testudineus ENSATEG00000024917
mastacembelus_armatus ENSMAMG00000005671
amphiprion_ocellaris ENSAOCG00000000434
amphiprion_percula ENSAPEG00000005053
acanthochromis_polyacanthus ENSAPOG00000015467
gambusia_affinis ENSGAFG00000015081
xiphophorus_maculatus ENSXMAG00000002936
poecilia_formosa ENSPFOG00000006002
poecilia_mexicana ENSPMEG00000023484
poecilia_latipinna ENSPLAG00000015936
poecilia_reticulata ENSPREG00000010555
xiphophorus_couchianus ENSXCOG00000017151
cyprinodon_variegatus ENSCVAG00000004962
fundulus_heteroclitus ENSFHEG00000022074
kryptolebias_marmoratus ENSKMAG00000018915
oryzias_latipes_asm223469v1 ENSORLG00015010241
oryzias_latipes_asm223471v1 ENSORLG00020022565
oryzias_latipes_asm223467v1 ENSORLG00000027429
oryzias_melastigma ENSOMEG00000007338
astatotilapia_calliptera ENSACLG00000003871
pundamilia_nyererei ENSPNYG00000016995
maylandia_zebra ENSMZEG00005025340
haplochromis_burtoni ENSHBUG00000023223
neolamprologus_brichardi ENSNBRG00000012584
oreochromis_niloticus ENSONIG00000007985
mola_mola ENSMMOG00000003163
takifugu_rubripes ENSTRUG00000021285
gasterosteus_aculeatus ENSGACG00000014204
cynoglossus_semilaevis ENSCSEG00000012388
monopterus_albus ENSMALG00000007722
amphilophus_citrinellus ENSACIG00000010189
seriola_dumerili ENSSDUG00000010860
esox_lucius ENSELUG00000024157
astyanax_mexicanus ENSAMXG00000024247
pygocentrus_nattereri ENSPNAG00000020093
ictalurus_punctatus ENSIPUG00000008856
danio_rerio ENSDARG00000113801
scleropages_formosus ENSSFOG00015006659
paramormyrops_kingsleyae ENSPKIG00000013764
lepisosteus_oculatus ENSLOCG00000010541
pogona_vitticeps ENSPVIG00000004734
anolis_carolinensis ENSACAG00000029267
notechis_scutatus ENSNSUG00000009779
salvator_merianae ENSSMRG00000013694
sphenodon_punctatus ENSSPUG00000014591
gallus_gallus ENSGALG00000009044
coturnix_japonica ENSCJPG00005005985
anser_brachyrhynchus ENSABRG00000015964
parus_major ENSPMJG00000007462
ficedula_albicollis ENSFALG00000007712
taeniopygia_guttata ENSTGUG00000001433
lonchura_striata_domestica ENSLSDG00000005045
junco_hyemalis ENSJHYG00000016210
zonotrichia_albicollis ENSZALG00000015444
manacus_vitellinus ENSMVIG00005004367
lepidothrix_coronata ENSLCOG00000010379
melopsittacus_undulatus ENSMUNG00000004349
calidris_pygmaea ENSCPGG00000000041
calidris_pugnax ENSCPUG00000010228
apteryx_rowi ENSARWG00000011256
apteryx_owenii ENSAOWG00000010949
dromaius_novaehollandiae ENSDNVG00000005197
crocodylus_porosus ENSCPRG00005012471
chrysemys_picta_bellii ENSCPBG00000021564
gopherus_agassizii ENSGAGG00000021221
pelodiscus_sinensis ENSPSIG00000016457
xenopus_tropicalis ENSXETG00000003470
eptatretus_burgeri ENSEBUG00000005003
petromyzon_marinus ENSPMAG00000002111
oryzias_latipes_asm223471v1 ENSORLG00020001338
oryzias_latipes_asm223469v1 ENSORLG00015001333
oryzias_latipes_asm223467v1 ENSORLG00000028021
poecilia_latipinna ENSPLAG00000015273
amphilophus_citrinellus ENSACIG00000000950
petromyzon_marinus ENSPMAG00000008022
