lepidothrix_coronata ENSLCOG00000004464
manacus_vitellinus ENSMVIG00005016777
lonchura_striata_domestica ENSLSDG00000015502
taeniopygia_guttata ENSTGUG00000011082
serinus_canaria ENSSCAG00000014112
parus_major ENSPMJG00000008772
cyanistes_caeruleus ENSCCEG00000013332
ficedula_albicollis ENSFALG00000012593
junco_hyemalis ENSJHYG00000000425
zonotrichia_albicollis ENSZALG00000009188
melopsittacus_undulatus ENSMUNG00000005339
calidris_pugnax ENSCPUG00000014467
calidris_pygmaea ENSCPGG00000014233
anser_brachyrhynchus ENSABRG00000004454
anas_platyrhynchos_platyrhynchos ENSAPLG00000002563
gallus_gallus ENSGALG00000013727
meleagris_gallopavo ENSMGAG00000012839
coturnix_japonica ENSCJPG00005007912
numida_meleagris ENSNMEG00000021641
apteryx_rowi ENSARWG00000016900
apteryx_rowi ENSARWG00000016901
apteryx_haastii ENSAHAG00000011129
apteryx_haastii ENSAHAG00000011134
apteryx_owenii ENSAOWG00000019032
apteryx_owenii ENSAOWG00000019031
dromaius_novaehollandiae ENSDNVG00000006520
nothoprocta_perdicaria ENSNPEG00000015617
crocodylus_porosus ENSCPRG00005017886
gopherus_agassizii ENSGAGG00000009857
chelonoidis_abingdonii ENSCABG00000018725
chelonoidis_abingdonii ENSCABG00000010295
chrysemys_picta_bellii ENSCPBG00000016273
pelodiscus_sinensis ENSPSIG00000014659
anolis_carolinensis ENSACAG00000004945
pogona_vitticeps ENSPVIG00000010555
notechis_scutatus ENSNSUG00000015875
salvator_merianae ENSSMRG00000022242
sphenodon_punctatus ENSSPUG00000000491
ornithorhynchus_anatinus ENSOANG00000014414
ornithorhynchus_anatinus ENSOANG00000029828
notamacropus_eugenii ENSMEUG00000003493
phascolarctos_cinereus ENSPCIG00000010179
sarcophilus_harrisii ENSSHAG00000018881
monodelphis_domestica ENSMODG00000007783
loxodonta_africana ENSLAFG00000011979
procavia_capensis ENSPCAG00000009217
echinops_telfairi ENSETEG00000017418
choloepus_hoffmanni ENSCHOG00000000343
dasypus_novemcinctus ENSDNOG00000015900
pan_troglodytes ENSPTRG00000018739
pan_paniscus ENSPPAG00000028831
homo_sapiens ENSG00000078269
gorilla_gorilla ENSGGOG00000012210
pongo_abelii ENSPPYG00000017130
nomascus_leucogenys ENSNLEG00000010750
papio_anubis ENSPANG00000010755
theropithecus_gelada ENSTGEG00000024869
cercocebus_atys ENSCATG00000042943
mandrillus_leucophaeus ENSMLEG00000024911
macaca_fascicularis ENSMFAG00000040552
macaca_mulatta ENSMMUG00000007153
macaca_nemestrina ENSMNEG00000017211
chlorocebus_sabaeus ENSCSAG00000013130
colobus_angolensis_palliatus ENSCANG00000040349
piliocolobus_tephrosceles ENSPTEG00000037650
rhinopithecus_roxellana ENSRROG00000027755
rhinopithecus_bieti ENSRBIG00000044126
cebus_capucinus_imitator ENSCCAG00000025484
saimiri_boliviensis_boliviensis ENSSBOG00000034876
callithrix_jacchus ENSCJAG00000003570
aotus_nancymaae ENSANAG00000026575
carlito_syrichta ENSTSYG00000014342
prolemur_simus ENSPSMG00000021913
propithecus_coquereli ENSPCOG00000026910
microcebus_murinus ENSMICG00000015804
otolemur_garnettii ENSOGAG00000000488
chinchilla_lanigera ENSCLAG00000004730
octodon_degus ENSODEG00000007709
cavia_porcellus ENSCPOG00000009144
cavia_aperea ENSCAPG00000000287
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009973
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007534
fukomys_damarensis ENSFDAG00000016352
ictidomys_tridecemlineatus ENSSTOG00000016474
spermophilus_dauricus ENSSDAG00000001537
urocitellus_parryii ENSUPAG00010016829
marmota_marmota_marmota ENSMMMG00000010186
castor_canadensis ENSCCNG00000029491
dipodomys_ordii ENSDORG00000014128
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004257
cricetulus_griseus_crigri-picr ENSCGRG00015011000
cricetulus_griseus_crigri_1.0 ENSCGRG00000001656
mesocricetus_auratus ENSMAUG00000022212
microtus_ochrogaster ENSMOCG00000020054
peromyscus_maniculatus_bairdii ENSPEMG00000006247
mus_spicilegus ENSMSIG00000015028
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021931
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023805
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021026
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023344
rattus_norvegicus ENSRNOG00000017114
meriones_unguiculatus ENSMUGG00000008715
nannospalax_galili ENSNGAG00000014859
jaculus_jaculus ENSJJAG00000014436
oryctolagus_cuniculus ENSOCUG00000004762
ochotona_princeps ENSOPRG00000009648
tupaia_belangeri ENSTBEG00000015827
ursus_maritimus ENSUMAG00000012826
ursus_americanus ENSUAMG00000026577
ursus_americanus ENSUAMG00000021958
ailuropoda_melanoleuca ENSAMEG00000009581
mustela_putorius_furo ENSMPUG00000005323
neovison_vison ENSNVIG00000009140
canis_lupus_dingo ENSCAFG00020015809
canis_lupus_familiaris ENSCAFG00000000644
vulpes_vulpes ENSVVUG00000007407
panthera_tigris_altaica ENSPTIG00000018780
panthera_pardus ENSPPRG00000009068
felis_catus ENSFCAG00000010854
erinaceus_europaeus ENSEEUG00000015796
ovis_aries ENSOARG00000004304
capra_hircus ENSCHIG00000011077
bison_bison_bison ENSBBBG00000008492
bos_mutus ENSBMUG00000001791
bos_taurus ENSBTAG00000000817
sus_scrofa ENSSSCG00000012315
tursiops_truncatus ENSTTRG00000009677
pteropus_vampyrus ENSPVAG00000006131
