mola_mola ENSMMOG00000002317
takifugu_rubripes ENSTRUG00000025949
gasterosteus_aculeatus ENSGACG00000018811
labrus_bergylta ENSLBEG00000028618
cyprinodon_variegatus ENSCVAG00000002612
fundulus_heteroclitus ENSFHEG00000018696
poecilia_reticulata ENSPREG00000012053
poecilia_mexicana ENSPMEG00000016462
poecilia_formosa ENSPFOG00000016539
poecilia_latipinna ENSPLAG00000001255
gambusia_affinis ENSGAFG00000018373
xiphophorus_couchianus ENSXCOG00000013875
kryptolebias_marmoratus ENSKMAG00000013671
oryzias_latipes_asm223471v1 ENSORLG00020000548
oryzias_latipes_asm223467v1 ENSORLG00000013500
oryzias_latipes_asm223469v1 ENSORLG00015016984
oryzias_melastigma ENSOMEG00000010700
amphiprion_percula ENSAPEG00000019516
amphiprion_ocellaris ENSAOCG00000011620
acanthochromis_polyacanthus ENSAPOG00000010677
maylandia_zebra ENSMZEG00005008545
astatotilapia_calliptera ENSACLG00000026856
pundamilia_nyererei ENSPNYG00000009586
haplochromis_burtoni ENSHBUG00000015960
oreochromis_niloticus ENSONIG00000011753
neolamprologus_brichardi ENSNBRG00000003307
seriola_lalandi_dorsalis ENSSLDG00000010159
seriola_dumerili ENSSDUG00000005949
scophthalmus_maximus ENSSMAG00000000262
cynoglossus_semilaevis ENSCSEG00000010067
anabas_testudineus ENSATEG00000014106
monopterus_albus ENSMALG00000015794
mastacembelus_armatus ENSMAMG00000009737
periophthalmus_magnuspinnatus ENSPMGG00000019705
hippocampus_comes ENSHCOG00000014046
gadus_morhua ENSGMOG00000002972
esox_lucius ENSELUG00000001973
pygocentrus_nattereri ENSPNAG00000020753
astyanax_mexicanus ENSAMXG00000035149
ictalurus_punctatus ENSIPUG00000015395
danio_rerio ENSDARG00000079391
paramormyrops_kingsleyae ENSPKIG00000025457
lepisosteus_oculatus ENSLOCG00000015284
anolis_carolinensis ENSACAG00000012606
salvator_merianae ENSSMRG00000011071
coturnix_japonica ENSCJPG00005004951
ornithorhynchus_anatinus ENSOANG00000019984
xenopus_tropicalis ENSXETG00000032902
petromyzon_marinus ENSPMAG00000008091
eptatretus_burgeri ENSEBUG00000005581
