eptatretus_burgeri ENSEBUG00000009583
petromyzon_marinus ENSPMAG00000002754
mola_mola ENSMMOG00000018276
takifugu_rubripes ENSTRUG00000010298
gasterosteus_aculeatus ENSGACG00000004632
xiphophorus_couchianus ENSXCOG00000017029
xiphophorus_maculatus ENSXMAG00000002425
gambusia_affinis ENSGAFG00000019786
poecilia_formosa ENSPFOG00000013334
poecilia_mexicana ENSPMEG00000019128
poecilia_latipinna ENSPLAG00000008424
poecilia_reticulata ENSPREG00000016506
fundulus_heteroclitus ENSFHEG00000019783
cyprinodon_variegatus ENSCVAG00000021866
oryzias_latipes_asm223467v1 ENSORLG00000003025
oryzias_melastigma ENSOMEG00000000368
haplochromis_burtoni ENSHBUG00000000677
pundamilia_nyererei ENSPNYG00000004113
maylandia_zebra ENSMZEG00005025465
neolamprologus_brichardi ENSNBRG00000001956
astatotilapia_calliptera ENSACLG00000011325
amphilophus_citrinellus ENSACIG00000003767
acanthochromis_polyacanthus ENSAPOG00000007569
stegastes_partitus ENSSPAG00000015244
seriola_lalandi_dorsalis ENSSLDG00000013206
seriola_dumerili ENSSDUG00000008161
cynoglossus_semilaevis ENSCSEG00000008428
mastacembelus_armatus ENSMAMG00000003737
kryptolebias_marmoratus ENSKMAG00000001692
esox_lucius ENSELUG00000005378
pygocentrus_nattereri ENSPNAG00000009366
astyanax_mexicanus ENSAMXG00000044120
ictalurus_punctatus ENSIPUG00000023087
scleropages_formosus ENSSFOG00015007589
paramormyrops_kingsleyae ENSPKIG00000015931
phascolarctos_cinereus ENSPCIG00000025820
notamacropus_eugenii ENSMEUG00000000662
monodelphis_domestica ENSMODG00000005896
sarcophilus_harrisii ENSSHAG00000018290
bos_mutus ENSBMUG00000026072
bos_taurus ENSBTAG00000014396
bison_bison_bison ENSBBBG00000013572
capra_hircus ENSCHIG00000017034
ovis_aries ENSOARG00000017131
tursiops_truncatus ENSTTRG00000000383
vicugna_pacos ENSVPAG00000002779
sus_scrofa ENSSSCG00000027480
equus_asinus_asinus ENSEASG00005001410
equus_caballus ENSECAG00000013153
pteropus_vampyrus ENSPVAG00000013271
myotis_lucifugus ENSMLUG00000012969
ursus_maritimus ENSUMAG00000019751
ursus_americanus ENSUAMG00000024866
ailuropoda_melanoleuca ENSAMEG00000014775
mustela_putorius_furo ENSMPUG00000015132
neovison_vison ENSNVIG00000001151
canis_lupus_dingo ENSCAFG00020002925
canis_lupus_familiaris ENSCAFG00000000638
vulpes_vulpes ENSVVUG00000016762
panthera_tigris_altaica ENSPTIG00000016575
panthera_pardus ENSPPRG00000002095
felis_catus ENSFCAG00000026958
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020647
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037465
mus_spicilegus ENSMSIG00000029596
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019750
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019759
rattus_norvegicus ENSRNOG00000006118
meriones_unguiculatus ENSMUGG00000002260
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015251
cricetulus_griseus_crigri-picr ENSCGRG00015027292
