caenorhabditis_elegans_strain_n2 WBGene00009783
drosophila_melanogaster FBgn0039303
anas_platyrhynchos_platyrhynchos ENSAPLG00000025171
anser_brachyrhynchus ENSABRG00000006714
coturnix_japonica ENSCJPG00005009506
gallus_gallus ENSGALG00000021683
meleagris_gallopavo ENSMGAG00000002196
numida_meleagris ENSNMEG00000006212
calidris_pygmaea ENSCPGG00000012625
calidris_pugnax ENSCPUG00000005901
melopsittacus_undulatus ENSMUNG00000015827
lonchura_striata_domestica ENSLSDG00000005848
taeniopygia_guttata ENSTGUG00000002941
zonotrichia_albicollis ENSZALG00000003168
junco_hyemalis ENSJHYG00000011338
lepidothrix_coronata ENSLCOG00000002465
manacus_vitellinus ENSMVIG00005002317
cyanistes_caeruleus ENSCCEG00000017892
parus_major ENSPMJG00000013345
ficedula_albicollis ENSFALG00000009494
apteryx_owenii ENSAOWG00000008246
apteryx_rowi ENSARWG00000007021
apteryx_haastii ENSAHAG00000015157
nothoprocta_perdicaria ENSNPEG00000006306
crocodylus_porosus ENSCPRG00005012853
salvator_merianae ENSSMRG00000009022
pogona_vitticeps ENSPVIG00000020800
monodelphis_domestica ENSMODG00000008117
notamacropus_eugenii ENSMEUG00000006273
sarcophilus_harrisii ENSSHAG00000012541
ornithorhynchus_anatinus ENSOANG00000007034
chelonoidis_abingdonii ENSCABG00000006590
gopherus_agassizii ENSGAGG00000003995
chrysemys_picta_bellii ENSCPBG00000021418
pelodiscus_sinensis ENSPSIG00000003973
sphenodon_punctatus ENSSPUG00000016213
phascolarctos_cinereus ENSPCIG00000028952
choloepus_hoffmanni ENSCHOG00000008666
ochotona_princeps ENSOPRG00000008439
oryctolagus_cuniculus ENSOCUG00000025867
tupaia_belangeri ENSTBEG00000011593
erinaceus_europaeus ENSEEUG00000009389
microcebus_murinus ENSMICG00000016433
propithecus_coquereli ENSPCOG00000018731
prolemur_simus ENSPSMG00000014987
otolemur_garnettii ENSOGAG00000001472
dasypus_novemcinctus ENSDNOG00000047666
loxodonta_africana ENSLAFG00000006713
procavia_capensis ENSPCAG00000011050
echinops_telfairi ENSETEG00000009569
castor_canadensis ENSCCNG00000003455
octodon_degus ENSODEG00000009663
macaca_nemestrina ENSMNEG00000020875
macaca_fascicularis ENSMFAG00000032298
chlorocebus_sabaeus ENSCSAG00000000711
theropithecus_gelada ENSTGEG00000012489
colobus_angolensis_palliatus ENSCANG00000031264
piliocolobus_tephrosceles ENSPTEG00000019091
rhinopithecus_bieti ENSRBIG00000044216
pan_troglodytes ENSPTRG00000000049
homo_sapiens ENSG00000157916
pongo_abelii ENSPPYG00000001980
cercocebus_atys ENSCATG00000031846
mandrillus_leucophaeus ENSMLEG00000036454
papio_anubis ENSPANG00000021945
macaca_mulatta ENSMMUG00000012346
pan_paniscus ENSPPAG00000031180
nomascus_leucogenys ENSNLEG00000030586
cebus_capucinus_imitator ENSCCAG00000023091
saimiri_boliviensis_boliviensis ENSSBOG00000027418
callithrix_jacchus ENSCJAG00000002471
carlito_syrichta ENSTSYG00000013331
ovis_aries ENSOARG00000018630
capra_hircus ENSCHIG00000008023
bos_mutus ENSBMUG00000023435
bos_taurus ENSBTAG00000009307
bison_bison_bison ENSBBBG00000017719
sus_scrofa ENSSSCG00000026626
equus_asinus_asinus ENSEASG00005014395
equus_caballus ENSECAG00000010508
panthera_pardus ENSPPRG00000001314
panthera_pardus ENSPPRG00000010909
canis_lupus_familiaris ENSCAFG00000019395
canis_lupus_dingo ENSCAFG00020025406
canis_lupus_dingo ENSCAFG00020011288
vulpes_vulpes ENSVVUG00000027185
felis_catus ENSFCAG00000033807
panthera_tigris_altaica ENSPTIG00000005335
ursus_americanus ENSUAMG00000022071
ailuropoda_melanoleuca ENSAMEG00000013416
neovison_vison ENSNVIG00000004055
mustela_putorius_furo ENSMPUG00000007701
myotis_lucifugus ENSMLUG00000017649
pteropus_vampyrus ENSPVAG00000014141
