propithecus_coquereli ENSPCOG00000021157
prolemur_simus ENSPSMG00000011930
microcebus_murinus ENSMICG00000042488
otolemur_garnettii ENSOGAG00000027809
tupaia_belangeri ENSTBEG00000011739
mus_spicilegus ENSMSIG00000028824
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018999
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043122
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018150
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029907
rattus_norvegicus ENSRNOG00000013097
meriones_unguiculatus ENSMUGG00000022549
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020089
cricetulus_griseus_crigri_1.0 ENSCGRG00000011854
cricetulus_griseus_crigri-picr ENSCGRG00015020646
mesocricetus_auratus ENSMAUG00000009851
microtus_ochrogaster ENSMOCG00000005085
peromyscus_maniculatus_bairdii ENSPEMG00000001566
nannospalax_galili ENSNGAG00000014381
jaculus_jaculus ENSJJAG00000020219
urocitellus_parryii ENSUPAG00010018557
spermophilus_dauricus ENSSDAG00000021436
marmota_marmota_marmota ENSMMMG00000004995
castor_canadensis ENSCCNG00000028439
fukomys_damarensis ENSFDAG00000019742
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012376
chinchilla_lanigera ENSCLAG00000008417
ochotona_princeps ENSOPRG00000006160
pan_paniscus ENSPPAG00000041150
pongo_abelii ENSPPYG00000006185
rhinopithecus_roxellana ENSRROG00000000689
rhinopithecus_bieti ENSRBIG00000028248
piliocolobus_tephrosceles ENSPTEG00000028446
macaca_nemestrina ENSMNEG00000044931
macaca_fascicularis ENSMFAG00000033912
theropithecus_gelada ENSTGEG00000010902
papio_anubis ENSPANG00000030472
chlorocebus_sabaeus ENSCSAG00000009732
mandrillus_leucophaeus ENSMLEG00000038106
cercocebus_atys ENSCATG00000027034
saimiri_boliviensis_boliviensis ENSSBOG00000020567
callithrix_jacchus ENSCJAG00000007889
aotus_nancymaae ENSANAG00000027878
homo_sapiens ENSG00000184601
pan_troglodytes ENSPTRG00000006769
gorilla_gorilla ENSGGOG00000014934
nomascus_leucogenys ENSNLEG00000016298
colobus_angolensis_palliatus ENSCANG00000034522
macaca_mulatta ENSMMUG00000020194
cebus_capucinus_imitator ENSCCAG00000031711
equus_caballus ENSECAG00000004388
equus_asinus_asinus ENSEASG00005004289
canis_lupus_dingo ENSCAFG00020008518
carlito_syrichta ENSTSYG00000032163
ursus_americanus ENSUAMG00000024457
ursus_maritimus ENSUMAG00000024817
ailuropoda_melanoleuca ENSAMEG00000008013
mustela_putorius_furo ENSMPUG00000002245
neovison_vison ENSNVIG00000007448
canis_lupus_familiaris ENSCAFG00000018327
vulpes_vulpes ENSVVUG00000002734
felis_catus ENSFCAG00000028425
panthera_pardus ENSPPRG00000011765
bos_taurus ENSBTAG00000022775
bos_mutus ENSBMUG00000026313
bison_bison_bison ENSBBBG00000023018
capra_hircus ENSCHIG00000026025
tursiops_truncatus ENSTTRG00000007344
sus_scrofa ENSSSCG00000039825
loxodonta_africana ENSLAFG00000026667
