oryzias_latipes_asm223467v1 ENSORLG00000020827
oryzias_latipes_asm223471v1 ENSORLG00020008987
oryzias_latipes_asm223469v1 ENSORLG00015014848
oryzias_melastigma ENSOMEG00000004213
periophthalmus_magnuspinnatus ENSPMGG00000018089
gasterosteus_aculeatus ENSGACG00000000939
labrus_bergylta ENSLBEG00000012648
labrus_bergylta ENSLBEG00000009291
takifugu_rubripes ENSTRUG00000024370
tetraodon_nigroviridis ENSTNIG00000001004
seriola_lalandi_dorsalis ENSSLDG00000015872
seriola_dumerili ENSSDUG00000020016
cynoglossus_semilaevis ENSCSEG00000000612
amphiprion_percula ENSAPEG00000020997
amphiprion_ocellaris ENSAOCG00000002517
acanthochromis_polyacanthus ENSAPOG00000005786
astatotilapia_calliptera ENSACLG00000015394
maylandia_zebra ENSMZEG00005023695
pundamilia_nyererei ENSPNYG00000014802
oreochromis_niloticus ENSONIG00000001553
kryptolebias_marmoratus ENSKMAG00000011629
fundulus_heteroclitus ENSFHEG00000012912
haplochromis_burtoni ENSHBUG00000009243
mastacembelus_armatus ENSMAMG00000018461
monopterus_albus ENSMALG00000005298
scophthalmus_maximus ENSSMAG00000018308
amphilophus_citrinellus ENSACIG00000003849
anabas_testudineus ENSATEG00000019826
mola_mola ENSMMOG00000018321
poecilia_formosa ENSPFOG00000003181
poecilia_mexicana ENSPMEG00000019319
poecilia_formosa ENSPFOG00000003214
poecilia_reticulata ENSPREG00000015289
xiphophorus_maculatus ENSXMAG00000001162
xiphophorus_couchianus ENSXCOG00000020733
poecilia_mexicana ENSPMEG00000017993
poecilia_latipinna ENSPLAG00000009335
gambusia_affinis ENSGAFG00000010351
cyprinodon_variegatus ENSCVAG00000021620
hippocampus_comes ENSHCOG00000010569
gadus_morhua ENSGMOG00000006443
esox_lucius ENSELUG00000009454
pygocentrus_nattereri ENSPNAG00000022282
astyanax_mexicanus ENSAMXG00000031779
ictalurus_punctatus ENSIPUG00000020747
danio_rerio ENSDARG00000070108
paramormyrops_kingsleyae ENSPKIG00000001763
scleropages_formosus ENSSFOG00015011439
lepisosteus_oculatus ENSLOCG00000005923
phascolarctos_cinereus ENSPCIG00000029694
notamacropus_eugenii ENSMEUG00000008686
sarcophilus_harrisii ENSSHAG00000014678
monodelphis_domestica ENSMODG00000011291
monodelphis_domestica ENSMODG00000016359
monodelphis_domestica ENSMODG00000023308
ochotona_princeps ENSOPRG00000006666
peromyscus_maniculatus_bairdii ENSPEMG00000011094
erinaceus_europaeus ENSEEUG00000001624
choloepus_hoffmanni ENSCHOG00000005371
dasypus_novemcinctus ENSDNOG00000031090
equus_asinus_asinus ENSEASG00005009263
equus_caballus ENSECAG00000012231
loxodonta_africana ENSLAFG00000004470
procavia_capensis ENSPCAG00000011986
pan_troglodytes ENSPTRG00000017758
pan_paniscus ENSPPAG00000029381
homo_sapiens ENSG00000124795
gorilla_gorilla ENSGGOG00000012846
pongo_abelii ENSPPYG00000016265
nomascus_leucogenys ENSNLEG00000001663
papio_anubis ENSPANG00000018514
papio_anubis ENSPANG00000032295
cercocebus_atys ENSCATG00000031913
rhinopithecus_roxellana ENSRROG00000041879
rhinopithecus_bieti ENSRBIG00000012858
rhinopithecus_roxellana ENSRROG00000032508
colobus_angolensis_palliatus ENSCANG00000034554
piliocolobus_tephrosceles ENSPTEG00000012722
piliocolobus_tephrosceles ENSPTEG00000030354
macaca_nemestrina ENSMNEG00000043114
macaca_nemestrina ENSMNEG00000039648
macaca_fascicularis ENSMFAG00000043279
macaca_mulatta ENSMMUG00000019763
macaca_fascicularis ENSMFAG00000039394
macaca_mulatta ENSMMUG00000019427
mandrillus_leucophaeus ENSMLEG00000030349
papio_anubis ENSPANG00000035266
papio_anubis ENSPANG00000021240
theropithecus_gelada ENSTGEG00000019144
colobus_angolensis_palliatus ENSCANG00000040051
rhinopithecus_roxellana ENSRROG00000043230
macaca_nemestrina ENSMNEG00000038116
macaca_mulatta ENSMMUG00000046596
papio_anubis ENSPANG00000030391
cercocebus_atys ENSCATG00000030275
macaca_fascicularis ENSMFAG00000031083
mandrillus_leucophaeus ENSMLEG00000041036
mandrillus_leucophaeus ENSMLEG00000035287
papio_anubis ENSPANG00000016742
macaca_fascicularis ENSMFAG00000041617
macaca_nemestrina ENSMNEG00000037987
macaca_mulatta ENSMMUG00000038281
chlorocebus_sabaeus ENSCSAG00000008738
rhinopithecus_roxellana ENSRROG00000034550
rhinopithecus_bieti ENSRBIG00000014557
saimiri_boliviensis_boliviensis ENSSBOG00000020843
callithrix_jacchus ENSCJAG00000006952
cebus_capucinus_imitator ENSCCAG00000031656
aotus_nancymaae ENSANAG00000032069
carlito_syrichta ENSTSYG00000008731
microcebus_murinus ENSMICG00000015469
propithecus_coquereli ENSPCOG00000027265
otolemur_garnettii ENSOGAG00000007750
tupaia_belangeri ENSTBEG00000008953
sus_scrofa ENSSSCG00000001075
sus_scrofa ENSSSCG00000036412
bos_taurus ENSBTAG00000012865
bos_mutus ENSBMUG00000012799
bison_bison_bison ENSBBBG00000011643
capra_hircus ENSCHIG00000026737
ovis_aries ENSOARG00000010301
myotis_lucifugus ENSMLUG00000016347
pteropus_vampyrus ENSPVAG00000010840
ursus_maritimus ENSUMAG00000016517
ursus_americanus ENSUAMG00000027915
ailuropoda_melanoleuca ENSAMEG00000008396
neovison_vison ENSNVIG00000019093
mustela_putorius_furo ENSMPUG00000005031
canis_lupus_dingo ENSCAFG00020010323
canis_lupus_dingo ENSCAFG00020011959
vulpes_vulpes ENSVVUG00000002975
panthera_pardus ENSPPRG00000008778
panthera_tigris_altaica ENSPTIG00000012532
felis_catus ENSFCAG00000004268
echinops_telfairi ENSETEG00000018188
chlorocebus_sabaeus ENSCSAG00000007654
