notamacropus_eugenii ENSMEUG00000006809
phascolarctos_cinereus ENSPCIG00000027563
monodelphis_domestica ENSMODG00000002391
sarcophilus_harrisii ENSSHAG00000008826
choloepus_hoffmanni ENSCHOG00000003364
dasypus_novemcinctus ENSDNOG00000018486
loxodonta_africana ENSLAFG00000017386
procavia_capensis ENSPCAG00000004623
sorex_araneus ENSSARG00000013816
erinaceus_europaeus ENSEEUG00000012706
equus_asinus_asinus ENSEASG00005004227
equus_caballus ENSECAG00000015728
myotis_lucifugus ENSMLUG00000005664
pteropus_vampyrus ENSPVAG00000015000
ursus_americanus ENSUAMG00000011918
ursus_maritimus ENSUMAG00000024246
ailuropoda_melanoleuca ENSAMEG00000013623
neovison_vison ENSNVIG00000019063
mustela_putorius_furo ENSMPUG00000013077
canis_lupus_familiaris ENSCAFG00000004573
canis_lupus_dingo ENSCAFG00020016708
vulpes_vulpes ENSVVUG00000007436
canis_lupus_familiaris ENSCAFG00000003206
panthera_pardus ENSPPRG00000016155
panthera_tigris_altaica ENSPTIG00000005290
felis_catus ENSFCAG00000000204
tursiops_truncatus ENSTTRG00000008851
sus_scrofa ENSSSCG00000037354
ovis_aries ENSOARG00000001685
capra_hircus ENSCHIG00000026675
bos_mutus ENSBMUG00000017361
bos_taurus ENSBTAG00000017027
bison_bison_bison ENSBBBG00000016244
vicugna_pacos ENSVPAG00000011737
castor_canadensis ENSCCNG00000002130
castor_canadensis ENSCCNG00000023575
dipodomys_ordii ENSDORG00000008974
mus_spicilegus ENSMSIG00000013741
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028690
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027311
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026339
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028671
rattus_norvegicus ENSRNOG00000017233
meriones_unguiculatus ENSMUGG00000023307
cricetulus_griseus_crigri_1.0 ENSCGRG00000005381
cricetulus_griseus_crigri-picr ENSCGRG00015024893
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019062
mesocricetus_auratus ENSMAUG00000009187
peromyscus_maniculatus_bairdii ENSPEMG00000026955
nannospalax_galili ENSNGAG00000012059
jaculus_jaculus ENSJJAG00000013638
chinchilla_lanigera ENSCLAG00000011068
octodon_degus ENSODEG00000007879
cavia_porcellus ENSCPOG00000014136
cavia_aperea ENSCAPG00000009488
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005589
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001020
fukomys_damarensis ENSFDAG00000009557
spermophilus_dauricus ENSSDAG00000023531
ictidomys_tridecemlineatus ENSSTOG00000006090
urocitellus_parryii ENSUPAG00010020763
