pteropus_vampyrus ENSPVAG00000001268
myotis_lucifugus ENSMLUG00000017238
bos_taurus ENSBTAG00000049892
bos_mutus ENSBMUG00000017703
bison_bison_bison ENSBBBG00000017509
tursiops_truncatus ENSTTRG00000015785
sus_scrofa ENSSSCG00000009795
ursus_maritimus ENSUMAG00000005382
ursus_americanus ENSUAMG00000008702
ailuropoda_melanoleuca ENSAMEG00000014609
neovison_vison ENSNVIG00000018258
mustela_putorius_furo ENSMPUG00000002020
canis_lupus_dingo ENSCAFG00020016545
canis_lupus_familiaris ENSCAFG00000030113
vulpes_vulpes ENSVVUG00000016837
panthera_tigris_altaica ENSPTIG00000017266
panthera_pardus ENSPPRG00000009380
felis_catus ENSFCAG00000036221
equus_caballus ENSECAG00000017423
equus_asinus_asinus ENSEASG00005012406
urocitellus_parryii ENSUPAG00010017128
spermophilus_dauricus ENSSDAG00000017810
marmota_marmota_marmota ENSMMMG00000000824
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017756
cricetulus_griseus_crigri-picr ENSCGRG00015025420
cricetulus_griseus_crigri_1.0 ENSCGRG00000014657
microtus_ochrogaster ENSMOCG00000010105
peromyscus_maniculatus_bairdii ENSPEMG00000006976
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029437
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028724
mus_spicilegus ENSMSIG00000030932
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027726
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024306
rattus_norvegicus ENSRNOG00000026192
meriones_unguiculatus ENSMUGG00000015459
oryctolagus_cuniculus ENSOCUG00000017710
ochotona_princeps ENSOPRG00000010969
tupaia_belangeri ENSTBEG00000003295
pan_troglodytes ENSPTRG00000051182
pan_paniscus ENSPPAG00000032753
homo_sapiens ENSG00000204671
gorilla_gorilla ENSGGOG00000005159
pongo_abelii ENSPPYG00000005062
nomascus_leucogenys ENSNLEG00000001440
colobus_angolensis_palliatus ENSCANG00000042833
piliocolobus_tephrosceles ENSPTEG00000011215
rhinopithecus_roxellana ENSRROG00000033370
rhinopithecus_bieti ENSRBIG00000040252
cercocebus_atys ENSCATG00000032177
mandrillus_leucophaeus ENSMLEG00000040127
theropithecus_gelada ENSTGEG00000025331
papio_anubis ENSPANG00000014783
macaca_fascicularis ENSMFAG00000040210
macaca_nemestrina ENSMNEG00000030052
macaca_mulatta ENSMMUG00000045622
chlorocebus_sabaeus ENSCSAG00000002153
cebus_capucinus_imitator ENSCCAG00000037758
saimiri_boliviensis_boliviensis ENSSBOG00000024942
callithrix_jacchus ENSCJAG00000041000
aotus_nancymaae ENSANAG00000029967
carlito_syrichta ENSTSYG00000009008
propithecus_coquereli ENSPCOG00000015555
microcebus_murinus ENSMICG00000001165
prolemur_simus ENSPSMG00000017700
otolemur_garnettii ENSOGAG00000032826
loxodonta_africana ENSLAFG00000016441
echinops_telfairi ENSETEG00000012673
choloepus_hoffmanni ENSCHOG00000013537
