anser_brachyrhynchus ENSABRG00000017651
anas_platyrhynchos_platyrhynchos ENSAPLG00000005223
meleagris_gallopavo ENSMGAG00000016703
meleagris_gallopavo ENSMGAG00000017300
gallus_gallus ENSGALG00000015083
coturnix_japonica ENSCJPG00005007667
meleagris_gallopavo ENSMGAG00000005660
numida_meleagris ENSNMEG00000010643
calidris_pygmaea ENSCPGG00000000964
calidris_pugnax ENSCPUG00000006346
melopsittacus_undulatus ENSMUNG00000013291
serinus_canaria ENSSCAG00000001467
zonotrichia_albicollis ENSZALG00000013533
lonchura_striata_domestica ENSLSDG00000004570
taeniopygia_guttata ENSTGUG00000004350
ficedula_albicollis ENSFALG00000003075
parus_major ENSPMJG00000017699
cyanistes_caeruleus ENSCCEG00000011459
lepidothrix_coronata ENSLCOG00000004773
manacus_vitellinus ENSMVIG00005007835
apteryx_haastii ENSAHAG00000004027
apteryx_owenii ENSAOWG00000017481
apteryx_rowi ENSARWG00000008121
dromaius_novaehollandiae ENSDNVG00000004343
nothoprocta_perdicaria ENSNPEG00000011745
crocodylus_porosus ENSCPRG00005000460
chelonoidis_abingdonii ENSCABG00000016192
gopherus_agassizii ENSGAGG00000021419
chrysemys_picta_bellii ENSCPBG00000018955
pelodiscus_sinensis ENSPSIG00000008765
pogona_vitticeps ENSPVIG00000025415
anolis_carolinensis ENSACAG00000017643
notechis_scutatus ENSNSUG00000011489
salvator_merianae ENSSMRG00000006507
sphenodon_punctatus ENSSPUG00000017935
octodon_degus ENSODEG00000014636
chinchilla_lanigera ENSCLAG00000007655
cavia_porcellus ENSCPOG00000003743
cavia_aperea ENSCAPG00000002149
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019473
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007572
fukomys_damarensis ENSFDAG00000019567
ictidomys_tridecemlineatus ENSSTOG00000025059
spermophilus_dauricus ENSSDAG00000012547
urocitellus_parryii ENSUPAG00010018795
marmota_marmota_marmota ENSMMMG00000006441
castor_canadensis ENSCCNG00000020855
dipodomys_ordii ENSDORG00000012055
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027099
mus_spicilegus ENSMSIG00000018876
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038024
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026134
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028472
rattus_norvegicus ENSRNOG00000008036
meriones_unguiculatus ENSMUGG00000018733
cricetulus_griseus_crigri_1.0 ENSCGRG00000000299
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004609
cricetulus_griseus_crigri-picr ENSCGRG00015015834
mesocricetus_auratus ENSMAUG00000002052
peromyscus_maniculatus_bairdii ENSPEMG00000020187
microtus_ochrogaster ENSMOCG00000001944
nannospalax_galili ENSNGAG00000013102
jaculus_jaculus ENSJJAG00000022774
oryctolagus_cuniculus ENSOCUG00000003320
ochotona_princeps ENSOPRG00000012244
pan_troglodytes ENSPTRG00000020802
pan_paniscus ENSPPAG00000034704
homo_sapiens ENSG00000137145
gorilla_gorilla ENSGGOG00000023295
pongo_abelii ENSPPYG00000019194
nomascus_leucogenys ENSNLEG00000017539
piliocolobus_tephrosceles ENSPTEG00000012418
colobus_angolensis_palliatus ENSCANG00000042446
rhinopithecus_roxellana ENSRROG00000039318
rhinopithecus_bieti ENSRBIG00000030839
macaca_fascicularis ENSMFAG00000030981
macaca_mulatta ENSMMUG00000004338
macaca_nemestrina ENSMNEG00000042842
cercocebus_atys ENSCATG00000032598
mandrillus_leucophaeus ENSMLEG00000042356
chlorocebus_sabaeus ENSCSAG00000009390
papio_anubis ENSPANG00000025253
theropithecus_gelada ENSTGEG00000014091
cebus_capucinus_imitator ENSCCAG00000026079
saimiri_boliviensis_boliviensis ENSSBOG00000033170
callithrix_jacchus ENSCJAG00000020600
aotus_nancymaae ENSANAG00000025263
carlito_syrichta ENSTSYG00000008559
propithecus_coquereli ENSPCOG00000000944
microcebus_murinus ENSMICG00000007242
prolemur_simus ENSPSMG00000004221
otolemur_garnettii ENSOGAG00000016242
tupaia_belangeri ENSTBEG00000001035
myotis_lucifugus ENSMLUG00000007537
pteropus_vampyrus ENSPVAG00000014196
bos_taurus ENSBTAG00000003097
bos_mutus ENSBMUG00000015286
bison_bison_bison ENSBBBG00000017798
ovis_aries ENSOARG00000014222
capra_hircus ENSCHIG00000022814
tursiops_truncatus ENSTTRG00000001781
sus_scrofa ENSSSCG00000005170
vicugna_pacos ENSVPAG00000006028
equus_asinus_asinus ENSEASG00005019226
equus_caballus ENSECAG00000000298
ursus_maritimus ENSUMAG00000016925
ursus_americanus ENSUAMG00000012846
ursus_americanus ENSUAMG00000026543
ailuropoda_melanoleuca ENSAMEG00000002859
neovison_vison ENSNVIG00000012940
mustela_putorius_furo ENSMPUG00000016014
canis_lupus_familiaris ENSCAFG00000001612
canis_lupus_dingo ENSCAFG00020012952
vulpes_vulpes ENSVVUG00000000667
panthera_tigris_altaica ENSPTIG00000011537
panthera_pardus ENSPPRG00000023874
felis_catus ENSFCAG00000001945
sorex_araneus ENSSARG00000006508
sorex_araneus ENSSARG00000008034
erinaceus_europaeus ENSEEUG00000012892
dasypus_novemcinctus ENSDNOG00000011518
choloepus_hoffmanni ENSCHOG00000004591
loxodonta_africana ENSLAFG00000010751
procavia_capensis ENSPCAG00000011620
echinops_telfairi ENSETEG00000001577
spermophilus_dauricus ENSSDAG00000012650
phascolarctos_cinereus ENSPCIG00000013323
notamacropus_eugenii ENSMEUG00000005870
sarcophilus_harrisii ENSSHAG00000003086
monodelphis_domestica ENSMODG00000004166
ornithorhynchus_anatinus ENSOANG00000011430
ornithorhynchus_anatinus ENSOANG00000028404
notechis_scutatus ENSNSUG00000011486
xenopus_tropicalis ENSXETG00000023104
latimeria_chalumnae ENSLACG00000010661
scleropages_formosus ENSSFOG00015019098
scleropages_formosus ENSSFOG00015002262
paramormyrops_kingsleyae ENSPKIG00000023299
paramormyrops_kingsleyae ENSPKIG00000003318
scleropages_formosus ENSSFOG00015002152
mola_mola ENSMMOG00000011808
mola_mola ENSMMOG00000011807
takifugu_rubripes ENSTRUG00000003230
tetraodon_nigroviridis ENSTNIG00000007185
hippocampus_comes ENSHCOG00000001357
haplochromis_burtoni ENSHBUG00000019148
neolamprologus_brichardi ENSNBRG00000007696
xiphophorus_maculatus ENSXMAG00000008498
xiphophorus_couchianus ENSXCOG00000004912
gambusia_affinis ENSGAFG00000015314
poecilia_mexicana ENSPMEG00000007372
poecilia_mexicana ENSPMEG00000007366
poecilia_formosa ENSPFOG00000000092
poecilia_latipinna ENSPLAG00000012320
poecilia_reticulata ENSPREG00000019613
fundulus_heteroclitus ENSFHEG00000021547
cyprinodon_variegatus ENSCVAG00000015506
kryptolebias_marmoratus ENSKMAG00000005171
oryzias_latipes_asm223467v1 ENSORLG00000005090
oryzias_latipes_asm223471v1 ENSORLG00020013700
oryzias_latipes_asm223469v1 ENSORLG00015011335
oryzias_melastigma ENSOMEG00000007166
amphiprion_percula ENSAPEG00000022009
amphiprion_ocellaris ENSAOCG00000012024
acanthochromis_polyacanthus ENSAPOG00000022827
stegastes_partitus ENSSPAG00000019065
amphilophus_citrinellus ENSACIG00000023877
amphilophus_citrinellus ENSACIG00000023889
maylandia_zebra ENSMZEG00005002264
astatotilapia_calliptera ENSACLG00000022766
pundamilia_nyererei ENSPNYG00000021922
oreochromis_niloticus ENSONIG00000013437
neolamprologus_brichardi ENSNBRG00000007705
gasterosteus_aculeatus ENSGACG00000019650
labrus_bergylta ENSLBEG00000020364
mastacembelus_armatus ENSMAMG00000005956
monopterus_albus ENSMALG00000013836
anabas_testudineus ENSATEG00000016091
scophthalmus_maximus ENSSMAG00000019189
cynoglossus_semilaevis ENSCSEG00000009228
seriola_dumerili ENSSDUG00000006749
seriola_lalandi_dorsalis ENSSLDG00000005431
periophthalmus_magnuspinnatus ENSPMGG00000019859
gadus_morhua ENSGMOG00000005133
esox_lucius ENSELUG00000015503
esox_lucius ENSELUG00000015470
pygocentrus_nattereri ENSPNAG00000017775
astyanax_mexicanus ENSAMXG00000002524
ictalurus_punctatus ENSIPUG00000019984
danio_rerio ENSDARG00000102766
lepisosteus_oculatus ENSLOCG00000011126
