taeniopygia_guttata ENSTGUG00000011952
lonchura_striata_domestica ENSLSDG00000001421
serinus_canaria ENSSCAG00000014847
junco_hyemalis ENSJHYG00000017242
zonotrichia_albicollis ENSZALG00000005670
ficedula_albicollis ENSFALG00000010995
parus_major ENSPMJG00000014145
cyanistes_caeruleus ENSCCEG00000014874
lepidothrix_coronata ENSLCOG00000016187
manacus_vitellinus ENSMVIG00005017981
melopsittacus_undulatus ENSMUNG00000012199
calidris_pugnax ENSCPUG00000009030
calidris_pygmaea ENSCPGG00000014513
anser_brachyrhynchus ENSABRG00000000444
anas_platyrhynchos_platyrhynchos ENSAPLG00000010244
gallus_gallus ENSGALG00000014965
coturnix_japonica ENSCJPG00005009217
meleagris_gallopavo ENSMGAG00000013387
numida_meleagris ENSNMEG00000000373
apteryx_haastii ENSAHAG00000018992
apteryx_owenii ENSAOWG00000004632
apteryx_rowi ENSARWG00000010712
dromaius_novaehollandiae ENSDNVG00000007295
nothoprocta_perdicaria ENSNPEG00000014051
crocodylus_porosus ENSCPRG00005003419
chelonoidis_abingdonii ENSCABG00000002115
gopherus_agassizii ENSGAGG00000023733
chrysemys_picta_bellii ENSCPBG00000002806
pelodiscus_sinensis ENSPSIG00000004859
sarcophilus_harrisii ENSSHAG00000018580
monodelphis_domestica ENSMODG00000017850
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016045
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039462
mus_spicilegus ENSMSIG00000029818
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015236
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030653
rattus_norvegicus ENSRNOG00000051399
meriones_unguiculatus ENSMUGG00000016501
cricetulus_griseus_crigri-picr ENSCGRG00015025243
cricetulus_griseus_crigri_1.0 ENSCGRG00000007950
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011438
mesocricetus_auratus ENSMAUG00000021181
peromyscus_maniculatus_bairdii ENSPEMG00000019392
castor_canadensis ENSCCNG00000025633
cavia_porcellus ENSCPOG00000009416
cavia_aperea ENSCAPG00000017496
chinchilla_lanigera ENSCLAG00000000565
marmota_marmota_marmota ENSMMMG00000015321
urocitellus_parryii ENSUPAG00010000440
oryctolagus_cuniculus ENSOCUG00000001188
propithecus_coquereli ENSPCOG00000017572
microcebus_murinus ENSMICG00000046212
vicugna_pacos ENSVPAG00000001084
choloepus_hoffmanni ENSCHOG00000000985
dasypus_novemcinctus ENSDNOG00000007860
ornithorhynchus_anatinus ENSOANG00000006465
notechis_scutatus ENSNSUG00000010514
loxodonta_africana ENSLAFG00000030120
xenopus_tropicalis ENSXETG00000033031
