xenopus_tropicalis ENSXETG00000000511
latimeria_chalumnae ENSLACG00000002140
poecilia_latipinna ENSPLAG00000018541
cyprinodon_variegatus ENSCVAG00000022690
acanthochromis_polyacanthus ENSAPOG00000014600
periophthalmus_magnuspinnatus ENSPMGG00000005265
labrus_bergylta ENSLBEG00000014999
mola_mola ENSMMOG00000009147
amphiprion_ocellaris ENSAOCG00000021712
amphiprion_percula ENSAPEG00000022367
acanthochromis_polyacanthus ENSAPOG00000003806
stegastes_partitus ENSSPAG00000014144
poecilia_latipinna ENSPLAG00000005884
poecilia_mexicana ENSPMEG00000001583
poecilia_reticulata ENSPREG00000001320
xiphophorus_maculatus ENSXMAG00000025722
xiphophorus_couchianus ENSXCOG00000014340
gambusia_affinis ENSGAFG00000002895
fundulus_heteroclitus ENSFHEG00000005546
kryptolebias_marmoratus ENSKMAG00000017899
oryzias_melastigma ENSOMEG00000002724
maylandia_zebra ENSMZEG00005026430
haplochromis_burtoni ENSHBUG00000012225
pundamilia_nyererei ENSPNYG00000013225
neolamprologus_brichardi ENSNBRG00000007332
oreochromis_niloticus ENSONIG00000016769
amphilophus_citrinellus ENSACIG00000012450
seriola_dumerili ENSSDUG00000001397
seriola_lalandi_dorsalis ENSSLDG00000013388
takifugu_rubripes ENSTRUG00000006844
tetraodon_nigroviridis ENSTNIG00000012477
gadus_morhua ENSGMOG00000019545
petromyzon_marinus ENSPMAG00000001018
cavia_porcellus ENSCPOG00000001994
cavia_aperea ENSCAPG00000009900
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017178
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017143
esox_lucius ENSELUG00000013457
lepisosteus_oculatus ENSLOCG00000001354
pelodiscus_sinensis ENSPSIG00000003247
ornithorhynchus_anatinus ENSOANG00000028378
calidris_pugnax ENSCPUG00000015938
lepisosteus_oculatus ENSLOCG00000001374
astyanax_mexicanus ENSAMXG00000031714
ciona_savignyi ENSCSAVG00000002098
ciona_savignyi ENSCSAVG00000010153
ciona_intestinalis ENSCING00000012441
drosophila_melanogaster FBgn0087040
saccharomyces_cerevisiae_strain_s288c YML124C
saccharomyces_cerevisiae_strain_s288c YML085C
