ciona_intestinalis ENSCING00000021218
ciona_savignyi ENSCSAVG00000008515
pogona_vitticeps ENSPVIG00000004873
anolis_carolinensis ENSACAG00000025187
notechis_scutatus ENSNSUG00000019403
salvator_merianae ENSSMRG00000004611
sphenodon_punctatus ENSSPUG00000004547
chrysemys_picta_bellii ENSCPBG00000010005
chrysemys_picta_bellii ENSCPBG00000005156
gopherus_agassizii ENSGAGG00000016771
chelonoidis_abingdonii ENSCABG00000004350
pelodiscus_sinensis ENSPSIG00000004440
apteryx_owenii ENSAOWG00000018220
apteryx_rowi ENSARWG00000002721
dromaius_novaehollandiae ENSDNVG00000015375
anser_brachyrhynchus ENSABRG00000022611
coturnix_japonica ENSCJPG00005005102
lepidothrix_coronata ENSLCOG00000000192
parus_major ENSPMJG00000001842
calidris_pygmaea ENSCPGG00000015176
equus_caballus ENSECAG00000004504
equus_asinus_asinus ENSEASG00005007528
oryctolagus_cuniculus ENSOCUG00000003385
echinops_telfairi ENSETEG00000012715
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033002
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048429
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031878
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014744
rattus_norvegicus ENSRNOG00000009255
meriones_unguiculatus ENSMUGG00000019953
cricetulus_griseus_crigri-picr ENSCGRG00015002504
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007273
mesocricetus_auratus ENSMAUG00000016236
peromyscus_maniculatus_bairdii ENSPEMG00000031004
microtus_ochrogaster ENSMOCG00000019898
microtus_ochrogaster ENSMOCG00000008451
nannospalax_galili ENSNGAG00000016810
jaculus_jaculus ENSJJAG00000010999
castor_canadensis ENSCCNG00000013541
dipodomys_ordii ENSDORG00000013397
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007020
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016134
fukomys_damarensis ENSFDAG00000005475
cavia_porcellus ENSCPOG00000031154
octodon_degus ENSODEG00000015866
chinchilla_lanigera ENSCLAG00000014951
marmota_marmota_marmota ENSMMMG00000019820
marmota_marmota_marmota ENSMMMG00000024283
urocitellus_parryii ENSUPAG00010003216
ictidomys_tridecemlineatus ENSSTOG00000026705
tupaia_belangeri ENSTBEG00000008234
prolemur_simus ENSPSMG00000017630
microcebus_murinus ENSMICG00000043935
propithecus_coquereli ENSPCOG00000016566
otolemur_garnettii ENSOGAG00000016147
mandrillus_leucophaeus ENSMLEG00000041785
chlorocebus_sabaeus ENSCSAG00000006898
cercocebus_atys ENSCATG00000041046
theropithecus_gelada ENSTGEG00000025744
macaca_nemestrina ENSMNEG00000044764
macaca_fascicularis ENSMFAG00000032190
papio_anubis ENSPANG00000005370
colobus_angolensis_palliatus ENSCANG00000027734
piliocolobus_tephrosceles ENSPTEG00000034864
rhinopithecus_bieti ENSRBIG00000038727
rhinopithecus_roxellana ENSRROG00000042684
gorilla_gorilla ENSGGOG00000000698
homo_sapiens ENSG00000142444
pan_troglodytes ENSPTRG00000010487
pongo_abelii ENSPPYG00000009567
nomascus_leucogenys ENSNLEG00000012388
saimiri_boliviensis_boliviensis ENSSBOG00000030342
cebus_capucinus_imitator ENSCCAG00000027316
callithrix_jacchus ENSCJAG00000006287
aotus_nancymaae ENSANAG00000033123
pteropus_vampyrus ENSPVAG00000012166
myotis_lucifugus ENSMLUG00000011121
capra_hircus ENSCHIG00000008021
ovis_aries ENSOARG00000017369
capra_hircus ENSCHIG00000005353
ovis_aries ENSOARG00000015549
bos_taurus ENSBTAG00000045893
bos_mutus ENSBMUG00000002186
sus_scrofa ENSSSCG00000013635
tursiops_truncatus ENSTTRG00000016648
ursus_americanus ENSUAMG00000005840
ailuropoda_melanoleuca ENSAMEG00000010998
mustela_putorius_furo ENSMPUG00000005726
neovison_vison ENSNVIG00000000951
canis_lupus_dingo ENSCAFG00020024523
canis_lupus_familiaris ENSCAFG00000017610
vulpes_vulpes ENSVVUG00000017817
panthera_pardus ENSPPRG00000009470
felis_catus ENSFCAG00000045120
loxodonta_africana ENSLAFG00000022030
procavia_capensis ENSPCAG00000001074
choloepus_hoffmanni ENSCHOG00000001456
carlito_syrichta ENSTSYG00000034894
ochotona_princeps ENSOPRG00000014048
phascolarctos_cinereus ENSPCIG00000017136
monodelphis_domestica ENSMODG00000028657
xenopus_tropicalis ENSXETG00000024867
latimeria_chalumnae ENSLACG00000015591
astyanax_mexicanus ENSAMXG00000036951
pygocentrus_nattereri ENSPNAG00000023740
ictalurus_punctatus ENSIPUG00000000894
danio_rerio ENSDARG00000037909
oryzias_latipes_asm223471v1 ENSORLG00020015616
oryzias_latipes_asm223469v1 ENSORLG00015008292
oryzias_latipes_asm223467v1 ENSORLG00000019592
oryzias_melastigma ENSOMEG00000008801
gasterosteus_aculeatus ENSGACG00000000490
amphiprion_percula ENSAPEG00000021078
amphiprion_ocellaris ENSAOCG00000024629
acanthochromis_polyacanthus ENSAPOG00000000487
stegastes_partitus ENSSPAG00000007085
stegastes_partitus ENSSPAG00000007077
astatotilapia_calliptera ENSACLG00000004756
maylandia_zebra ENSMZEG00005000529
haplochromis_burtoni ENSHBUG00000009203
pundamilia_nyererei ENSPNYG00000022489
oreochromis_niloticus ENSONIG00000006271
neolamprologus_brichardi ENSNBRG00000008644
