mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025077
mus_spicilegus ENSMSIG00000027605
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027293
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024161
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025603
rattus_norvegicus ENSRNOG00000007584
meriones_unguiculatus ENSMUGG00000000929
cricetulus_griseus_crigri_1.0 ENSCGRG00000007631
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024863
cricetulus_griseus_crigri-picr ENSCGRG00015022852
mesocricetus_auratus ENSMAUG00000020399
peromyscus_maniculatus_bairdii ENSPEMG00000015332
microtus_ochrogaster ENSMOCG00000010893
nannospalax_galili ENSNGAG00000004194
urocitellus_parryii ENSUPAG00010014097
ictidomys_tridecemlineatus ENSSTOG00000000719
spermophilus_dauricus ENSSDAG00000020153
marmota_marmota_marmota ENSMMMG00000019857
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016918
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006257
fukomys_damarensis ENSFDAG00000015044
cavia_aperea ENSCAPG00000014531
cavia_porcellus ENSCPOG00000015369
chinchilla_lanigera ENSCLAG00000010810
octodon_degus ENSODEG00000016665
castor_canadensis ENSCCNG00000010898
dipodomys_ordii ENSDORG00000013127
pan_troglodytes ENSPTRG00000006964
pan_paniscus ENSPPAG00000042014
homo_sapiens ENSG00000103966
gorilla_gorilla ENSGGOG00000011817
pongo_abelii ENSPPYG00000006387
nomascus_leucogenys ENSNLEG00000026954
pan_troglodytes ENSPTRG00000048971
macaca_mulatta ENSMMUG00000003846
macaca_nemestrina ENSMNEG00000031951
macaca_fascicularis ENSMFAG00000042599
theropithecus_gelada ENSTGEG00000003205
papio_anubis ENSPANG00000018707
cercocebus_atys ENSCATG00000034221
mandrillus_leucophaeus ENSMLEG00000036946
chlorocebus_sabaeus ENSCSAG00000008190
rhinopithecus_bieti ENSRBIG00000040681
rhinopithecus_roxellana ENSRROG00000034638
colobus_angolensis_palliatus ENSCANG00000041044
piliocolobus_tephrosceles ENSPTEG00000026936
cebus_capucinus_imitator ENSCCAG00000030886
saimiri_boliviensis_boliviensis ENSSBOG00000035819
callithrix_jacchus ENSCJAG00000020657
aotus_nancymaae ENSANAG00000033562
carlito_syrichta ENSTSYG00000028107
prolemur_simus ENSPSMG00000006728
propithecus_coquereli ENSPCOG00000023830
microcebus_murinus ENSMICG00000034027
otolemur_garnettii ENSOGAG00000016070
oryctolagus_cuniculus ENSOCUG00000015759
ochotona_princeps ENSOPRG00000003686
sorex_araneus ENSSARG00000003616
tupaia_belangeri ENSTBEG00000005470
ursus_americanus ENSUAMG00000022148
capra_hircus ENSCHIG00000025291
ovis_aries ENSOARG00000020458
bos_mutus ENSBMUG00000019501
bos_taurus ENSBTAG00000006792
bison_bison_bison ENSBBBG00000003117
sus_scrofa ENSSSCG00000020666
tursiops_truncatus ENSTTRG00000002551
vicugna_pacos ENSVPAG00000006244
canis_lupus_dingo ENSCAFG00020004728
canis_lupus_familiaris ENSCAFG00000009869
vulpes_vulpes ENSVVUG00000026933
neovison_vison ENSNVIG00000018362
mustela_putorius_furo ENSMPUG00000009546
ailuropoda_melanoleuca ENSAMEG00000016343
ursus_maritimus ENSUMAG00000011183
panthera_pardus ENSPPRG00000013283
panthera_tigris_altaica ENSPTIG00000021127
felis_catus ENSFCAG00000040964
pteropus_vampyrus ENSPVAG00000013749
myotis_lucifugus ENSMLUG00000011689
equus_asinus_asinus ENSEASG00005015157
equus_caballus ENSECAG00000017216
dasypus_novemcinctus ENSDNOG00000037551
choloepus_hoffmanni ENSCHOG00000011001
loxodonta_africana ENSLAFG00000021543
procavia_capensis ENSPCAG00000014068
erinaceus_europaeus ENSEEUG00000009114
notamacropus_eugenii ENSMEUG00000006980
phascolarctos_cinereus ENSPCIG00000018367
sarcophilus_harrisii ENSSHAG00000007926
monodelphis_domestica ENSMODG00000017946
ornithorhynchus_anatinus ENSOANG00000001975
gopherus_agassizii ENSGAGG00000020474
chelonoidis_abingdonii ENSCABG00000005704
chrysemys_picta_bellii ENSCPBG00000011098
pelodiscus_sinensis ENSPSIG00000016990
crocodylus_porosus ENSCPRG00005018475
anolis_carolinensis ENSACAG00000014864
pogona_vitticeps ENSPVIG00000019485
notechis_scutatus ENSNSUG00000008724
salvator_merianae ENSSMRG00000010179
sphenodon_punctatus ENSSPUG00000004459
apteryx_haastii ENSAHAG00000004444
apteryx_owenii ENSAOWG00000006378
apteryx_rowi ENSARWG00000009232
dromaius_novaehollandiae ENSDNVG00000018335
nothoprocta_perdicaria ENSNPEG00000003289
parus_major ENSPMJG00000014722
cyanistes_caeruleus ENSCCEG00000003457
manacus_vitellinus ENSMVIG00005010151
lepidothrix_coronata ENSLCOG00000012001
zonotrichia_albicollis ENSZALG00000008319
junco_hyemalis ENSJHYG00000007328
serinus_canaria ENSSCAG00000001255
taeniopygia_guttata ENSTGUG00000010994
lonchura_striata_domestica ENSLSDG00000017008
ficedula_albicollis ENSFALG00000005954
melopsittacus_undulatus ENSMUNG00000001418
calidris_pygmaea ENSCPGG00000015695
calidris_pugnax ENSCPUG00000014373
anas_platyrhynchos_platyrhynchos ENSAPLG00000008924
anser_brachyrhynchus ENSABRG00000003276
gallus_gallus ENSGALG00000008950
coturnix_japonica ENSCJPG00005014461
meleagris_gallopavo ENSMGAG00000011374
numida_meleagris ENSNMEG00000019848
xenopus_tropicalis ENSXETG00000015794
latimeria_chalumnae ENSLACG00000017804
ictalurus_punctatus ENSIPUG00000000544
periophthalmus_magnuspinnatus ENSPMGG00000013626
pygocentrus_nattereri ENSPNAG00000019307
astyanax_mexicanus ENSAMXG00000008348
ictalurus_punctatus ENSIPUG00000018207
danio_rerio ENSDARG00000054302
esox_lucius ENSELUG00000004390
amphiprion_percula ENSAPEG00000013326
amphiprion_ocellaris ENSAOCG00000018965
acanthochromis_polyacanthus ENSAPOG00000004967
stegastes_partitus ENSSPAG00000005490
oryzias_latipes_asm223471v1 ENSORLG00020001245
oryzias_latipes_asm223467v1 ENSORLG00000010433
oryzias_latipes_asm223469v1 ENSORLG00015020872
oryzias_melastigma ENSOMEG00000019758
takifugu_rubripes ENSTRUG00000022398
tetraodon_nigroviridis ENSTNIG00000004842
mola_mola ENSMMOG00000013306
labrus_bergylta ENSLBEG00000020127
gasterosteus_aculeatus ENSGACG00000001282
mastacembelus_armatus ENSMAMG00000000024
monopterus_albus ENSMALG00000005796
anabas_testudineus ENSATEG00000015573
seriola_lalandi_dorsalis ENSSLDG00000020986
seriola_dumerili ENSSDUG00000010947
scophthalmus_maximus ENSSMAG00000002935
kryptolebias_marmoratus ENSKMAG00000016382
amphilophus_citrinellus ENSACIG00000005591
cynoglossus_semilaevis ENSCSEG00000011195
periophthalmus_magnuspinnatus ENSPMGG00000013623
poecilia_formosa ENSPFOG00000018511
poecilia_mexicana ENSPMEG00000017519
poecilia_latipinna ENSPLAG00000003565
poecilia_reticulata ENSPREG00000003513
xiphophorus_maculatus ENSXMAG00000021228
xiphophorus_couchianus ENSXCOG00000005453
gambusia_affinis ENSGAFG00000007267
fundulus_heteroclitus ENSFHEG00000004908
cyprinodon_variegatus ENSCVAG00000006962
pundamilia_nyererei ENSPNYG00000013916
haplochromis_burtoni ENSHBUG00000016153
maylandia_zebra ENSMZEG00005004542
