capra_hircus ENSCHIG00000007862
ovis_aries ENSOARG00000008225
bos_taurus ENSBTAG00000014936
bos_mutus ENSBMUG00000002290
bison_bison_bison ENSBBBG00000018696
sus_scrofa ENSSSCG00000032554
vicugna_pacos ENSVPAG00000002400
vicugna_pacos ENSVPAG00000009061
myotis_lucifugus ENSMLUG00000006879
myotis_lucifugus ENSMLUG00000014915
pteropus_vampyrus ENSPVAG00000005501
canis_lupus_familiaris ENSCAFG00000002395
canis_lupus_dingo ENSCAFG00020017906
vulpes_vulpes ENSVVUG00000019871
vulpes_vulpes ENSVVUG00000012454
canis_lupus_dingo ENSCAFG00020000074
ursus_maritimus ENSUMAG00000011585
ursus_americanus ENSUAMG00000004977
ailuropoda_melanoleuca ENSAMEG00000018701
neovison_vison ENSNVIG00000015798
erinaceus_europaeus ENSEEUG00000001715
sorex_araneus ENSSARG00000000188
equus_caballus ENSECAG00000004567
equus_asinus_asinus ENSEASG00005000721
loxodonta_africana ENSLAFG00000002194
microcebus_murinus ENSMICG00000032970
carlito_syrichta ENSTSYG00000014383
dipodomys_ordii ENSDORG00000025212
castor_canadensis ENSCCNG00000016545
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017072
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010627
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020403
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020795
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001845
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006113
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004126
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021256
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009110
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020889
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020242
fukomys_damarensis ENSFDAG00000017518
chinchilla_lanigera ENSCLAG00000012730
chinchilla_lanigera ENSCLAG00000010780
octodon_degus ENSODEG00000020274
octodon_degus ENSODEG00000016869
cavia_porcellus ENSCPOG00000032603
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017602
cricetulus_griseus_crigri-picr ENSCGRG00015028040
cricetulus_griseus_crigri_1.0 ENSCGRG00000007607
mesocricetus_auratus ENSMAUG00000021654
microtus_ochrogaster ENSMOCG00000013077
peromyscus_maniculatus_bairdii ENSPEMG00000020001
mus_spicilegus ENSMSIG00000020257
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045973
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025973
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028309
rattus_norvegicus ENSRNOG00000050061
rattus_norvegicus ENSRNOG00000039278
meriones_unguiculatus ENSMUGG00000024238
meriones_unguiculatus ENSMUGG00000024227
nannospalax_galili ENSNGAG00000009671
ochotona_princeps ENSOPRG00000005919
oryctolagus_cuniculus ENSOCUG00000003830
saimiri_boliviensis_boliviensis ENSSBOG00000014734
cebus_capucinus_imitator ENSCCAG00000020102
callithrix_jacchus ENSCJAG00000010651
aotus_nancymaae ENSANAG00000034499
macaca_fascicularis ENSMFAG00000031297
macaca_nemestrina ENSMNEG00000006166
rhinopithecus_roxellana ENSRROG00000043735
colobus_angolensis_palliatus ENSCANG00000024519
cercocebus_atys ENSCATG00000040628
nomascus_leucogenys ENSNLEG00000031911
gorilla_gorilla ENSGGOG00000042265
pan_paniscus ENSPPAG00000029118
papio_anubis ENSPANG00000030731
cercocebus_atys ENSCATG00000016166
macaca_nemestrina ENSMNEG00000031237
mandrillus_leucophaeus ENSMLEG00000032935
rhinopithecus_bieti ENSRBIG00000027784
pan_paniscus ENSPPAG00000037323
pan_troglodytes ENSPTRG00000048644
gorilla_gorilla ENSGGOG00000040617
pan_paniscus ENSPPAG00000035767
homo_sapiens ENSG00000141437
gorilla_gorilla ENSGGOG00000017008
pongo_abelii ENSPPYG00000009092
nomascus_leucogenys ENSNLEG00000033993
pongo_abelii ENSPPYG00000019053
piliocolobus_tephrosceles ENSPTEG00000027291
rhinopithecus_bieti ENSRBIG00000007307
theropithecus_gelada ENSTGEG00000019321
chlorocebus_sabaeus ENSCSAG00000018571
homo_sapiens ENSG00000122696
pan_troglodytes ENSPTRG00000020954
nomascus_leucogenys ENSNLEG00000031078
piliocolobus_tephrosceles ENSPTEG00000024830
colobus_angolensis_palliatus ENSCANG00000038123
rhinopithecus_roxellana ENSRROG00000021760
macaca_mulatta ENSMMUG00000008669
macaca_fascicularis ENSMFAG00000020470
macaca_nemestrina ENSMNEG00000007076
mandrillus_leucophaeus ENSMLEG00000004500
cercocebus_atys ENSCATG00000020233
chlorocebus_sabaeus ENSCSAG00000000457
theropithecus_gelada ENSTGEG00000003653
pan_troglodytes ENSPTRG00000050361
gorilla_gorilla ENSGGOG00000025669
rhinopithecus_roxellana ENSRROG00000030356
macaca_nemestrina ENSMNEG00000035570
aotus_nancymaae ENSANAG00000021597
cebus_capucinus_imitator ENSCCAG00000022385
carlito_syrichta ENSTSYG00000004031
microcebus_murinus ENSMICG00000005599
microcebus_murinus ENSMICG00000006064
prolemur_simus ENSPSMG00000005463
otolemur_garnettii ENSOGAG00000006185
tupaia_belangeri ENSTBEG00000017048
spermophilus_dauricus ENSSDAG00000020699
spermophilus_dauricus ENSSDAG00000021370
urocitellus_parryii ENSUPAG00010016660
marmota_marmota_marmota ENSMMMG00000005556
dasypus_novemcinctus ENSDNOG00000014837
dasypus_novemcinctus ENSDNOG00000044166
phascolarctos_cinereus ENSPCIG00000034779
sarcophilus_harrisii ENSSHAG00000017144
