homo_sapiens ENSG00000197106
gorilla_gorilla ENSGGOG00000013131
pan_troglodytes ENSPTRG00000023683
pan_paniscus ENSPPAG00000042325
pongo_abelii ENSPPYG00000001054
nomascus_leucogenys ENSNLEG00000003562
theropithecus_gelada ENSTGEG00000002282
papio_anubis ENSPANG00000015879
cercocebus_atys ENSCATG00000044184
mandrillus_leucophaeus ENSMLEG00000028113
macaca_mulatta ENSMMUG00000021544
macaca_nemestrina ENSMNEG00000036850
macaca_fascicularis ENSMFAG00000044649
chlorocebus_sabaeus ENSCSAG00000001561
colobus_angolensis_palliatus ENSCANG00000039611
piliocolobus_tephrosceles ENSPTEG00000027088
rhinopithecus_roxellana ENSRROG00000039067
rhinopithecus_bieti ENSRBIG00000009407
saimiri_boliviensis_boliviensis ENSSBOG00000024218
callithrix_jacchus ENSCJAG00000003381
cebus_capucinus_imitator ENSCCAG00000033403
aotus_nancymaae ENSANAG00000029240
carlito_syrichta ENSTSYG00000004546
prolemur_simus ENSPSMG00000011107
microcebus_murinus ENSMICG00000005237
propithecus_coquereli ENSPCOG00000022465
otolemur_garnettii ENSOGAG00000013841
mus_spicilegus ENSMSIG00000032152
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026453
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027894
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025503
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026949
rattus_norvegicus ENSRNOG00000050090
meriones_unguiculatus ENSMUGG00000023719
cricetulus_griseus_crigri_1.0 ENSCGRG00000002351
cricetulus_griseus_crigri_1.0 ENSCGRG00000012050
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022219
cricetulus_griseus_crigri-picr ENSCGRG00015026024
mesocricetus_auratus ENSMAUG00000008441
microtus_ochrogaster ENSMOCG00000011733
peromyscus_maniculatus_bairdii ENSPEMG00000015829
nannospalax_galili ENSNGAG00000014539
jaculus_jaculus ENSJJAG00000000242
castor_canadensis ENSCCNG00000007505
dipodomys_ordii ENSDORG00000005866
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014129
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014760
fukomys_damarensis ENSFDAG00000019006
cavia_porcellus ENSCPOG00000012775
cavia_aperea ENSCAPG00000016551
chinchilla_lanigera ENSCLAG00000011786
octodon_degus ENSODEG00000004456
urocitellus_parryii ENSUPAG00010016070
marmota_marmota_marmota ENSMMMG00000020765
spermophilus_dauricus ENSSDAG00000011984
ictidomys_tridecemlineatus ENSSTOG00000009625
capra_hircus ENSCHIG00000021595
ovis_aries ENSOARG00000019409
bos_taurus ENSBTAG00000001981
bos_mutus ENSBMUG00000002960
bison_bison_bison ENSBBBG00000009473
tursiops_truncatus ENSTTRG00000001314
sus_scrofa ENSSSCG00000006811
equus_asinus_asinus ENSEASG00005005353
equus_caballus ENSECAG00000024394
sorex_araneus ENSSARG00000002928
pteropus_vampyrus ENSPVAG00000007197
myotis_lucifugus ENSMLUG00000007150
ursus_americanus ENSUAMG00000025094
ursus_maritimus ENSUMAG00000013610
ailuropoda_melanoleuca ENSAMEG00000005229
mustela_putorius_furo ENSMPUG00000003802
neovison_vison ENSNVIG00000023270
canis_lupus_familiaris ENSCAFG00000019791
canis_lupus_dingo ENSCAFG00020009693
vulpes_vulpes ENSVVUG00000002886
panthera_pardus ENSPPRG00000015720
panthera_tigris_altaica ENSPTIG00000013129
felis_catus ENSFCAG00000005162
choloepus_hoffmanni ENSCHOG00000001106
loxodonta_africana ENSLAFG00000006377
procavia_capensis ENSPCAG00000015122
oryctolagus_cuniculus ENSOCUG00000002427
ochotona_princeps ENSOPRG00000004164
echinops_telfairi ENSETEG00000007889
dasypus_novemcinctus ENSDNOG00000008471
phascolarctos_cinereus ENSPCIG00000003471
notamacropus_eugenii ENSMEUG00000005425
monodelphis_domestica ENSMODG00000001744
sarcophilus_harrisii ENSSHAG00000008817
ornithorhynchus_anatinus ENSOANG00000005887
gallus_gallus ENSGALG00000000394
coturnix_japonica ENSCJPG00005009173
meleagris_gallopavo ENSMGAG00000002298
numida_meleagris ENSNMEG00000009190
anser_brachyrhynchus ENSABRG00000005733
anas_platyrhynchos_platyrhynchos ENSAPLG00000015200
lonchura_striata_domestica ENSLSDG00000009107
taeniopygia_guttata ENSTGUG00000000875
cyanistes_caeruleus ENSCCEG00000006455
parus_major ENSPMJG00000011947
lepidothrix_coronata ENSLCOG00000005170
manacus_vitellinus ENSMVIG00005011277
junco_hyemalis ENSJHYG00000016844
ficedula_albicollis ENSFALG00000003043
serinus_canaria ENSSCAG00000000252
melopsittacus_undulatus ENSMUNG00000006526
calidris_pugnax ENSCPUG00000019717
calidris_pygmaea ENSCPGG00000019295
apteryx_haastii ENSAHAG00000008921
apteryx_owenii ENSAOWG00000007053
apteryx_rowi ENSARWG00000011997
dromaius_novaehollandiae ENSDNVG00000015145
nothoprocta_perdicaria ENSNPEG00000008542
crocodylus_porosus ENSCPRG00005003714
chelonoidis_abingdonii ENSCABG00000006330
gopherus_agassizii ENSGAGG00000013253
chrysemys_picta_bellii ENSCPBG00000001596
pelodiscus_sinensis ENSPSIG00000006719
notechis_scutatus ENSNSUG00000015116
notechis_scutatus ENSNSUG00000015504
pogona_vitticeps ENSPVIG00000017014
anolis_carolinensis ENSACAG00000012493
salvator_merianae ENSSMRG00000018442
salvator_merianae ENSSMRG00000018443
sphenodon_punctatus ENSSPUG00000009420
