apteryx_rowi ENSARWG00000000056
apteryx_haastii ENSAHAG00000012421
apteryx_owenii ENSAOWG00000000120
dromaius_novaehollandiae ENSDNVG00000009424
nothoprocta_perdicaria ENSNPEG00000004315
lonchura_striata_domestica ENSLSDG00000004419
taeniopygia_guttata ENSTGUG00000008720
serinus_canaria ENSSCAG00000010161
ficedula_albicollis ENSFALG00000013970
parus_major ENSPMJG00000017238
cyanistes_caeruleus ENSCCEG00000022402
junco_hyemalis ENSJHYG00000006055
zonotrichia_albicollis ENSZALG00000002956
manacus_vitellinus ENSMVIG00005003442
lepidothrix_coronata ENSLCOG00000002166
calidris_pygmaea ENSCPGG00000017432
calidris_pugnax ENSCPUG00000015618
melopsittacus_undulatus ENSMUNG00000006601
anser_brachyrhynchus ENSABRG00000011547
anas_platyrhynchos_platyrhynchos ENSAPLG00000005439
coturnix_japonica ENSCJPG00005013572
meleagris_gallopavo ENSMGAG00000001523
numida_meleagris ENSNMEG00000008153
crocodylus_porosus ENSCPRG00005005004
gopherus_agassizii ENSGAGG00000015228
chelonoidis_abingdonii ENSCABG00000003667
chrysemys_picta_bellii ENSCPBG00000019995
pelodiscus_sinensis ENSPSIG00000014987
anolis_carolinensis ENSACAG00000012302
pogona_vitticeps ENSPVIG00000005604
salvator_merianae ENSSMRG00000020076
notechis_scutatus ENSNSUG00000020047
sphenodon_punctatus ENSSPUG00000000162
ornithorhynchus_anatinus ENSOANG00000030691
ornithorhynchus_anatinus ENSOANG00000001939
phascolarctos_cinereus ENSPCIG00000030286
sarcophilus_harrisii ENSSHAG00000015332
monodelphis_domestica ENSMODG00000008276
dasypus_novemcinctus ENSDNOG00000036745
choloepus_hoffmanni ENSCHOG00000010207
loxodonta_africana ENSLAFG00000000137
procavia_capensis ENSPCAG00000003527
pan_troglodytes ENSPTRG00000019433
pan_troglodytes ENSPTRG00000046742
pan_paniscus ENSPPAG00000032735
homo_sapiens ENSG00000164715
gorilla_gorilla ENSGGOG00000003052
pongo_abelii ENSPPYG00000017360
nomascus_leucogenys ENSNLEG00000010627
cercocebus_atys ENSCATG00000037130
mandrillus_leucophaeus ENSMLEG00000033242
theropithecus_gelada ENSTGEG00000014004
papio_anubis ENSPANG00000023289
macaca_fascicularis ENSMFAG00000034382
macaca_mulatta ENSMMUG00000015477
macaca_nemestrina ENSMNEG00000038154
chlorocebus_sabaeus ENSCSAG00000017746
piliocolobus_tephrosceles ENSPTEG00000020899
colobus_angolensis_palliatus ENSCANG00000033885
rhinopithecus_bieti ENSRBIG00000033161
rhinopithecus_roxellana ENSRROG00000039527
saimiri_boliviensis_boliviensis ENSSBOG00000035095
cebus_capucinus_imitator ENSCCAG00000021992
callithrix_jacchus ENSCJAG00000015240
aotus_nancymaae ENSANAG00000030215
carlito_syrichta ENSTSYG00000004417
propithecus_coquereli ENSPCOG00000025104
microcebus_murinus ENSMICG00000002866
prolemur_simus ENSPSMG00000003391
otolemur_garnettii ENSOGAG00000010100
tupaia_belangeri ENSTBEG00000016375
mus_spicilegus ENSMSIG00000029281
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028998
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038970
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027995
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024566
rattus_norvegicus ENSRNOG00000025155
meriones_unguiculatus ENSMUGG00000018015
cricetulus_griseus_crigri-picr ENSCGRG00015014812
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005742
cricetulus_griseus_crigri_1.0 ENSCGRG00000014585
mesocricetus_auratus ENSMAUG00000014353
microtus_ochrogaster ENSMOCG00000019505
peromyscus_maniculatus_bairdii ENSPEMG00000002227
nannospalax_galili ENSNGAG00000012019
jaculus_jaculus ENSJJAG00000013256
castor_canadensis ENSCCNG00000003970
dipodomys_ordii ENSDORG00000003934
chinchilla_lanigera ENSCLAG00000005806
octodon_degus ENSODEG00000012233
cavia_porcellus ENSCPOG00000009408
