castor_canadensis ENSCCNG00000009892
dipodomys_ordii ENSDORG00000023172
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023080
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044043
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022170
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018904
rattus_norvegicus ENSRNOG00000020059
meriones_unguiculatus ENSMUGG00000024120
cricetulus_griseus_crigri-picr ENSCGRG00015000267
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003080
cricetulus_griseus_crigri_1.0 ENSCGRG00000005544
mesocricetus_auratus ENSMAUG00000007891
microtus_ochrogaster ENSMOCG00000003047
peromyscus_maniculatus_bairdii ENSPEMG00000024404
spermophilus_dauricus ENSSDAG00000019185
urocitellus_parryii ENSUPAG00010008071
marmota_marmota_marmota ENSMMMG00000011393
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001151
octodon_degus ENSODEG00000011819
aotus_nancymaae ENSANAG00000023913
callithrix_jacchus ENSCJAG00000005254
mandrillus_leucophaeus ENSMLEG00000042263
theropithecus_gelada ENSTGEG00000026574
macaca_fascicularis ENSMFAG00000003623
macaca_mulatta ENSMMUG00000029809
macaca_nemestrina ENSMNEG00000032300
cercocebus_atys ENSCATG00000041883
papio_anubis ENSPANG00000034248
rhinopithecus_roxellana ENSRROG00000038377
colobus_angolensis_palliatus ENSCANG00000012551
pan_paniscus ENSPPAG00000038399
pan_troglodytes ENSPTRG00000032486
gorilla_gorilla ENSGGOG00000036986
nomascus_leucogenys ENSNLEG00000009493
felis_catus ENSFCAG00000034543
panthera_tigris_altaica ENSPTIG00000017999
ursus_maritimus ENSUMAG00000012767
myotis_lucifugus ENSMLUG00000022929
bos_taurus ENSBTAG00000049493
bos_mutus ENSBMUG00000016707
capra_hircus ENSCHIG00000023866
sus_scrofa ENSSSCG00000021414
equus_caballus ENSECAG00000037002
equus_asinus_asinus ENSEASG00005018116
