erinaceus_europaeus ENSEEUG00000005859
sorex_araneus ENSSARG00000014303
equus_caballus ENSECAG00000031632
bos_mutus ENSBMUG00000019382
bos_taurus ENSBTAG00000034045
capra_hircus ENSCHIG00000000125
tursiops_truncatus ENSTTRG00000000614
vicugna_pacos ENSVPAG00000004212
neovison_vison ENSNVIG00000018389
mustela_putorius_furo ENSMPUG00000011480
ursus_americanus ENSUAMG00000018616
canis_lupus_familiaris ENSCAFG00000019090
canis_lupus_dingo ENSCAFG00020024364
vulpes_vulpes ENSVVUG00000000782
marmota_marmota_marmota ENSMMMG00000012501
spermophilus_dauricus ENSSDAG00000012789
peromyscus_maniculatus_bairdii ENSPEMG00000016206
cricetulus_griseus_crigri-picr ENSCGRG00015012500
microtus_ochrogaster ENSMOCG00000007736
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034276
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062170
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033122
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031664
rattus_norvegicus ENSRNOG00000053397
oryctolagus_cuniculus ENSOCUG00000029478
macaca_fascicularis ENSMFAG00000036881
macaca_mulatta ENSMMUG00000039691
macaca_nemestrina ENSMNEG00000036711
chlorocebus_sabaeus ENSCSAG00000007271
papio_anubis ENSPANG00000016635
theropithecus_gelada ENSTGEG00000006528
cercocebus_atys ENSCATG00000039334
mandrillus_leucophaeus ENSMLEG00000029212
rhinopithecus_bieti ENSRBIG00000004666
rhinopithecus_roxellana ENSRROG00000028763
colobus_angolensis_palliatus ENSCANG00000042781
pan_troglodytes ENSPTRG00000022350
pan_paniscus ENSPPAG00000032015
homo_sapiens ENSG00000176988
gorilla_gorilla ENSGGOG00000011460
pongo_abelii ENSPPYG00000020798
nomascus_leucogenys ENSNLEG00000034229
aotus_nancymaae ENSANAG00000029333
cebus_capucinus_imitator ENSCCAG00000020669
prolemur_simus ENSPSMG00000000715
loxodonta_africana ENSLAFG00000011672
procavia_capensis ENSPCAG00000002247
echinops_telfairi ENSETEG00000014649
pteropus_vampyrus ENSPVAG00000013388
monodelphis_domestica ENSMODG00000027457
ornithorhynchus_anatinus ENSOANG00000030698
numida_meleagris ENSNMEG00000002589
gallus_gallus ENSGALG00000044816
pogona_vitticeps ENSPVIG00000022091
