sorex_araneus ENSSARG00000012323
erinaceus_europaeus ENSEEUG00000001949
tupaia_belangeri ENSTBEG00000003008
cercocebus_atys ENSCATG00000015884
mandrillus_leucophaeus ENSMLEG00000031731
papio_anubis ENSPANG00000008086
theropithecus_gelada ENSTGEG00000022611
macaca_fascicularis ENSMFAG00000040935
macaca_mulatta ENSMMUG00000011474
macaca_nemestrina ENSMNEG00000011460
chlorocebus_sabaeus ENSCSAG00000008350
piliocolobus_tephrosceles ENSPTEG00000034098
colobus_angolensis_palliatus ENSCANG00000019074
rhinopithecus_bieti ENSRBIG00000035859
rhinopithecus_roxellana ENSRROG00000028111
pan_paniscus ENSPPAG00000016516
pan_troglodytes ENSPTRG00000022259
gorilla_gorilla ENSGGOG00000015184
homo_sapiens ENSG00000122121
pongo_abelii ENSPPYG00000020706
nomascus_leucogenys ENSNLEG00000015227
cebus_capucinus_imitator ENSCCAG00000036408
saimiri_boliviensis_boliviensis ENSSBOG00000030099
callithrix_jacchus ENSCJAG00000002719
aotus_nancymaae ENSANAG00000028579
carlito_syrichta ENSTSYG00000008767
microcebus_murinus ENSMICG00000015814
propithecus_coquereli ENSPCOG00000026546
prolemur_simus ENSPSMG00000017262
otolemur_garnettii ENSOGAG00000000411
castor_canadensis ENSCCNG00000002072
dipodomys_ordii ENSDORG00000012043
mus_spicilegus ENSMSIG00000026886
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034195
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037005
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033037
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031582
rattus_norvegicus ENSRNOG00000004009
meriones_unguiculatus ENSMUGG00000010308
cricetulus_griseus_crigri-picr ENSCGRG00015013614
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010203
cricetulus_griseus_crigri_1.0 ENSCGRG00000013793
mesocricetus_auratus ENSMAUG00000011869
peromyscus_maniculatus_bairdii ENSPEMG00000008851
microtus_ochrogaster ENSMOCG00000020269
nannospalax_galili ENSNGAG00000016566
jaculus_jaculus ENSJJAG00000019789
chinchilla_lanigera ENSCLAG00000001456
octodon_degus ENSODEG00000011534
cavia_porcellus ENSCPOG00000001250
cavia_aperea ENSCAPG00000010027
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002423
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001927
fukomys_damarensis ENSFDAG00000004419
urocitellus_parryii ENSUPAG00010011559
marmota_marmota_marmota ENSMMMG00000005279
spermophilus_dauricus ENSSDAG00000021718
ictidomys_tridecemlineatus ENSSTOG00000008211
oryctolagus_cuniculus ENSOCUG00000010636
ochotona_princeps ENSOPRG00000002218
vicugna_pacos ENSVPAG00000000705
sus_scrofa ENSSSCG00000012651
bos_taurus ENSBTAG00000010345
bos_mutus ENSBMUG00000013499
ovis_aries ENSOARG00000014954
capra_hircus ENSCHIG00000019043
tursiops_truncatus ENSTTRG00000002129
equus_asinus_asinus ENSEASG00005007700
equus_caballus ENSECAG00000021600
ursus_americanus ENSUAMG00000003064
ursus_maritimus ENSUMAG00000004532
ailuropoda_melanoleuca ENSAMEG00000015089
mustela_putorius_furo ENSMPUG00000017426
neovison_vison ENSNVIG00000001414
canis_lupus_familiaris ENSCAFG00000018700
canis_lupus_dingo ENSCAFG00020001538
vulpes_vulpes ENSVVUG00000008919
panthera_pardus ENSPPRG00000010926
panthera_tigris_altaica ENSPTIG00000010709
felis_catus ENSFCAG00000008070
pteropus_vampyrus ENSPVAG00000017924
myotis_lucifugus ENSMLUG00000001962
loxodonta_africana ENSLAFG00000005326
procavia_capensis ENSPCAG00000001961
echinops_telfairi ENSETEG00000010931
dasypus_novemcinctus ENSDNOG00000011646
phascolarctos_cinereus ENSPCIG00000015378
notamacropus_eugenii ENSMEUG00000007945
sarcophilus_harrisii ENSSHAG00000014675
monodelphis_domestica ENSMODG00000013216
ornithorhynchus_anatinus ENSOANG00000013312
apteryx_haastii ENSAHAG00000003959
apteryx_owenii ENSAOWG00000014960
apteryx_rowi ENSARWG00000003356
dromaius_novaehollandiae ENSDNVG00000014708
nothoprocta_perdicaria ENSNPEG00000005704
calidris_pygmaea ENSCPGG00000000261
calidris_pugnax ENSCPUG00000008220
melopsittacus_undulatus ENSMUNG00000015035
taeniopygia_guttata ENSTGUG00000005061
taeniopygia_guttata ENSTGUG00000005094
lonchura_striata_domestica ENSLSDG00000001739
parus_major ENSPMJG00000012322
junco_hyemalis ENSJHYG00000013656
zonotrichia_albicollis ENSZALG00000013689
serinus_canaria ENSSCAG00000015949
ficedula_albicollis ENSFALG00000011752
lepidothrix_coronata ENSLCOG00000009102
manacus_vitellinus ENSMVIG00005010079
anser_brachyrhynchus ENSABRG00000002152
anas_platyrhynchos_platyrhynchos ENSAPLG00000023417
gallus_gallus ENSGALG00000025935
meleagris_gallopavo ENSMGAG00000001996
crocodylus_porosus ENSCPRG00005009416
chrysemys_picta_bellii ENSCPBG00000011992
chrysemys_picta_bellii ENSCPBG00000011995
gopherus_agassizii ENSGAGG00000009448
chelonoidis_abingdonii ENSCABG00000019453
pelodiscus_sinensis ENSPSIG00000004073
anolis_carolinensis ENSACAG00000009224
pogona_vitticeps ENSPVIG00000005762
notechis_scutatus ENSNSUG00000000988
salvator_merianae ENSSMRG00000013174
anas_platyrhynchos_platyrhynchos ENSAPLG00000022336
xenopus_tropicalis ENSXETG00000007460
latimeria_chalumnae ENSLACG00000013078
mastacembelus_armatus ENSMAMG00000020280
monopterus_albus ENSMALG00000008598
anabas_testudineus ENSATEG00000018382
seriola_dumerili ENSSDUG00000006081
seriola_lalandi_dorsalis ENSSLDG00000002557
scophthalmus_maximus ENSSMAG00000013218
amphiprion_ocellaris ENSAOCG00000020661
amphiprion_percula ENSAPEG00000006123
acanthochromis_polyacanthus ENSAPOG00000012072
stegastes_partitus ENSSPAG00000009506
maylandia_zebra ENSMZEG00005007420
astatotilapia_calliptera ENSACLG00000001072
haplochromis_burtoni ENSHBUG00000016524
pundamilia_nyererei ENSPNYG00000010569
oreochromis_niloticus ENSONIG00000002596
neolamprologus_brichardi ENSNBRG00000021361
amphilophus_citrinellus ENSACIG00000013093
fundulus_heteroclitus ENSFHEG00000017384
cyprinodon_variegatus ENSCVAG00000005550
xiphophorus_maculatus ENSXMAG00000013561
xiphophorus_couchianus ENSXCOG00000016524
gambusia_affinis ENSGAFG00000020063
poecilia_mexicana ENSPMEG00000024200
poecilia_formosa ENSPFOG00000017029
poecilia_latipinna ENSPLAG00000020484
poecilia_reticulata ENSPREG00000011720
kryptolebias_marmoratus ENSKMAG00000000804
oryzias_latipes_asm223471v1 ENSORLG00020022103
oryzias_latipes_asm223467v1 ENSORLG00000001251
oryzias_latipes_asm223469v1 ENSORLG00015000779
oryzias_melastigma ENSOMEG00000015211
labrus_bergylta ENSLBEG00000028708
labrus_bergylta ENSLBEG00000014116
gasterosteus_aculeatus ENSGACG00000017362
takifugu_rubripes ENSTRUG00000010975
tetraodon_nigroviridis ENSTNIG00000006012
mola_mola ENSMMOG00000004220
hippocampus_comes ENSHCOG00000004944
cynoglossus_semilaevis ENSCSEG00000002827
periophthalmus_magnuspinnatus ENSPMGG00000016373
gadus_morhua ENSGMOG00000005338
esox_lucius ENSELUG00000019691
pygocentrus_nattereri ENSPNAG00000021036
astyanax_mexicanus ENSAMXG00000000237
ictalurus_punctatus ENSIPUG00000018941
danio_rerio ENSDARG00000026017
paramormyrops_kingsleyae ENSPKIG00000021789
scleropages_formosus ENSSFOG00015006015
lepisosteus_oculatus ENSLOCG00000015278
petromyzon_marinus ENSPMAG00000006545
ciona_savignyi ENSCSAVG00000010897
ciona_intestinalis ENSCING00000007408
ciona_intestinalis ENSCING00000008000
