chinchilla_lanigera ENSCLAG00000010332
octodon_degus ENSODEG00000007783
cavia_porcellus ENSCPOG00000039350
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010270
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008961
fukomys_damarensis ENSFDAG00000020444
castor_canadensis ENSCCNG00000010304
marmota_marmota_marmota ENSMMMG00000004303
urocitellus_parryii ENSUPAG00010023364
marmota_marmota_marmota ENSMMMG00000007896
nannospalax_galili ENSNGAG00000020239
ochotona_princeps ENSOPRG00000000448
oryctolagus_cuniculus ENSOCUG00000029554
tupaia_belangeri ENSTBEG00000015869
pan_troglodytes ENSPTRG00000005652
pan_paniscus ENSPPAG00000030272
gorilla_gorilla ENSGGOG00000041812
homo_sapiens ENSG00000256223
pongo_abelii ENSPPYG00000005155
nomascus_leucogenys ENSNLEG00000035463
macaca_fascicularis ENSMFAG00000041167
macaca_nemestrina ENSMNEG00000035568
chlorocebus_sabaeus ENSCSAG00000001811
papio_anubis ENSPANG00000019207
theropithecus_gelada ENSTGEG00000001373
mandrillus_leucophaeus ENSMLEG00000038047
cercocebus_atys ENSCATG00000009560
colobus_angolensis_palliatus ENSCANG00000029052
piliocolobus_tephrosceles ENSPTEG00000030787
rhinopithecus_bieti ENSRBIG00000043035
rhinopithecus_roxellana ENSRROG00000042770
homo_sapiens ENSG00000256825
saimiri_boliviensis_boliviensis ENSSBOG00000021887
cebus_capucinus_imitator ENSCCAG00000024646
callithrix_jacchus ENSCJAG00000034524
aotus_nancymaae ENSANAG00000024582
carlito_syrichta ENSTSYG00000010130
microcebus_murinus ENSMICG00000015899
propithecus_coquereli ENSPCOG00000019224
otolemur_garnettii ENSOGAG00000013194
bos_taurus ENSBTAG00000039242
bos_mutus ENSBMUG00000015475
bison_bison_bison ENSBBBG00000017352
capra_hircus ENSCHIG00000014210
tursiops_truncatus ENSTTRG00000004371
sus_scrofa ENSSSCG00000033616
equus_asinus_asinus ENSEASG00005016756
equus_caballus ENSECAG00000012277
mustela_putorius_furo ENSMPUG00000002717
neovison_vison ENSNVIG00000002116
ursus_maritimus ENSUMAG00000001015
ursus_americanus ENSUAMG00000007488
canis_lupus_dingo ENSCAFG00020009775
canis_lupus_familiaris ENSCAFG00000031976
vulpes_vulpes ENSVVUG00000007796
panthera_pardus ENSPPRG00000006374
panthera_tigris_altaica ENSPTIG00000015524
felis_catus ENSFCAG00000045505
ailuropoda_melanoleuca ENSAMEG00000013365
erinaceus_europaeus ENSEEUG00000004595
pteropus_vampyrus ENSPVAG00000014539
myotis_lucifugus ENSMLUG00000009191
choloepus_hoffmanni ENSCHOG00000002413
dasypus_novemcinctus ENSDNOG00000013886
procavia_capensis ENSPCAG00000008154
echinops_telfairi ENSETEG00000018757
