ursus_maritimus ENSUMAG00000003482
ursus_americanus ENSUAMG00000011510
ailuropoda_melanoleuca ENSAMEG00000017182
mustela_putorius_furo ENSMPUG00000016457
canis_lupus_familiaris ENSCAFG00000028993
vulpes_vulpes ENSVVUG00000014874
myotis_lucifugus ENSMLUG00000025489
ovis_aries ENSOARG00000004928
capra_hircus ENSCHIG00000009672
bos_taurus ENSBTAG00000013871
sus_scrofa ENSSSCG00000039443
equus_caballus ENSECAG00000037347
peromyscus_maniculatus_bairdii ENSPEMG00000020998
microtus_ochrogaster ENSMOCG00000013696
cricetulus_griseus_crigri_1.0 ENSCGRG00000002558
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023476
cricetulus_griseus_crigri-picr ENSCGRG00015010153
mesocricetus_auratus ENSMAUG00000000151
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023297
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024512
mus_spicilegus ENSMSIG00000030873
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022385
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019113
rattus_norvegicus ENSRNOG00000028712
meriones_unguiculatus ENSMUGG00000020897
nannospalax_galili ENSNGAG00000021909
jaculus_jaculus ENSJJAG00000011504
chinchilla_lanigera ENSCLAG00000007044
fukomys_damarensis ENSFDAG00000012605
castor_canadensis ENSCCNG00000012675
marmota_marmota_marmota ENSMMMG00000005165
dasypus_novemcinctus ENSDNOG00000035752
loxodonta_africana ENSLAFG00000029901
