caenorhabditis_elegans_strain_n2 WBGene00011338
piliocolobus_tephrosceles ENSPTEG00000000925
petromyzon_marinus ENSPMAG00000006582
eptatretus_burgeri ENSEBUG00000014453
mastacembelus_armatus ENSMAMG00000019139
monopterus_albus ENSMALG00000002009
anabas_testudineus ENSATEG00000000189
seriola_dumerili ENSSDUG00000019350
seriola_lalandi_dorsalis ENSSLDG00000024286
scophthalmus_maximus ENSSMAG00000002291
fundulus_heteroclitus ENSFHEG00000012139
cyprinodon_variegatus ENSCVAG00000005052
poecilia_formosa ENSPFOG00000004148
poecilia_latipinna ENSPLAG00000013362
poecilia_mexicana ENSPMEG00000011569
poecilia_reticulata ENSPREG00000001785
xiphophorus_couchianus ENSXCOG00000006201
xiphophorus_maculatus ENSXMAG00000014901
gambusia_affinis ENSGAFG00000004670
kryptolebias_marmoratus ENSKMAG00000014579
oryzias_latipes_asm223471v1 ENSORLG00020006813
oryzias_latipes_asm223467v1 ENSORLG00000009277
oryzias_latipes_asm223469v1 ENSORLG00015006010
oryzias_melastigma ENSOMEG00000011837
maylandia_zebra ENSMZEG00005001132
astatotilapia_calliptera ENSACLG00000004731
pundamilia_nyererei ENSPNYG00000021512
haplochromis_burtoni ENSHBUG00000018614
neolamprologus_brichardi ENSNBRG00000013799
oreochromis_niloticus ENSONIG00000016076
amphilophus_citrinellus ENSACIG00000024520
amphiprion_ocellaris ENSAOCG00000008929
amphiprion_percula ENSAPEG00000019939
acanthochromis_polyacanthus ENSAPOG00000018085
stegastes_partitus ENSSPAG00000015424
mola_mola ENSMMOG00000013774
tetraodon_nigroviridis ENSTNIG00000019396
labrus_bergylta ENSLBEG00000008833
gasterosteus_aculeatus ENSGACG00000002414
cynoglossus_semilaevis ENSCSEG00000017083
hippocampus_comes ENSHCOG00000016261
gadus_morhua ENSGMOG00000000406
esox_lucius ENSELUG00000013422
astyanax_mexicanus ENSAMXG00000020434
pygocentrus_nattereri ENSPNAG00000018529
danio_rerio ENSDARG00000002916
scleropages_formosus ENSSFOG00015013790
paramormyrops_kingsleyae ENSPKIG00000007382
lepisosteus_oculatus ENSLOCG00000005377
poecilia_mexicana ENSPMEG00000007867
poecilia_latipinna ENSPLAG00000011053
periophthalmus_magnuspinnatus ENSPMGG00000008368
latimeria_chalumnae ENSLACG00000018267
apteryx_haastii ENSAHAG00000003754
apteryx_owenii ENSAOWG00000008978
apteryx_rowi ENSARWG00000004939
dromaius_novaehollandiae ENSDNVG00000003757
nothoprocta_perdicaria ENSNPEG00000012237
anser_brachyrhynchus ENSABRG00000013130
anas_platyrhynchos_platyrhynchos ENSAPLG00000015227
gallus_gallus ENSGALG00000005722
meleagris_gallopavo ENSMGAG00000007326
coturnix_japonica ENSCJPG00005018851
numida_meleagris ENSNMEG00000002701
zonotrichia_albicollis ENSZALG00000012913
junco_hyemalis ENSJHYG00000018003
serinus_canaria ENSSCAG00000017212
lonchura_striata_domestica ENSLSDG00000003352
taeniopygia_guttata ENSTGUG00000007660
ficedula_albicollis ENSFALG00000007329
parus_major ENSPMJG00000015532
cyanistes_caeruleus ENSCCEG00000015521
lepidothrix_coronata ENSLCOG00000004969
manacus_vitellinus ENSMVIG00005016859
melopsittacus_undulatus ENSMUNG00000013727
calidris_pygmaea ENSCPGG00000018279
calidris_pugnax ENSCPUG00000013638
crocodylus_porosus ENSCPRG00005000707
chelonoidis_abingdonii ENSCABG00000006755
gopherus_agassizii ENSGAGG00000000535
chrysemys_picta_bellii ENSCPBG00000020557
sphenodon_punctatus ENSSPUG00000008292
castor_canadensis ENSCCNG00000031188
chinchilla_lanigera ENSCLAG00000008608
ursus_americanus ENSUAMG00000018207
sorex_araneus ENSSARG00000003940
carlito_syrichta ENSTSYG00000031837
echinops_telfairi ENSETEG00000003161
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007011
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006335
fukomys_damarensis ENSFDAG00000001197
cavia_porcellus ENSCPOG00000007432
urocitellus_parryii ENSUPAG00010010697
ictidomys_tridecemlineatus ENSSTOG00000009253
spermophilus_dauricus ENSSDAG00000022834
marmota_marmota_marmota ENSMMMG00000023033
mus_spicilegus ENSMSIG00000013336
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023921
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051984
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023000
rattus_norvegicus ENSRNOG00000025781
meriones_unguiculatus ENSMUGG00000013010
cricetulus_griseus_crigri_1.0 ENSCGRG00000002699
cricetulus_griseus_crigri-picr ENSCGRG00015023232
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008897
mesocricetus_auratus ENSMAUG00000019690
peromyscus_maniculatus_bairdii ENSPEMG00000018861
microtus_ochrogaster ENSMOCG00000012074
nannospalax_galili ENSNGAG00000003078
jaculus_jaculus ENSJJAG00000020478
dipodomys_ordii ENSDORG00000000124
oryctolagus_cuniculus ENSOCUG00000000988
ochotona_princeps ENSOPRG00000007676
tupaia_belangeri ENSTBEG00000000193
propithecus_coquereli ENSPCOG00000023825
microcebus_murinus ENSMICG00000044332
prolemur_simus ENSPSMG00000008962
otolemur_garnettii ENSOGAG00000008885
pan_paniscus ENSPPAG00000035674
pan_troglodytes ENSPTRG00000002850
gorilla_gorilla ENSGGOG00000014643
homo_sapiens ENSG00000075826
pongo_abelii ENSPPYG00000002569
nomascus_leucogenys ENSNLEG00000014765
rhinopithecus_bieti ENSRBIG00000039120
