calidris_pugnax ENSCPUG00000008473
calidris_pygmaea ENSCPGG00000011313
melopsittacus_undulatus ENSMUNG00000010670
manacus_vitellinus ENSMVIG00005015301
lepidothrix_coronata ENSLCOG00000011768
manacus_vitellinus ENSMVIG00005015285
manacus_vitellinus ENSMVIG00005015266
manacus_vitellinus ENSMVIG00005015256
lepidothrix_coronata ENSLCOG00000011804
ficedula_albicollis ENSFALG00000010165
taeniopygia_guttata ENSTGUG00000010841
serinus_canaria ENSSCAG00000014778
lonchura_striata_domestica ENSLSDG00000001800
cyanistes_caeruleus ENSCCEG00000003156
parus_major ENSPMJG00000016797
gallus_gallus ENSGALG00000044327
gallus_gallus ENSGALG00000044755
gallus_gallus ENSGALG00000044218
gallus_gallus ENSGALG00000048858
gallus_gallus ENSGALG00000053568
gallus_gallus ENSGALG00000043848
gallus_gallus ENSGALG00000045876
gallus_gallus ENSGALG00000015900
gallus_gallus ENSGALG00000046567
gallus_gallus ENSGALG00000050528
gallus_gallus ENSGALG00000047967
gallus_gallus ENSGALG00000048382
gallus_gallus ENSGALG00000048572
numida_meleagris ENSNMEG00000001955
numida_meleagris ENSNMEG00000001959
numida_meleagris ENSNMEG00000014186
meleagris_gallopavo ENSMGAG00000013182
gallus_gallus ENSGALG00000043996
gallus_gallus ENSGALG00000051050
numida_meleagris ENSNMEG00000004271
numida_meleagris ENSNMEG00000001958
numida_meleagris ENSNMEG00000014185
numida_meleagris ENSNMEG00000014183
numida_meleagris ENSNMEG00000014184
numida_meleagris ENSNMEG00000001781
numida_meleagris ENSNMEG00000014180
numida_meleagris ENSNMEG00000002398
numida_meleagris ENSNMEG00000006159
coturnix_japonica ENSCJPG00005006243
coturnix_japonica ENSCJPG00005006218
coturnix_japonica ENSCJPG00005006232
numida_meleagris ENSNMEG00000006558
coturnix_japonica ENSCJPG00005002945
coturnix_japonica ENSCJPG00005006241
coturnix_japonica ENSCJPG00005006260
numida_meleagris ENSNMEG00000002593
gallus_gallus ENSGALG00000048617
gallus_gallus ENSGALG00000052285
meleagris_gallopavo ENSMGAG00000013164
gallus_gallus ENSGALG00000038918
coturnix_japonica ENSCJPG00005006238
coturnix_japonica ENSCJPG00005006253
gallus_gallus ENSGALG00000052476
numida_meleagris ENSNMEG00000006154
meleagris_gallopavo ENSMGAG00000013176
gallus_gallus ENSGALG00000038559
coturnix_japonica ENSCJPG00005006214
numida_meleagris ENSNMEG00000001728
anser_brachyrhynchus ENSABRG00000013569
apteryx_owenii ENSAOWG00000007243
apteryx_haastii ENSAHAG00000001625
apteryx_rowi ENSARWG00000012409
dromaius_novaehollandiae ENSDNVG00000011925
nothoprocta_perdicaria ENSNPEG00000000579
cyanistes_caeruleus ENSCCEG00000022834
crocodylus_porosus ENSCPRG00005000438
chelonoidis_abingdonii ENSCABG00000000369
gopherus_agassizii ENSGAGG00000020070
chrysemys_picta_bellii ENSCPBG00000003118
pelodiscus_sinensis ENSPSIG00000015933
pogona_vitticeps ENSPVIG00000004446
anolis_carolinensis ENSACAG00000011502
salvator_merianae ENSSMRG00000017718
phascolarctos_cinereus ENSPCIG00000017045
notamacropus_eugenii ENSMEUG00000004903
monodelphis_domestica ENSMODG00000009513
tupaia_belangeri ENSTBEG00000017041
ochotona_princeps ENSOPRG00000002247
prolemur_simus ENSPSMG00000022918
propithecus_coquereli ENSPCOG00000015000
microcebus_murinus ENSMICG00000005400
otolemur_garnettii ENSOGAG00000007233
pan_troglodytes ENSPTRG00000012159
pan_paniscus ENSPPAG00000042853
homo_sapiens ENSG00000153563
gorilla_gorilla ENSGGOG00000004023
pongo_abelii ENSPPYG00000012208
nomascus_leucogenys ENSNLEG00000002889
theropithecus_gelada ENSTGEG00000027619
papio_anubis ENSPANG00000022372
chlorocebus_sabaeus ENSCSAG00000016359
macaca_fascicularis ENSMFAG00000028439
macaca_mulatta ENSMMUG00000003524
macaca_nemestrina ENSMNEG00000028566
mandrillus_leucophaeus ENSMLEG00000020650
cercocebus_atys ENSCATG00000003978
rhinopithecus_bieti ENSRBIG00000033085
rhinopithecus_roxellana ENSRROG00000038532
colobus_angolensis_palliatus ENSCANG00000036504
piliocolobus_tephrosceles ENSPTEG00000002493
cebus_capucinus_imitator ENSCCAG00000021346
saimiri_boliviensis_boliviensis ENSSBOG00000011322
callithrix_jacchus ENSCJAG00000019376
aotus_nancymaae ENSANAG00000019608
tursiops_truncatus ENSTTRG00000014528
sus_scrofa ENSSSCG00000008217
bos_taurus ENSBTAG00000021141
bos_mutus ENSBMUG00000001470
bison_bison_bison ENSBBBG00000019023
capra_hircus ENSCHIG00000026907
ovis_aries ENSOARG00000020734
ursus_maritimus ENSUMAG00000008020
ursus_americanus ENSUAMG00000019387
ailuropoda_melanoleuca ENSAMEG00000010008
mustela_putorius_furo ENSMPUG00000009302
neovison_vison ENSNVIG00000017923
canis_lupus_familiaris ENSCAFG00000007464
canis_lupus_dingo ENSCAFG00020016426
vulpes_vulpes ENSVVUG00000028756
panthera_pardus ENSPPRG00000006413
panthera_pardus ENSPPRG00000006385
panthera_tigris_altaica ENSPTIG00000009864
felis_catus ENSFCAG00000014826
equus_asinus_asinus ENSEASG00005001721
equus_caballus ENSECAG00000013261
pteropus_vampyrus ENSPVAG00000008880
ictidomys_tridecemlineatus ENSSTOG00000011428
urocitellus_parryii ENSUPAG00010022964
marmota_marmota_marmota ENSMMMG00000009411
cavia_porcellus ENSCPOG00000033458
chinchilla_lanigera ENSCLAG00000005524
fukomys_damarensis ENSFDAG00000014147
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000749
cricetulus_griseus_crigri_1.0 ENSCGRG00000016510
cricetulus_griseus_crigri-picr ENSCGRG00015017889
mesocricetus_auratus ENSMAUG00000000153
peromyscus_maniculatus_bairdii ENSPEMG00000023791
microtus_ochrogaster ENSMOCG00000014141
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029490
mus_spicilegus ENSMSIG00000009704
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000053977
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028485
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022221
rattus_norvegicus ENSRNOG00000007178
meriones_unguiculatus ENSMUGG00000018552
nannospalax_galili ENSNGAG00000020565
castor_canadensis ENSCCNG00000027820
erinaceus_europaeus ENSEEUG00000014842
loxodonta_africana ENSLAFG00000003913
procavia_capensis ENSPCAG00000014982
echinops_telfairi ENSETEG00000015791
dasypus_novemcinctus ENSDNOG00000043972
xenopus_tropicalis ENSXETG00000001925
gasterosteus_aculeatus ENSGACG00000008945
takifugu_rubripes ENSTRUG00000023159
stegastes_partitus ENSSPAG00000018850
amphiprion_percula ENSAPEG00000002203
amphilophus_citrinellus ENSACIG00000003752
scophthalmus_maximus ENSSMAG00000009964
anabas_testudineus ENSATEG00000023635
esox_lucius ENSELUG00000010563
danio_rerio ENSDARG00000044797
scleropages_formosus ENSSFOG00015018371
