anser_brachyrhynchus ENSABRG00000006346
anas_platyrhynchos_platyrhynchos ENSAPLG00000011650
meleagris_gallopavo ENSMGAG00000004023
coturnix_japonica ENSCJPG00005010991
meleagris_gallopavo ENSMGAG00000009013
gallus_gallus ENSGALG00000014855
numida_meleagris ENSNMEG00000006155
lepidothrix_coronata ENSLCOG00000007087
manacus_vitellinus ENSMVIG00005009265
parus_major ENSPMJG00000015858
cyanistes_caeruleus ENSCCEG00000014628
ficedula_albicollis ENSFALG00000011104
taeniopygia_guttata ENSTGUG00000002265
lonchura_striata_domestica ENSLSDG00000005863
serinus_canaria ENSSCAG00000008569
zonotrichia_albicollis ENSZALG00000003352
melopsittacus_undulatus ENSMUNG00000013614
calidris_pygmaea ENSCPGG00000016671
calidris_pugnax ENSCPUG00000015177
apteryx_owenii ENSAOWG00000009251
apteryx_rowi ENSARWG00000016030
apteryx_haastii ENSAHAG00000000663
dromaius_novaehollandiae ENSDNVG00000017808
nothoprocta_perdicaria ENSNPEG00000001120
crocodylus_porosus ENSCPRG00005016164
chelonoidis_abingdonii ENSCABG00000009780
gopherus_agassizii ENSGAGG00000023796
chrysemys_picta_bellii ENSCPBG00000007751
pelodiscus_sinensis ENSPSIG00000018116
pogona_vitticeps ENSPVIG00000011501
anolis_carolinensis ENSACAG00000010633
notechis_scutatus ENSNSUG00000017068
salvator_merianae ENSSMRG00000018886
sphenodon_punctatus ENSSPUG00000017350
notamacropus_eugenii ENSMEUG00000013856
phascolarctos_cinereus ENSPCIG00000022195
monodelphis_domestica ENSMODG00000020284
sarcophilus_harrisii ENSSHAG00000012829
loxodonta_africana ENSLAFG00000025524
procavia_capensis ENSPCAG00000013901
echinops_telfairi ENSETEG00000011018
choloepus_hoffmanni ENSCHOG00000007988
dasypus_novemcinctus ENSDNOG00000037370
ovis_aries ENSOARG00000008837
capra_hircus ENSCHIG00000018928
bos_mutus ENSBMUG00000026271
bos_taurus ENSBTAG00000001335
bison_bison_bison ENSBBBG00000014212
tursiops_truncatus ENSTTRG00000006954
sus_scrofa ENSSSCG00000016866
vicugna_pacos ENSVPAG00000002555
ursus_maritimus ENSUMAG00000007219
ursus_americanus ENSUAMG00000001119
ailuropoda_melanoleuca ENSAMEG00000003826
neovison_vison ENSNVIG00000003797
mustela_putorius_furo ENSMPUG00000014445
canis_lupus_dingo ENSCAFG00020011695
canis_lupus_familiaris ENSCAFG00000018579
vulpes_vulpes ENSVVUG00000001678
panthera_pardus ENSPPRG00000013162
panthera_tigris_altaica ENSPTIG00000006741
felis_catus ENSFCAG00000026499
equus_asinus_asinus ENSEASG00005013544
equus_caballus ENSECAG00000002986
pteropus_vampyrus ENSPVAG00000005609
sorex_araneus ENSSARG00000000306
erinaceus_europaeus ENSEEUG00000011363
myotis_lucifugus ENSMLUG00000000123
homo_sapiens ENSG00000112964
gorilla_gorilla ENSGGOG00000012636
pan_troglodytes ENSPTRG00000016836
pan_paniscus ENSPPAG00000036371
pongo_abelii ENSPPYG00000015431
nomascus_leucogenys ENSNLEG00000016678
macaca_nemestrina ENSMNEG00000029193
macaca_mulatta ENSMMUG00000001336
macaca_fascicularis ENSMFAG00000034540
theropithecus_gelada ENSTGEG00000010581
cercocebus_atys ENSCATG00000026308
mandrillus_leucophaeus ENSMLEG00000032587
papio_anubis ENSPANG00000012118
chlorocebus_sabaeus ENSCSAG00000016794
piliocolobus_tephrosceles ENSPTEG00000020949
colobus_angolensis_palliatus ENSCANG00000033984
rhinopithecus_bieti ENSRBIG00000044182
rhinopithecus_roxellana ENSRROG00000031468
cebus_capucinus_imitator ENSCCAG00000027688
saimiri_boliviensis_boliviensis ENSSBOG00000026257
callithrix_jacchus ENSCJAG00000038769
aotus_nancymaae ENSANAG00000026431
carlito_syrichta ENSTSYG00000011979
propithecus_coquereli ENSPCOG00000012316
microcebus_murinus ENSMICG00000038266
prolemur_simus ENSPSMG00000007367
otolemur_garnettii ENSOGAG00000012855
tupaia_belangeri ENSTBEG00000015411
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055737
mus_spicilegus ENSMSIG00000025197
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020523
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019626
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016007
rattus_norvegicus ENSRNOG00000015654
meriones_unguiculatus ENSMUGG00000024555
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019428
cricetulus_griseus_crigri-picr ENSCGRG00015019738
cricetulus_griseus_crigri_1.0 ENSCGRG00000001514
mesocricetus_auratus ENSMAUG00000000862
microtus_ochrogaster ENSMOCG00000016894
peromyscus_maniculatus_bairdii ENSPEMG00000006686
nannospalax_galili ENSNGAG00000020869
jaculus_jaculus ENSJJAG00000018825
chinchilla_lanigera ENSCLAG00000014878
octodon_degus ENSODEG00000001839
cavia_porcellus ENSCPOG00000035401
cavia_aperea ENSCAPG00000005417
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003459
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001422
fukomys_damarensis ENSFDAG00000009635
castor_canadensis ENSCCNG00000020111
dipodomys_ordii ENSDORG00000008027
urocitellus_parryii ENSUPAG00010020846
urocitellus_parryii ENSUPAG00010000977
ictidomys_tridecemlineatus ENSSTOG00000007190
spermophilus_dauricus ENSSDAG00000024671
marmota_marmota_marmota ENSMMMG00000017240
oryctolagus_cuniculus ENSOCUG00000008496
ochotona_princeps ENSOPRG00000016585
ornithorhynchus_anatinus ENSOANG00000021687
myotis_lucifugus ENSMLUG00000023418
ornithorhynchus_anatinus ENSOANG00000015024
xenopus_tropicalis ENSXETG00000005560
latimeria_chalumnae ENSLACG00000005546
lepisosteus_oculatus ENSLOCG00000008056
