sarcophilus_harrisii ENSSHAG00000004386
notamacropus_eugenii ENSMEUG00000012229
monodelphis_domestica ENSMODG00000012393
phascolarctos_cinereus ENSPCIG00000006413
dasypus_novemcinctus ENSDNOG00000019900
choloepus_hoffmanni ENSCHOG00000013864
loxodonta_africana ENSLAFG00000018631
procavia_capensis ENSPCAG00000012565
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024645
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023370
mus_spicilegus ENSMSIG00000024148
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022454
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019183
rattus_norvegicus ENSRNOG00000015142
meriones_unguiculatus ENSMUGG00000024569
cricetulus_griseus_crigri-picr ENSCGRG00015015227
cricetulus_griseus_crigri_1.0 ENSCGRG00000009338
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023966
mesocricetus_auratus ENSMAUG00000020549
peromyscus_maniculatus_bairdii ENSPEMG00000024475
microtus_ochrogaster ENSMOCG00000008519
nannospalax_galili ENSNGAG00000022926
castor_canadensis ENSCCNG00000019296
chinchilla_lanigera ENSCLAG00000010578
octodon_degus ENSODEG00000002726
cavia_aperea ENSCAPG00000009937
cavia_porcellus ENSCPOG00000011226
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004807
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011035
fukomys_damarensis ENSFDAG00000014335
urocitellus_parryii ENSUPAG00010015488
marmota_marmota_marmota ENSMMMG00000018686
ictidomys_tridecemlineatus ENSSTOG00000023611
spermophilus_dauricus ENSSDAG00000019728
oryctolagus_cuniculus ENSOCUG00000014062
ochotona_princeps ENSOPRG00000011574
tupaia_belangeri ENSTBEG00000014803
pan_troglodytes ENSPTRG00000010110
pan_paniscus ENSPPAG00000013034
homo_sapiens ENSG00000075336
gorilla_gorilla ENSGGOG00000015941
pongo_abelii ENSPPYG00000009239
nomascus_leucogenys ENSNLEG00000029495
mandrillus_leucophaeus ENSMLEG00000036871
cercocebus_atys ENSCATG00000035709
papio_anubis ENSPANG00000015210
theropithecus_gelada ENSTGEG00000005712
macaca_fascicularis ENSMFAG00000031508
macaca_nemestrina ENSMNEG00000038734
macaca_mulatta ENSMMUG00000023299
chlorocebus_sabaeus ENSCSAG00000018224
rhinopithecus_roxellana ENSRROG00000045064
rhinopithecus_bieti ENSRBIG00000042483
colobus_angolensis_palliatus ENSCANG00000027887
piliocolobus_tephrosceles ENSPTEG00000030109
cebus_capucinus_imitator ENSCCAG00000021881
cebus_capucinus_imitator ENSCCAG00000008935
