xiphophorus_couchianus ENSXCOG00000011513
hippocampus_comes ENSHCOG00000014813
amphilophus_citrinellus ENSACIG00000006832
ursus_maritimus ENSUMAG00000007447
ursus_americanus ENSUAMG00000023935
propithecus_coquereli ENSPCOG00000026899
cyanistes_caeruleus ENSCCEG00000001643
parus_major ENSPMJG00000015912
manacus_vitellinus ENSMVIG00005018909
zonotrichia_albicollis ENSZALG00000000963
melopsittacus_undulatus ENSMUNG00000007793
anas_platyrhynchos_platyrhynchos ENSAPLG00000022319
calidris_pugnax ENSCPUG00000013346
sphenodon_punctatus ENSSPUG00000002569
notechis_scutatus ENSNSUG00000002793
melopsittacus_undulatus ENSMUNG00000000105
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014798
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003465
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001722
cavia_aperea ENSCAPG00000003789
gorilla_gorilla ENSGGOG00000039044
calidris_pygmaea ENSCPGG00000003181
bos_taurus ENSBTAG00000053722
haplochromis_burtoni ENSHBUG00000007707
