labrus_bergylta ENSLBEG00000021394
gasterosteus_aculeatus ENSGACG00000020108
xiphophorus_maculatus ENSXMAG00000009448
gambusia_affinis ENSGAFG00000015337
poecilia_mexicana ENSPMEG00000021327
poecilia_formosa ENSPFOG00000000693
poecilia_reticulata ENSPREG00000016533
cyprinodon_variegatus ENSCVAG00000012212
kryptolebias_marmoratus ENSKMAG00000016429
oryzias_latipes_asm223467v1 ENSORLG00000005470
oryzias_latipes_asm223471v1 ENSORLG00020009408
oryzias_latipes_asm223469v1 ENSORLG00015014959
oryzias_melastigma ENSOMEG00000018535
scophthalmus_maximus ENSSMAG00000003822
cynoglossus_semilaevis ENSCSEG00000019415
seriola_dumerili ENSSDUG00000021455
seriola_lalandi_dorsalis ENSSLDG00000013480
mola_mola ENSMMOG00000006225
mastacembelus_armatus ENSMAMG00000002061
monopterus_albus ENSMALG00000017383
anabas_testudineus ENSATEG00000015938
astatotilapia_calliptera ENSACLG00000024804
maylandia_zebra ENSMZEG00005023233
haplochromis_burtoni ENSHBUG00000000771
pundamilia_nyererei ENSPNYG00000020632
oreochromis_niloticus ENSONIG00000004683
neolamprologus_brichardi ENSNBRG00000006920
neolamprologus_brichardi ENSNBRG00000006942
poecilia_latipinna ENSPLAG00000016718
xiphophorus_couchianus ENSXCOG00000018832
acanthochromis_polyacanthus ENSAPOG00000005533
amphilophus_citrinellus ENSACIG00000023631
amphiprion_percula ENSAPEG00000014766
amphiprion_ocellaris ENSAOCG00000020257
acanthochromis_polyacanthus ENSAPOG00000004582
stegastes_partitus ENSSPAG00000001352
tetraodon_nigroviridis ENSTNIG00000008595
takifugu_rubripes ENSTRUG00000001498
periophthalmus_magnuspinnatus ENSPMGG00000003515
gadus_morhua ENSGMOG00000004138
esox_lucius ENSELUG00000000901
astyanax_mexicanus ENSAMXG00000004432
pygocentrus_nattereri ENSPNAG00000008986
ictalurus_punctatus ENSIPUG00000005697
danio_rerio ENSDARG00000099323
scleropages_formosus ENSSFOG00015011925
paramormyrops_kingsleyae ENSPKIG00000003247
lepisosteus_oculatus ENSLOCG00000005438
latimeria_chalumnae ENSLACG00000011650
ornithorhynchus_anatinus ENSOANG00000013213
pan_troglodytes ENSPTRG00000004131
pan_paniscus ENSPPAG00000040464
homo_sapiens ENSG00000150672
gorilla_gorilla ENSGGOG00000034908
nomascus_leucogenys ENSNLEG00000016423
mandrillus_leucophaeus ENSMLEG00000029386
cercocebus_atys ENSCATG00000039862
macaca_fascicularis ENSMFAG00000043394
macaca_mulatta ENSMMUG00000007921
macaca_nemestrina ENSMNEG00000032861
theropithecus_gelada ENSTGEG00000005284
papio_anubis ENSPANG00000007863
chlorocebus_sabaeus ENSCSAG00000003691
rhinopithecus_bieti ENSRBIG00000035533
rhinopithecus_roxellana ENSRROG00000035082
colobus_angolensis_palliatus ENSCANG00000036257
piliocolobus_tephrosceles ENSPTEG00000033622
cebus_capucinus_imitator ENSCCAG00000025198
saimiri_boliviensis_boliviensis ENSSBOG00000034048
callithrix_jacchus ENSCJAG00000014492
aotus_nancymaae ENSANAG00000031143
carlito_syrichta ENSTSYG00000009652
prolemur_simus ENSPSMG00000023710
propithecus_coquereli ENSPCOG00000019969
otolemur_garnettii ENSOGAG00000010597
chinchilla_lanigera ENSCLAG00000013708
octodon_degus ENSODEG00000004167
cavia_porcellus ENSCPOG00000010885
fukomys_damarensis ENSFDAG00000006817
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004449
spermophilus_dauricus ENSSDAG00000010968
urocitellus_parryii ENSUPAG00010017180
ictidomys_tridecemlineatus ENSSTOG00000002895
marmota_marmota_marmota ENSMMMG00000005928
mus_spicilegus ENSMSIG00000016820
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000052572
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031098
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029988
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013208
rattus_norvegicus ENSRNOG00000022635
meriones_unguiculatus ENSMUGG00000006502
cricetulus_griseus_crigri-picr ENSCGRG00015009452
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006228
cricetulus_griseus_crigri_1.0 ENSCGRG00000013581
mesocricetus_auratus ENSMAUG00000012498
peromyscus_maniculatus_bairdii ENSPEMG00000000578
nannospalax_galili ENSNGAG00000013593
jaculus_jaculus ENSJJAG00000023731
dipodomys_ordii ENSDORG00000010409
ochotona_princeps ENSOPRG00000016161
oryctolagus_cuniculus ENSOCUG00000010534
choloepus_hoffmanni ENSCHOG00000004112
dasypus_novemcinctus ENSDNOG00000036450
loxodonta_africana ENSLAFG00000030347
procavia_capensis ENSPCAG00000006887
echinops_telfairi ENSETEG00000014392
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016210
cavia_aperea ENSCAPG00000016937
castor_canadensis ENSCCNG00000015679
panthera_pardus ENSPPRG00000012171
panthera_tigris_altaica ENSPTIG00000010312
apteryx_haastii ENSAHAG00000007933
apteryx_owenii ENSAOWG00000016654
gallus_gallus ENSGALG00000042992
gallus_gallus ENSGALG00000041225
gallus_gallus ENSGALG00000047652
manacus_vitellinus ENSMVIG00005002911
pogona_vitticeps ENSPVIG00000011675
tupaia_belangeri ENSTBEG00000014801
chelonoidis_abingdonii ENSCABG00000021653
chelonoidis_abingdonii ENSCABG00000021656
anser_brachyrhynchus ENSABRG00000005304
notechis_scutatus ENSNSUG00000018608
mustela_putorius_furo ENSMPUG00000008147
ovis_aries ENSOARG00000005132
dasypus_novemcinctus ENSDNOG00000038608
sarcophilus_harrisii ENSSHAG00000014130
dromaius_novaehollandiae ENSDNVG00000005829
coturnix_japonica ENSCJPG00005004364
chrysemys_picta_bellii ENSCPBG00000006719
numida_meleagris ENSNMEG00000019759
calidris_pugnax ENSCPUG00000010760
anas_platyrhynchos_platyrhynchos ENSAPLG00000030297
cyanistes_caeruleus ENSCCEG00000001699
parus_major ENSPMJG00000001563
zonotrichia_albicollis ENSZALG00000008091
manacus_vitellinus ENSMVIG00005011903
crocodylus_porosus ENSCPRG00005016140
pogona_vitticeps ENSPVIG00000015569
salvator_merianae ENSSMRG00000009413
gopherus_agassizii ENSGAGG00000021366
latimeria_chalumnae ENSLACG00000004417
xenopus_tropicalis ENSXETG00000012737
myotis_lucifugus ENSMLUG00000010440
myotis_lucifugus ENSMLUG00000023596
rhinopithecus_bieti ENSRBIG00000024137
rhinopithecus_roxellana ENSRROG00000032180
pongo_abelii ENSPPYG00000003737
microcebus_murinus ENSMICG00000009022
cavia_aperea ENSCAPG00000013351
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004849
monodelphis_domestica ENSMODG00000006441
phascolarctos_cinereus ENSPCIG00000028927
apteryx_haastii ENSAHAG00000007948
apteryx_owenii ENSAOWG00000016659
sphenodon_punctatus ENSSPUG00000012740
xiphophorus_maculatus ENSXMAG00000025333
xiphophorus_couchianus ENSXCOG00000007162
apteryx_owenii ENSAOWG00000001554
apteryx_haastii ENSAHAG00000013736
pogona_vitticeps ENSPVIG00000016961
acanthochromis_polyacanthus ENSAPOG00000005482
seriola_lalandi_dorsalis ENSSLDG00000013904
