ursus_maritimus ENSUMAG00000006365
ursus_americanus ENSUAMG00000011251
ailuropoda_melanoleuca ENSAMEG00000004389
mustela_putorius_furo ENSMPUG00000000058
neovison_vison ENSNVIG00000015258
ursus_americanus ENSUAMG00000008996
canis_lupus_dingo ENSCAFG00020021319
canis_lupus_familiaris ENSCAFG00000018146
vulpes_vulpes ENSVVUG00000030028
panthera_pardus ENSPPRG00000016434
panthera_tigris_altaica ENSPTIG00000016935
felis_catus ENSFCAG00000005186
equus_asinus_asinus ENSEASG00005017587
equus_caballus ENSECAG00000009407
bos_mutus ENSBMUG00000014708
bos_taurus ENSBTAG00000021113
bison_bison_bison ENSBBBG00000007255
capra_hircus ENSCHIG00000025261
ovis_aries ENSOARG00000017886
sus_scrofa ENSSSCG00000018044
myotis_lucifugus ENSMLUG00000025705
cercocebus_atys ENSCATG00000041827
mandrillus_leucophaeus ENSMLEG00000043628
papio_anubis ENSPANG00000023619
theropithecus_gelada ENSTGEG00000001617
macaca_fascicularis ENSMFAG00000043076
macaca_mulatta ENSMMUG00000001328
macaca_nemestrina ENSMNEG00000028466
chlorocebus_sabaeus ENSCSAG00000007829
rhinopithecus_roxellana ENSRROG00000029210
rhinopithecus_bieti ENSRBIG00000035985
colobus_angolensis_palliatus ENSCANG00000037051
piliocolobus_tephrosceles ENSPTEG00000007246
pan_troglodytes ENSPTRG00000008874
pan_paniscus ENSPPAG00000043327
homo_sapiens ENSG00000108602
gorilla_gorilla ENSGGOG00000007682
pongo_abelii ENSPPYG00000008841
nomascus_leucogenys ENSNLEG00000010561
cebus_capucinus_imitator ENSCCAG00000025211
saimiri_boliviensis_boliviensis ENSSBOG00000023756
callithrix_jacchus ENSCJAG00000011784
aotus_nancymaae ENSANAG00000034972
carlito_syrichta ENSTSYG00000013330
prolemur_simus ENSPSMG00000023609
propithecus_coquereli ENSPCOG00000025268
microcebus_murinus ENSMICG00000007499
otolemur_garnettii ENSOGAG00000017080
castor_canadensis ENSCCNG00000025493
dipodomys_ordii ENSDORG00000001480
mus_spicilegus ENSMSIG00000021241
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019102
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016472
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017307
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017602
rattus_norvegicus ENSRNOG00000002331
meriones_unguiculatus ENSMUGG00000024217
cricetulus_griseus_crigri-picr ENSCGRG00015015833
cricetulus_griseus_crigri_1.0 ENSCGRG00000004288
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020624
mesocricetus_auratus ENSMAUG00000021315
microtus_ochrogaster ENSMOCG00000014708
peromyscus_maniculatus_bairdii ENSPEMG00000008575
nannospalax_galili ENSNGAG00000000217
chinchilla_lanigera ENSCLAG00000013640
octodon_degus ENSODEG00000000680
cavia_porcellus ENSCPOG00000015670
cavia_aperea ENSCAPG00000017024
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005779
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018460
fukomys_damarensis ENSFDAG00000018671
spermophilus_dauricus ENSSDAG00000004613
ictidomys_tridecemlineatus ENSSTOG00000008487
marmota_marmota_marmota ENSMMMG00000007417
loxodonta_africana ENSLAFG00000002913
sorex_araneus ENSSARG00000004682
sorex_araneus ENSSARG00000011453
erinaceus_europaeus ENSEEUG00000006921
tursiops_truncatus ENSTTRG00000007699
pteropus_vampyrus ENSPVAG00000010241
procavia_capensis ENSPCAG00000010227
phascolarctos_cinereus ENSPCIG00000004527
phascolarctos_cinereus ENSPCIG00000007556
notamacropus_eugenii ENSMEUG00000007966
sarcophilus_harrisii ENSSHAG00000005442
monodelphis_domestica ENSMODG00000010946
monodelphis_domestica ENSMODG00000010956
ornithorhynchus_anatinus ENSOANG00000012709
