prolemur_simus ENSPSMG00000019126
propithecus_coquereli ENSPCOG00000028716
otolemur_garnettii ENSOGAG00000026640
homo_sapiens ENSG00000279686
homo_sapiens ENSG00000249751
pan_paniscus ENSPPAG00000034856
gorilla_gorilla ENSGGOG00000022193
nomascus_leucogenys ENSNLEG00000009185
pan_troglodytes ENSPTRG00000039474
pongo_abelii ENSPPYG00000029508
macaca_nemestrina ENSMNEG00000037834
macaca_fascicularis ENSMFAG00000045474
papio_anubis ENSPANG00000002493
theropithecus_gelada ENSTGEG00000024224
chlorocebus_sabaeus ENSCSAG00000013023
cercocebus_atys ENSCATG00000041654
mandrillus_leucophaeus ENSMLEG00000032968
rhinopithecus_bieti ENSRBIG00000004480
rhinopithecus_roxellana ENSRROG00000044102
colobus_angolensis_palliatus ENSCANG00000009523
callithrix_jacchus ENSCJAG00000041195
saimiri_boliviensis_boliviensis ENSSBOG00000034274
aotus_nancymaae ENSANAG00000037645
cebus_capucinus_imitator ENSCCAG00000024982
carlito_syrichta ENSTSYG00000036156
oryctolagus_cuniculus ENSOCUG00000023976
vulpes_vulpes ENSVVUG00000009951
canis_lupus_dingo ENSCAFG00020003155
canis_lupus_familiaris ENSCAFG00000023602
sus_scrofa ENSSSCG00000014351
myotis_lucifugus ENSMLUG00000029814
bos_mutus ENSBMUG00000014501
bos_taurus ENSBTAG00000030518
ovis_aries ENSOARG00000017251
bison_bison_bison ENSBBBG00000012696
capra_hircus ENSCHIG00000005666
ailuropoda_melanoleuca ENSAMEG00000011238
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013873
cricetulus_griseus_crigri_1.0 ENSCGRG00000016007
microtus_ochrogaster ENSMOCG00000020391
mesocricetus_auratus ENSMAUG00000021134
peromyscus_maniculatus_bairdii ENSPEMG00000021031
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023028
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022116
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073599
mus_spicilegus ENSMSIG00000010019
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018850
rattus_norvegicus ENSRNOG00000039593
meriones_unguiculatus ENSMUGG00000017228
nannospalax_galili ENSNGAG00000016290
cavia_aperea ENSCAPG00000000269
octodon_degus ENSODEG00000002527
cavia_porcellus ENSCPOG00000024371
fukomys_damarensis ENSFDAG00000016494
jaculus_jaculus ENSJJAG00000023735
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002164
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006931
chinchilla_lanigera ENSCLAG00000004465
ictidomys_tridecemlineatus ENSSTOG00000028250
urocitellus_parryii ENSUPAG00010022082
microcebus_murinus ENSMICG00000029366
ursus_maritimus ENSUMAG00000015741
ursus_americanus ENSUAMG00000026687
mustela_putorius_furo ENSMPUG00000009165
neovison_vison ENSNVIG00000014231
panthera_tigris_altaica ENSPTIG00000011106
panthera_pardus ENSPPRG00000021233
felis_catus ENSFCAG00000031532
equus_asinus_asinus ENSEASG00005020885
equus_caballus ENSECAG00000017697
dasypus_novemcinctus ENSDNOG00000039753
loxodonta_africana ENSLAFG00000032779
phascolarctos_cinereus ENSPCIG00000016039
monodelphis_domestica ENSMODG00000028763
sarcophilus_harrisii ENSSHAG00000011155
ornithorhynchus_anatinus ENSOANG00000031540
serinus_canaria ENSSCAG00000008334
lonchura_striata_domestica ENSLSDG00000017491
zonotrichia_albicollis ENSZALG00000003514
junco_hyemalis ENSJHYG00000002421
cyanistes_caeruleus ENSCCEG00000013851
parus_major ENSPMJG00000008089
manacus_vitellinus ENSMVIG00005000542
coturnix_japonica ENSCJPG00005011396
gallus_gallus ENSGALG00000024379
melopsittacus_undulatus ENSMUNG00000009449
calidris_pugnax ENSCPUG00000004217
dromaius_novaehollandiae ENSDNVG00000002924
gopherus_agassizii ENSGAGG00000024821
chrysemys_picta_bellii ENSCPBG00000006329
pelodiscus_sinensis ENSPSIG00000013085
