gopherus_agassizii ENSGAGG00000014235
chelonoidis_abingdonii ENSCABG00000015421
chrysemys_picta_bellii ENSCPBG00000008777
pelodiscus_sinensis ENSPSIG00000004603
apteryx_owenii ENSAOWG00000018381
apteryx_rowi ENSARWG00000003812
apteryx_haastii ENSAHAG00000014763
dromaius_novaehollandiae ENSDNVG00000016398
nothoprocta_perdicaria ENSNPEG00000008823
anser_brachyrhynchus ENSABRG00000017991
anas_platyrhynchos_platyrhynchos ENSAPLG00000002410
meleagris_gallopavo ENSMGAG00000008751
coturnix_japonica ENSCJPG00005015381
gallus_gallus ENSGALG00000008656
numida_meleagris ENSNMEG00000021835
calidris_pygmaea ENSCPGG00000001750
calidris_pugnax ENSCPUG00000006152
melopsittacus_undulatus ENSMUNG00000011155
lonchura_striata_domestica ENSLSDG00000007542
taeniopygia_guttata ENSTGUG00000009766
serinus_canaria ENSSCAG00000001811
zonotrichia_albicollis ENSZALG00000017836
junco_hyemalis ENSJHYG00000009664
cyanistes_caeruleus ENSCCEG00000020444
parus_major ENSPMJG00000018295
ficedula_albicollis ENSFALG00000003743
manacus_vitellinus ENSMVIG00005018568
lepidothrix_coronata ENSLCOG00000016137
crocodylus_porosus ENSCPRG00005001703
sphenodon_punctatus ENSSPUG00000018429
pogona_vitticeps ENSPVIG00000002942
sarcophilus_harrisii ENSSHAG00000015832
phascolarctos_cinereus ENSPCIG00000015275
monodelphis_domestica ENSMODG00000025487
ovis_aries ENSOARG00000018331
capra_hircus ENSCHIG00000024943
bos_mutus ENSBMUG00000018950
bos_taurus ENSBTAG00000021596
bison_bison_bison ENSBBBG00000011656
tursiops_truncatus ENSTTRG00000005247
sus_scrofa ENSSSCG00000025042
vicugna_pacos ENSVPAG00000009512
equus_caballus ENSECAG00000006253
equus_asinus_asinus ENSEASG00005002854
pteropus_vampyrus ENSPVAG00000008234
myotis_lucifugus ENSMLUG00000009627
ursus_americanus ENSUAMG00000021465
ursus_maritimus ENSUMAG00000022228
ailuropoda_melanoleuca ENSAMEG00000002936
neovison_vison ENSNVIG00000006380
mustela_putorius_furo ENSMPUG00000000425
canis_lupus_familiaris ENSCAFG00000012880
canis_lupus_dingo ENSCAFG00020001489
vulpes_vulpes ENSVVUG00000017004
panthera_pardus ENSPPRG00000023149
panthera_tigris_altaica ENSPTIG00000012385
felis_catus ENSFCAG00000038001
sorex_araneus ENSSARG00000007227
castor_canadensis ENSCCNG00000014918
dipodomys_ordii ENSDORG00000010237
cricetulus_griseus_crigri-picr ENSCGRG00015028851
cricetulus_griseus_crigri_1.0 ENSCGRG00000010948
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016804
mesocricetus_auratus ENSMAUG00000019187
peromyscus_maniculatus_bairdii ENSPEMG00000015472
microtus_ochrogaster ENSMOCG00000008578
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015000
mus_spicilegus ENSMSIG00000011424
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026009
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014193
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027431
rattus_norvegicus ENSRNOG00000046196
meriones_unguiculatus ENSMUGG00000015667
nannospalax_galili ENSNGAG00000015325
jaculus_jaculus ENSJJAG00000007794
urocitellus_parryii ENSUPAG00010007386
ictidomys_tridecemlineatus ENSSTOG00000013542
spermophilus_dauricus ENSSDAG00000024978
marmota_marmota_marmota ENSMMMG00000013624
chinchilla_lanigera ENSCLAG00000003964
octodon_degus ENSODEG00000011327
cavia_porcellus ENSCPOG00000030931
cavia_aperea ENSCAPG00000016581
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008777
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002160
fukomys_damarensis ENSFDAG00000007588
oryctolagus_cuniculus ENSOCUG00000001858
ochotona_princeps ENSOPRG00000008238
tupaia_belangeri ENSTBEG00000014997
pan_troglodytes ENSPTRG00000012837
pan_paniscus ENSPPAG00000037117
homo_sapiens ENSG00000163600
gorilla_gorilla ENSGGOG00000014097
pongo_abelii ENSPPYG00000013100
nomascus_leucogenys ENSNLEG00000007065
papio_anubis ENSPANG00000010251
mandrillus_leucophaeus ENSMLEG00000007807
theropithecus_gelada ENSTGEG00000002756
cercocebus_atys ENSCATG00000043591
macaca_mulatta ENSMMUG00000002648
macaca_fascicularis ENSMFAG00000037293
macaca_nemestrina ENSMNEG00000029598
chlorocebus_sabaeus ENSCSAG00000010281
rhinopithecus_roxellana ENSRROG00000038288
rhinopithecus_bieti ENSRBIG00000030423
piliocolobus_tephrosceles ENSPTEG00000032421
colobus_angolensis_palliatus ENSCANG00000034639
cebus_capucinus_imitator ENSCCAG00000019210
saimiri_boliviensis_boliviensis ENSSBOG00000000744
callithrix_jacchus ENSCJAG00000005516
aotus_nancymaae ENSANAG00000027294
carlito_syrichta ENSTSYG00000003786
prolemur_simus ENSPSMG00000022309
propithecus_coquereli ENSPCOG00000024779
microcebus_murinus ENSMICG00000037046
dasypus_novemcinctus ENSDNOG00000049432
choloepus_hoffmanni ENSCHOG00000008626
loxodonta_africana ENSLAFG00000006657
procavia_capensis ENSPCAG00000012941
echinops_telfairi ENSETEG00000014063
ornithorhynchus_anatinus ENSOANG00000007435
