castor_canadensis ENSCCNG00000016595
dipodomys_ordii ENSDORG00000001338
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022266
mus_spicilegus ENSMSIG00000010817
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043557
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021352
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023671
rattus_norvegicus ENSRNOG00000000536
meriones_unguiculatus ENSMUGG00000023829
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020806
cricetulus_griseus_crigri-picr ENSCGRG00015023810
cricetulus_griseus_crigri_1.0 ENSCGRG00000013043
mesocricetus_auratus ENSMAUG00000011867
microtus_ochrogaster ENSMOCG00000014489
peromyscus_maniculatus_bairdii ENSPEMG00000010112
nannospalax_galili ENSNGAG00000010624
jaculus_jaculus ENSJJAG00000011692
urocitellus_parryii ENSUPAG00010016292
spermophilus_dauricus ENSSDAG00000006165
ictidomys_tridecemlineatus ENSSTOG00000009721
marmota_marmota_marmota ENSMMMG00000024419
cavia_aperea ENSCAPG00000010624
cavia_aperea ENSCAPG00000001957
cavia_porcellus ENSCPOG00000000671
octodon_degus ENSODEG00000004053
chinchilla_lanigera ENSCLAG00000010997
octodon_degus ENSODEG00000016824
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009286
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013546
fukomys_damarensis ENSFDAG00000008337
ochotona_princeps ENSOPRG00000004919
oryctolagus_cuniculus ENSOCUG00000017890
homo_sapiens ENSG00000112139
gorilla_gorilla ENSGGOG00000003747
pan_troglodytes ENSPTRG00000018124
pan_paniscus ENSPPAG00000042411
pongo_abelii ENSPPYG00000016565
nomascus_leucogenys ENSNLEG00000011271
papio_anubis ENSPANG00000016926
theropithecus_gelada ENSTGEG00000029561
mandrillus_leucophaeus ENSMLEG00000033429
cercocebus_atys ENSCATG00000045177
macaca_mulatta ENSMMUG00000003725
macaca_nemestrina ENSMNEG00000038462
macaca_fascicularis ENSMFAG00000042141
chlorocebus_sabaeus ENSCSAG00000010568
rhinopithecus_roxellana ENSRROG00000029685
rhinopithecus_bieti ENSRBIG00000042608
colobus_angolensis_palliatus ENSCANG00000030863
piliocolobus_tephrosceles ENSPTEG00000033446
callithrix_jacchus ENSCJAG00000005637
saimiri_boliviensis_boliviensis ENSSBOG00000019569
cebus_capucinus_imitator ENSCCAG00000017370
aotus_nancymaae ENSANAG00000036687
carlito_syrichta ENSTSYG00000009971
propithecus_coquereli ENSPCOG00000004767
microcebus_murinus ENSMICG00000003385
prolemur_simus ENSPSMG00000011977
otolemur_garnettii ENSOGAG00000000924
tupaia_belangeri ENSTBEG00000015563
tursiops_truncatus ENSTTRG00000001104
sus_scrofa ENSSSCG00000001582
capra_hircus ENSCHIG00000017099
ovis_aries ENSOARG00000015063
bos_mutus ENSBMUG00000014883
bos_taurus ENSBTAG00000005888
