bos_taurus ENSBTAG00000018688
bos_mutus ENSBMUG00000011061
bison_bison_bison ENSBBBG00000006958
capra_hircus ENSCHIG00000021573
ovis_aries ENSOARG00000013804
tursiops_truncatus ENSTTRG00000015475
sus_scrofa ENSSSCG00000012053
equus_asinus_asinus ENSEASG00005006117
equus_caballus ENSECAG00000034330
ursus_americanus ENSUAMG00000017962
ursus_maritimus ENSUMAG00000020313
ailuropoda_melanoleuca ENSAMEG00000005441
mustela_putorius_furo ENSMPUG00000008185
neovison_vison ENSNVIG00000015812
canis_lupus_dingo ENSCAFG00020024542
canis_lupus_familiaris ENSCAFG00000009633
vulpes_vulpes ENSVVUG00000020044
panthera_pardus ENSPPRG00000009031
panthera_tigris_altaica ENSPTIG00000003800
felis_catus ENSFCAG00000035695
pteropus_vampyrus ENSPVAG00000011795
pan_troglodytes ENSPTRG00000032586
pan_paniscus ENSPPAG00000014146
gorilla_gorilla ENSGGOG00000014349
homo_sapiens ENSG00000159231
pongo_abelii ENSPPYG00000011400
nomascus_leucogenys ENSNLEG00000004374
theropithecus_gelada ENSTGEG00000025108
macaca_fascicularis ENSMFAG00000031445
mandrillus_leucophaeus ENSMLEG00000001722
chlorocebus_sabaeus ENSCSAG00000008678
colobus_angolensis_palliatus ENSCANG00000031534
piliocolobus_tephrosceles ENSPTEG00000004054
rhinopithecus_roxellana ENSRROG00000037282
cebus_capucinus_imitator ENSCCAG00000034324
callithrix_jacchus ENSCJAG00000042830
saimiri_boliviensis_boliviensis ENSSBOG00000021978
aotus_nancymaae ENSANAG00000036438
cercocebus_atys ENSCATG00000033283
papio_anubis ENSPANG00000009395
carlito_syrichta ENSTSYG00000013546
microcebus_murinus ENSMICG00000002179
propithecus_coquereli ENSPCOG00000018800
prolemur_simus ENSPSMG00000011227
otolemur_garnettii ENSOGAG00000015372
cricetulus_griseus_crigri_1.0 ENSCGRG00000005347
cricetulus_griseus_crigri-picr ENSCGRG00015014787
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016506
mesocricetus_auratus ENSMAUG00000000128
microtus_ochrogaster ENSMOCG00000014221
peromyscus_maniculatus_bairdii ENSPEMG00000018622
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021887
mus_spicilegus ENSMSIG00000009504
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022947
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020981
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016686
rattus_norvegicus ENSRNOG00000001701
meriones_unguiculatus ENSMUGG00000025839
nannospalax_galili ENSNGAG00000020916
jaculus_jaculus ENSJJAG00000011377
urocitellus_parryii ENSUPAG00010001499
marmota_marmota_marmota ENSMMMG00000002648
spermophilus_dauricus ENSSDAG00000008833
ictidomys_tridecemlineatus ENSSTOG00000012790
castor_canadensis ENSCCNG00000018986
dipodomys_ordii ENSDORG00000003691
chinchilla_lanigera ENSCLAG00000008082
cavia_porcellus ENSCPOG00000031877
octodon_degus ENSODEG00000003510
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013040
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003410
fukomys_damarensis ENSFDAG00000013281
oryctolagus_cuniculus ENSOCUG00000016759
sorex_araneus ENSSARG00000010882
erinaceus_europaeus ENSEEUG00000003099
myotis_lucifugus ENSMLUG00000013343
choloepus_hoffmanni ENSCHOG00000008829
dasypus_novemcinctus ENSDNOG00000004599
loxodonta_africana ENSLAFG00000017246
procavia_capensis ENSPCAG00000016137
