phascolarctos_cinereus ENSPCIG00000021533
notamacropus_eugenii ENSMEUG00000006081
sarcophilus_harrisii ENSSHAG00000018151
monodelphis_domestica ENSMODG00000012312
ornithorhynchus_anatinus ENSOANG00000031085
loxodonta_africana ENSLAFG00000006727
procavia_capensis ENSPCAG00000005277
echinops_telfairi ENSETEG00000012770
dasypus_novemcinctus ENSDNOG00000011746
choloepus_hoffmanni ENSCHOG00000008859
pteropus_vampyrus ENSPVAG00000006811
myotis_lucifugus ENSMLUG00000007824
equus_asinus_asinus ENSEASG00005011832
equus_caballus ENSECAG00000015226
ursus_maritimus ENSUMAG00000022039
ursus_americanus ENSUAMG00000028346
ailuropoda_melanoleuca ENSAMEG00000012049
neovison_vison ENSNVIG00000000576
mustela_putorius_furo ENSMPUG00000013269
canis_lupus_dingo ENSCAFG00020022120
canis_lupus_familiaris ENSCAFG00000010914
vulpes_vulpes ENSVVUG00000028652
panthera_pardus ENSPPRG00000006572
panthera_tigris_altaica ENSPTIG00000000403
felis_catus ENSFCAG00000014634
bos_taurus ENSBTAG00000006328
bos_mutus ENSBMUG00000021431
bison_bison_bison ENSBBBG00000001420
capra_hircus ENSCHIG00000007341
ovis_aries ENSOARG00000011125
tursiops_truncatus ENSTTRG00000007713
sus_scrofa ENSSSCG00000011394
vicugna_pacos ENSVPAG00000009385
sorex_araneus ENSSARG00000009707
erinaceus_europaeus ENSEEUG00000001717
pan_troglodytes ENSPTRG00000014943
pan_paniscus ENSPPAG00000034940
homo_sapiens ENSG00000004534
gorilla_gorilla ENSGGOG00000014459
pongo_abelii ENSPPYG00000013855
nomascus_leucogenys ENSNLEG00000006932
macaca_mulatta ENSMMUG00000003494
macaca_nemestrina ENSMNEG00000031606
papio_anubis ENSPANG00000012436
theropithecus_gelada ENSTGEG00000004898
cercocebus_atys ENSCATG00000032064
chlorocebus_sabaeus ENSCSAG00000014417
mandrillus_leucophaeus ENSMLEG00000032642
macaca_fascicularis ENSMFAG00000008096
macaca_fascicularis ENSMFAG00000040603
theropithecus_gelada ENSTGEG00000015753
chlorocebus_sabaeus ENSCSAG00000014407
piliocolobus_tephrosceles ENSPTEG00000002847
rhinopithecus_roxellana ENSRROG00000029411
rhinopithecus_bieti ENSRBIG00000030131
colobus_angolensis_palliatus ENSCANG00000043615
saimiri_boliviensis_boliviensis ENSSBOG00000010277
saimiri_boliviensis_boliviensis ENSSBOG00000021296
cebus_capucinus_imitator ENSCCAG00000021925
callithrix_jacchus ENSCJAG00000004620
aotus_nancymaae ENSANAG00000037161
carlito_syrichta ENSTSYG00000012969
propithecus_coquereli ENSPCOG00000014743
microcebus_murinus ENSMICG00000016174
prolemur_simus ENSPSMG00000014147
otolemur_garnettii ENSOGAG00000004201
tupaia_belangeri ENSTBEG00000003847
chinchilla_lanigera ENSCLAG00000012000
octodon_degus ENSODEG00000018362
cavia_porcellus ENSCPOG00000008146
cavia_aperea ENSCAPG00000016413
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013189
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005755
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012994
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008224
