bos_mutus ENSBMUG00000016462
bos_taurus ENSBTAG00000010716
bison_bison_bison ENSBBBG00000023365
capra_hircus ENSCHIG00000024787
ovis_aries ENSOARG00000018254
tursiops_truncatus ENSTTRG00000001030
sus_scrofa ENSSSCG00000008991
vicugna_pacos ENSVPAG00000010895
ailuropoda_melanoleuca ENSAMEG00000005463
ursus_maritimus ENSUMAG00000008017
mustela_putorius_furo ENSMPUG00000006768
neovison_vison ENSNVIG00000005158
canis_lupus_familiaris ENSCAFG00000008752
canis_lupus_dingo ENSCAFG00020011017
vulpes_vulpes ENSVVUG00000024813
panthera_pardus ENSPPRG00000024528
panthera_tigris_altaica ENSPTIG00000011186
felis_catus ENSFCAG00000011279
equus_asinus_asinus ENSEASG00005016375
equus_caballus ENSECAG00000007044
pteropus_vampyrus ENSPVAG00000016521
erinaceus_europaeus ENSEEUG00000015119
chinchilla_lanigera ENSCLAG00000005115
octodon_degus ENSODEG00000004296
cavia_porcellus ENSCPOG00000012831
cavia_aperea ENSCAPG00000012864
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005415
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003701
fukomys_damarensis ENSFDAG00000015383
urocitellus_parryii ENSUPAG00010008059
spermophilus_dauricus ENSSDAG00000018222
ictidomys_tridecemlineatus ENSSTOG00000011319
marmota_marmota_marmota ENSMMMG00000006039
dipodomys_ordii ENSDORG00000008295
castor_canadensis ENSCCNG00000000321
cricetulus_griseus_crigri-picr ENSCGRG00015019552
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010821
mesocricetus_auratus ENSMAUG00000000182
microtus_ochrogaster ENSMOCG00000001319
peromyscus_maniculatus_bairdii ENSPEMG00000017422
mus_spicilegus ENSMSIG00000021152
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034687
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028428
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027431
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017209
rattus_norvegicus ENSRNOG00000002053
nannospalax_galili ENSNGAG00000015647
jaculus_jaculus ENSJJAG00000013532
oryctolagus_cuniculus ENSOCUG00000017867
ochotona_princeps ENSOPRG00000017087
prolemur_simus ENSPSMG00000023041
microcebus_murinus ENSMICG00000043414
propithecus_coquereli ENSPCOG00000021589
carlito_syrichta ENSTSYG00000006422
pan_troglodytes ENSPTRG00000016200
pan_paniscus ENSPPAG00000042050
homo_sapiens ENSG00000138759
gorilla_gorilla ENSGGOG00000003170
pongo_abelii ENSPPYG00000014871
nomascus_leucogenys ENSNLEG00000008239
mandrillus_leucophaeus ENSMLEG00000043062
cercocebus_atys ENSCATG00000040368
theropithecus_gelada ENSTGEG00000012163
papio_anubis ENSPANG00000021635
macaca_fascicularis ENSMFAG00000037533
macaca_mulatta ENSMMUG00000002564
macaca_nemestrina ENSMNEG00000042250
chlorocebus_sabaeus ENSCSAG00000004546
colobus_angolensis_palliatus ENSCANG00000041931
piliocolobus_tephrosceles ENSPTEG00000023819
rhinopithecus_roxellana ENSRROG00000037472
rhinopithecus_bieti ENSRBIG00000027344
saimiri_boliviensis_boliviensis ENSSBOG00000034612
cebus_capucinus_imitator ENSCCAG00000034015
callithrix_jacchus ENSCJAG00000014882
aotus_nancymaae ENSANAG00000026061
dasypus_novemcinctus ENSDNOG00000010744
loxodonta_africana ENSLAFG00000007543
echinops_telfairi ENSETEG00000001022
ornithorhynchus_anatinus ENSOANG00000028443
calidris_pugnax ENSCPUG00000004807
parus_major ENSPMJG00000001475
meleagris_gallopavo ENSMGAG00000005355
pelodiscus_sinensis ENSPSIG00000014377
eptatretus_burgeri ENSEBUG00000003153
ciona_savignyi ENSCSAVG00000000254
ciona_intestinalis ENSCING00000001672
