gasterosteus_aculeatus ENSGACG00000009618
labrus_bergylta ENSLBEG00000010508
mola_mola ENSMMOG00000015809
takifugu_rubripes ENSTRUG00000020209
scophthalmus_maximus ENSSMAG00000009693
cynoglossus_semilaevis ENSCSEG00000019662
seriola_dumerili ENSSDUG00000014150
seriola_lalandi_dorsalis ENSSLDG00000024816
anabas_testudineus ENSATEG00000020296
monopterus_albus ENSMALG00000022531
xiphophorus_maculatus ENSXMAG00000010961
xiphophorus_couchianus ENSXCOG00000019178
gambusia_affinis ENSGAFG00000021632
poecilia_formosa ENSPFOG00000015682
poecilia_latipinna ENSPLAG00000009613
poecilia_mexicana ENSPMEG00000004721
poecilia_reticulata ENSPREG00000013220
fundulus_heteroclitus ENSFHEG00000010686
cyprinodon_variegatus ENSCVAG00000022414
kryptolebias_marmoratus ENSKMAG00000009432
oryzias_latipes_asm223469v1 ENSORLG00015009038
oryzias_latipes_asm223467v1 ENSORLG00000013023
oryzias_latipes_asm223471v1 ENSORLG00020003513
oryzias_melastigma ENSOMEG00000014895
haplochromis_burtoni ENSHBUG00000017086
maylandia_zebra ENSMZEG00005018309
pundamilia_nyererei ENSPNYG00000022535
astatotilapia_calliptera ENSACLG00000025689
neolamprologus_brichardi ENSNBRG00000020615
amphilophus_citrinellus ENSACIG00000013732
amphiprion_ocellaris ENSAOCG00000007993
amphiprion_percula ENSAPEG00000010778
acanthochromis_polyacanthus ENSAPOG00000020935
acanthochromis_polyacanthus ENSAPOG00000020767
stegastes_partitus ENSSPAG00000017190
hippocampus_comes ENSHCOG00000012246
periophthalmus_magnuspinnatus ENSPMGG00000023908
gadus_morhua ENSGMOG00000014976
esox_lucius ENSELUG00000006492
pygocentrus_nattereri ENSPNAG00000020991
astyanax_mexicanus ENSAMXG00000038435
ictalurus_punctatus ENSIPUG00000005206
danio_rerio ENSDARG00000101892
scleropages_formosus ENSSFOG00015014243
paramormyrops_kingsleyae ENSPKIG00000001691
