sorex_araneus ENSSARG00000014328
erinaceus_europaeus ENSEEUG00000003773
vicugna_pacos ENSVPAG00000003970
ovis_aries ENSOARG00000011035
panthera_tigris_altaica ENSPTIG00000014170
felis_catus ENSFCAG00000043248
equus_caballus ENSECAG00000004501
equus_asinus_asinus ENSEASG00005016715
pan_troglodytes ENSPTRG00000016125
pan_paniscus ENSPPAG00000036959
homo_sapiens ENSG00000181617
gorilla_gorilla ENSGGOG00000036894
pongo_abelii ENSPPYG00000014799
nomascus_leucogenys ENSNLEG00000007669
rhinopithecus_bieti ENSRBIG00000034643
rhinopithecus_roxellana ENSRROG00000034161
colobus_angolensis_palliatus ENSCANG00000035598
piliocolobus_tephrosceles ENSPTEG00000008513
macaca_fascicularis ENSMFAG00000043234
macaca_nemestrina ENSMNEG00000033009
macaca_mulatta ENSMMUG00000006030
papio_anubis ENSPANG00000012443
theropithecus_gelada ENSTGEG00000016953
cercocebus_atys ENSCATG00000036774
mandrillus_leucophaeus ENSMLEG00000036530
chlorocebus_sabaeus ENSCSAG00000004899
cebus_capucinus_imitator ENSCCAG00000021650
saimiri_boliviensis_boliviensis ENSSBOG00000022668
callithrix_jacchus ENSCJAG00000014288
aotus_nancymaae ENSANAG00000031605
carlito_syrichta ENSTSYG00000005832
prolemur_simus ENSPSMG00000015105
microcebus_murinus ENSMICG00000044297
procavia_capensis ENSPCAG00000016661
pteropus_vampyrus ENSPVAG00000009962
echinops_telfairi ENSETEG00000005211
rattus_norvegicus ENSRNOG00000030258
choloepus_hoffmanni ENSCHOG00000001133
