sarcophilus_harrisii ENSSHAG00000012740
monodelphis_domestica ENSMODG00000019482
phascolarctos_cinereus ENSPCIG00000008215
phascolarctos_cinereus ENSPCIG00000014109
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025398
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042662
mus_spicilegus ENSMSIG00000001018
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024477
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025920
rattus_norvegicus ENSRNOG00000008534
meriones_unguiculatus ENSMUGG00000012934
cricetulus_griseus_crigri_1.0 ENSCGRG00000011100
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024483
mesocricetus_auratus ENSMAUG00000010162
microtus_ochrogaster ENSMOCG00000018127
peromyscus_maniculatus_bairdii ENSPEMG00000018500
nannospalax_galili ENSNGAG00000017321
jaculus_jaculus ENSJJAG00000021072
urocitellus_parryii ENSUPAG00010019146
ictidomys_tridecemlineatus ENSSTOG00000026975
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008910
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012530
cavia_porcellus ENSCPOG00000009022
chinchilla_lanigera ENSCLAG00000017153
octodon_degus ENSODEG00000011813
castor_canadensis ENSCCNG00000018782
oryctolagus_cuniculus ENSOCUG00000016683
pongo_abelii ENSPPYG00000010895
pan_paniscus ENSPPAG00000026366
theropithecus_gelada ENSTGEG00000008421
mandrillus_leucophaeus ENSMLEG00000030619
chlorocebus_sabaeus ENSCSAG00000012728
piliocolobus_tephrosceles ENSPTEG00000002975
aotus_nancymaae ENSANAG00000022778
callithrix_jacchus ENSCJAG00000020772
propithecus_coquereli ENSPCOG00000027542
prolemur_simus ENSPSMG00000003681
microcebus_murinus ENSMICG00000027820
otolemur_garnettii ENSOGAG00000012434
myotis_lucifugus ENSMLUG00000007324
ursus_maritimus ENSUMAG00000000753
canis_lupus_dingo ENSCAFG00020004280
bison_bison_bison ENSBBBG00000009980
spermophilus_dauricus ENSSDAG00000010014
marmota_marmota_marmota ENSMMMG00000023781
fukomys_damarensis ENSFDAG00000009659
carlito_syrichta ENSTSYG00000033155
pteropus_vampyrus ENSPVAG00000006117
panthera_tigris_altaica ENSPTIG00000013266
procavia_capensis ENSPCAG00000012475
echinops_telfairi ENSETEG00000019163
tursiops_truncatus ENSTTRG00000007932
pan_troglodytes ENSPTRG00000013364
homo_sapiens ENSG00000149599
gorilla_gorilla ENSGGOG00000011846
nomascus_leucogenys ENSNLEG00000009704
rhinopithecus_roxellana ENSRROG00000031161
rhinopithecus_bieti ENSRBIG00000032837
colobus_angolensis_palliatus ENSCANG00000006065
macaca_fascicularis ENSMFAG00000003502
macaca_nemestrina ENSMNEG00000031763
cercocebus_atys ENSCATG00000040172
macaca_mulatta ENSMMUG00000000970
papio_anubis ENSPANG00000014238
cebus_capucinus_imitator ENSCCAG00000013973
saimiri_boliviensis_boliviensis ENSSBOG00000026842
cricetulus_griseus_crigri-picr ENSCGRG00015003462
capra_hircus ENSCHIG00000022835
ovis_aries ENSOARG00000001924
bos_mutus ENSBMUG00000014851
bos_taurus ENSBTAG00000054678
sus_scrofa ENSSSCG00000007232
equus_asinus_asinus ENSEASG00005003687
felis_catus ENSFCAG00000001901
panthera_pardus ENSPPRG00000001428
ursus_americanus ENSUAMG00000023483
neovison_vison ENSNVIG00000019046
loxodonta_africana ENSLAFG00000013638
dasypus_novemcinctus ENSDNOG00000041204
dipodomys_ordii ENSDORG00000025541
ornithorhynchus_anatinus ENSOANG00000022775
pogona_vitticeps ENSPVIG00000003086
anolis_carolinensis ENSACAG00000023162
salvator_merianae ENSSMRG00000019535
sphenodon_punctatus ENSSPUG00000018842
apteryx_owenii ENSAOWG00000002457
apteryx_haastii ENSAHAG00000012630
apteryx_rowi ENSARWG00000009785
dromaius_novaehollandiae ENSDNVG00000004175
nothoprocta_perdicaria ENSNPEG00000007690
meleagris_gallopavo ENSMGAG00000007286
gallus_gallus ENSGALG00000021017
coturnix_japonica ENSCJPG00005005810
numida_meleagris ENSNMEG00000016327
anser_brachyrhynchus ENSABRG00000021021
anas_platyrhynchos_platyrhynchos ENSAPLG00000022883
taeniopygia_guttata ENSTGUG00000006604
lonchura_striata_domestica ENSLSDG00000006767
serinus_canaria ENSSCAG00000014302
zonotrichia_albicollis ENSZALG00000003726
junco_hyemalis ENSJHYG00000014222
cyanistes_caeruleus ENSCCEG00000000551
parus_major ENSPMJG00000006907
ficedula_albicollis ENSFALG00000005480
lepidothrix_coronata ENSLCOG00000010094
manacus_vitellinus ENSMVIG00005005799
calidris_pygmaea ENSCPGG00000018559
calidris_pugnax ENSCPUG00000006249
crocodylus_porosus ENSCPRG00005007729
chrysemys_picta_bellii ENSCPBG00000027507
gopherus_agassizii ENSGAGG00000020829
pelodiscus_sinensis ENSPSIG00000003532
