latimeria_chalumnae ENSLACG00000002641
xenopus_tropicalis ENSXETG00000014798
takifugu_rubripes ENSTRUG00000003331
tetraodon_nigroviridis ENSTNIG00000008358
mola_mola ENSMMOG00000018885
gasterosteus_aculeatus ENSGACG00000013487
scophthalmus_maximus ENSSMAG00000010072
cynoglossus_semilaevis ENSCSEG00000015645
seriola_dumerili ENSSDUG00000020343
seriola_lalandi_dorsalis ENSSLDG00000010732
mastacembelus_armatus ENSMAMG00000002429
monopterus_albus ENSMALG00000000310
anabas_testudineus ENSATEG00000018494
fundulus_heteroclitus ENSFHEG00000008512
cyprinodon_variegatus ENSCVAG00000015671
poecilia_mexicana ENSPMEG00000013000
poecilia_formosa ENSPFOG00000011639
poecilia_latipinna ENSPLAG00000020738
poecilia_reticulata ENSPREG00000020983
xiphophorus_couchianus ENSXCOG00000002133
xiphophorus_maculatus ENSXMAG00000019286
gambusia_affinis ENSGAFG00000021857
kryptolebias_marmoratus ENSKMAG00000022124
maylandia_zebra ENSMZEG00005017237
astatotilapia_calliptera ENSACLG00000004373
haplochromis_burtoni ENSHBUG00000018376
pundamilia_nyererei ENSPNYG00000021476
neolamprologus_brichardi ENSNBRG00000014665
oreochromis_niloticus ENSONIG00000010457
amphilophus_citrinellus ENSACIG00000008590
amphiprion_percula ENSAPEG00000011582
amphiprion_ocellaris ENSAOCG00000022306
acanthochromis_polyacanthus ENSAPOG00000006564
stegastes_partitus ENSSPAG00000006970
oryzias_latipes_asm223469v1 ENSORLG00015022589
oryzias_latipes_asm223467v1 ENSORLG00000029018
oryzias_latipes_asm223471v1 ENSORLG00020009145
oryzias_melastigma ENSOMEG00000023153
labrus_bergylta ENSLBEG00000000098
hippocampus_comes ENSHCOG00000008015
periophthalmus_magnuspinnatus ENSPMGG00000001007
gadus_morhua ENSGMOG00000018689
esox_lucius ENSELUG00000020366
pygocentrus_nattereri ENSPNAG00000019260
astyanax_mexicanus ENSAMXG00000042749
ictalurus_punctatus ENSIPUG00000016589
danio_rerio ENSDARG00000093269
paramormyrops_kingsleyae ENSPKIG00000024642
scleropages_formosus ENSSFOG00015001750
lepisosteus_oculatus ENSLOCG00000015269
bos_taurus ENSBTAG00000011014
bos_mutus ENSBMUG00000017503
bison_bison_bison ENSBBBG00000020934
capra_hircus ENSCHIG00000020392
ovis_aries ENSOARG00000007016
pteropus_vampyrus ENSPVAG00000011966
ursus_americanus ENSUAMG00000009169
ailuropoda_melanoleuca ENSAMEG00000017622
mustela_putorius_furo ENSMPUG00000004108
neovison_vison ENSNVIG00000010301
sorex_araneus ENSSARG00000007937
propithecus_coquereli ENSPCOG00000017784
otolemur_garnettii ENSOGAG00000025801
saimiri_boliviensis_boliviensis ENSSBOG00000010586
tupaia_belangeri ENSTBEG00000009462
procavia_capensis ENSPCAG00000004014
eptatretus_burgeri ENSEBUG00000015369
